 0.2100300      0.000000     0.2500000     0.1365830E-01 0.1629040E-02
 0.3649990     0.2500000     0.5000000     0.2592680E-01 0.8103810E-03
 0.6083350     0.5000000     0.7500000     0.4466220E-01 0.1086450E-02
 0.8594490     0.7500000      1.000000     0.6023440E-01 0.1517860E-02
  1.110510      1.000000      1.250000     0.7761890E-01 0.2099900E-02
  1.360560      1.250000      1.500000     0.8981390E-01 0.2921380E-02
  1.691680      1.500000      2.000000     0.1035090     0.3549440E-02
  2.176630      2.000000      2.500000     0.1112710     0.6847040E-02
  2.672120      2.500000      3.000000     0.1233110     0.1275130E-01
  3.274540      3.000000      4.000000     0.8188990E-01 0.2439920E-01
