 65.0  5.00  0.6138790E-01 0.2031860E-02 0.7377300E-01 0.4900280E-01
 55.0  5.00  0.7984530E-01 0.9295310E-03 0.8333350E-01 0.7635710E-01
 45.0  5.00  0.8459070E-01 0.4859820E-03 0.8781631E-01 0.8136510E-01
 35.0  5.00  0.8130330E-01 0.3311730E-03 0.8421314E-01 0.7839346E-01
 25.0  5.00  0.7061350E-01 0.2365590E-03 0.7327119E-01 0.6795582E-01
 15.0  5.00  0.5141180E-01 0.1942130E-03 0.5397861E-01 0.4884499E-01
 5.00  5.00  0.2667900E-01 0.2208520E-03 0.3228466E-01 0.2107334E-01
