 0.2043670      0.000000     0.2500000     0.2014750E-01 0.9484220E-03
 0.3631450     0.2500000     0.5000000     0.4530800E-01 0.4607740E-03
 0.6105880     0.5000000     0.7500000     0.7397130E-01 0.5856270E-03
 0.8627300     0.7500000      1.000000     0.1017270     0.7681230E-03
  1.113760      1.000000      1.250000     0.1228180     0.1005890E-02
  1.363330      1.250000      1.500000     0.1462140     0.1320750E-02
  1.700800      1.500000      2.000000     0.1722080     0.1473670E-02
  2.201560      2.000000      2.500000     0.1964400     0.2657540E-02
  2.701590      2.500000      3.000000     0.2147130     0.4701860E-02
  3.339720      3.000000      4.000000     0.1996740     0.7238940E-02
  4.383210      4.000000      5.000000     0.1689930     0.1437460E-01
