 0.2117841     0.1666665     0.2499997     0.7237975E-02 0.9988690E-03
 0.2925547     0.2499997     0.3333330     0.1343079E-01 0.8398828E-03
 0.3741129     0.3333330     0.4166662     0.2236009E-01 0.8395325E-03
 0.4561495     0.4166662     0.4999995     0.3214718E-01 0.9413097E-03
 0.5697694     0.4999995     0.6666660     0.4219862E-01 0.9309807E-03
 0.7346992     0.6666660     0.8333325     0.5735261E-01 0.1608663E-02
 0.9004290     0.8333325     0.9999990     0.6492010E-01 0.2866121E-02
  1.101772     0.9999989      1.333332     0.7016309E-01 0.5371214E-02
