 0.2100300      0.000000     0.2500000     0.1312770E-01 0.1427120E-02
 0.3649990     0.2500000     0.5000000     0.2299470E-01 0.7673740E-03
 0.6083350     0.5000000     0.7500000     0.4415780E-01 0.1063160E-02
 0.8594490     0.7500000      1.000000     0.6039350E-01 0.1501410E-02
  1.110510      1.000000      1.250000     0.7936600E-01 0.2089920E-02
  1.360560      1.250000      1.500000     0.8600540E-01 0.2865530E-02
  1.691680      1.500000      2.000000     0.1015530     0.3402950E-02
  2.176630      2.000000      2.500000     0.1104840     0.6486400E-02
  2.672120      2.500000      3.000000     0.1031840     0.1186020E-01
  3.274540      3.000000      4.000000     0.1054640     0.2214260E-01
