 0.2043670      0.000000     0.2500000     0.2250640E-01 0.2146660E-02
 0.3631450     0.2500000     0.5000000     0.5091860E-01 0.1020860E-02
 0.6105880     0.5000000     0.7500000     0.8647750E-01 0.1302580E-02
 0.8627300     0.7500000      1.000000     0.1167610     0.1729860E-02
  1.113760      1.000000      1.250000     0.1471250     0.2293660E-02
  1.363330      1.250000      1.500000     0.1668880     0.3042160E-02
  1.700800      1.500000      2.000000     0.1970050     0.3416680E-02
  2.201560      2.000000      2.500000     0.2158690     0.6084800E-02
  2.701590      2.500000      3.000000     0.2241640     0.1063940E-01
  3.339720      3.000000      4.000000     0.2122060     0.1613820E-01
  4.383210      4.000000      5.000000     0.1845240     0.3318140E-01
