 0.2043670      0.000000     0.2500000     0.1025570E-01 0.6079860E-03
 0.3631450     0.2500000     0.5000000     0.2546200E-01 0.3200230E-03
 0.6105880     0.5000000     0.7500000     0.4246920E-01 0.4204770E-03
 0.8627300     0.7500000      1.000000     0.5717130E-01 0.5702620E-03
  1.113760      1.000000      1.250000     0.7290730E-01 0.7632740E-03
  1.363330      1.250000      1.500000     0.8356630E-01 0.1017960E-02
  1.700800      1.500000      2.000000     0.9985110E-01 0.1158820E-02
  2.201560      2.000000      2.500000     0.1183740     0.2148130E-02
  2.701590      2.500000      3.000000     0.1252020     0.3901450E-02
  3.339720      3.000000      4.000000     0.1119840     0.6306590E-02
  4.383210      4.000000      5.000000     0.9611180E-01 0.1275650E-01
