 0.2043670      0.000000     0.2500000     0.1833850E-01 0.1933140E-02
 0.3631450     0.2500000     0.5000000     0.5067320E-01 0.9382280E-03
 0.6105880     0.5000000     0.7500000     0.8820040E-01 0.1215310E-02
 0.8627300     0.7500000      1.000000     0.1153640     0.1663470E-02
  1.113760      1.000000      1.250000     0.1464700     0.2257930E-02
  1.363330      1.250000      1.500000     0.1692550     0.3038910E-02
  1.700800      1.500000      2.000000     0.1916630     0.3473560E-02
  2.201560      2.000000      2.500000     0.2229140     0.6301890E-02
  2.701590      2.500000      3.000000     0.2211840     0.1109420E-01
  3.339720      3.000000      4.000000     0.2332540     0.1709230E-01
  4.383210      4.000000      5.000000     0.1707880     0.3364800E-01
