0.55	0.527157	0.00820234	0.528521	0.00811672
0.65	0.547222	0.00816768	0.547154	0.00820477
0.75	0.562889	0.00839452	0.56467	0.00827324
0.85	0.584129	0.00891898	0.578304	0.00875924
0.95	0.596663	0.00932128	0.589395	0.00913599
1.05	0.607564	0.0085354	0.603861	0.0086325
1.15	0.616072	0.00857942	0.612204	0.00859979
1.25	0.617762	0.00863021	0.614424	0.00860525
1.35	0.618542	0.00860788	0.613577	0.00860439
1.45	0.616097	0.00848594	0.612648	0.00854278
1.55	0.609966	0.00843218	0.608814	0.00841716
1.65	0.603762	0.0084029	0.600731	0.00836312
1.75	0.596371	0.0082869	0.591848	0.00820281
1.85	0.58231	0.00802722	0.578872	0.008018
1.95	0.571906	0.00793628	0.567756	0.00785487
2.1	0.551983	0.00557334	0.54929	0.00548195
2.3	0.520958	0.00532674	0.517602	0.00528485
2.5	0.492912	0.00528509	0.493049	0.00532273
2.7	0.471449	0.00559635	0.466693	0.00552201
2.9	0.450877	0.00612838	0.449194	0.00607831
3.25	0.404394	0.00461539	0.395423	0.00448269
3.75	0.352978	0.00668915	0.347377	0.00658662
4.25	0.297329	0.00956993	0.296108	0.009427
4.75	0.300077	0.0156775	0.298048	0.0162958
5.25	0.271363	0.0410525	0.264565	0.0406467
5.75	0.332095	0.0811126	0.172252	0.0410672
