0.55	0.988994	0.0187035
0.65	0.976845	0.0173744
0.75	0.978394	0.0169049
0.85	0.978983	0.0164879
0.95	0.99146	0.0165094
1.05	0.99653	0.0165894
1.15	0.999435	0.0168242
1.25	0.990476	0.0168915
1.35	0.986423	0.0168664
1.45	0.998854	0.0171501
1.55	1.00649	0.017603
1.65	0.961831	0.0170211
1.75	0.996697	0.0180771
1.85	0.967253	0.0178383
1.95	0.980253	0.0186655
2.1	0.99732	0.0142811
2.3	0.989293	0.0155037
2.5	1.01392	0.0184027
2.7	0.955533	0.0209962
2.9	1.03924	0.0283616
3.25	0.998904	0.026273
3.75	1.00315	0.050486
4.25	1.01856	0.0897906
4.75	0.766906	0.111578
