0.55	0.973258	0.0229234
0.65	0.936623	0.0193906
0.75	0.988638	0.0189381
0.85	0.984769	0.0184538
0.95	0.945606	0.0170716
1.05	0.948069	0.0151744
1.15	0.923011	0.0141511
1.25	0.960207	0.0142462
1.35	0.940371	0.0136758
1.45	0.912946	0.0130166
1.55	0.939861	0.0130902
1.65	0.939336	0.0128011
1.75	0.93559	0.0126507
1.85	0.917046	0.0122401
1.95	0.954661	0.0127393
2.1	0.934879	0.00875542
2.3	0.963791	0.00898801
2.5	0.915172	0.00884793
2.7	0.910917	0.00941835
2.9	0.910496	0.0104896
3.25	0.914755	0.00848258
3.75	0.871259	0.0126446
