0.55	1.02384	0.0134777
0.65	1.03607	0.0131604
0.75	0.994754	0.0124276
0.85	0.998438	0.0127567
0.95	1.00466	0.0130598
1.05	1.02003	0.0123402
1.15	1.01546	0.0121134
1.25	0.99943	0.0119152
1.35	1.01534	0.0120887
1.45	1.03006	0.0121558
1.55	1.00401	0.0118037
1.65	1.00149	0.0118481
1.75	0.995522	0.0117232
1.85	0.999039	0.0116982
1.95	0.999371	0.0117139
2.1	0.981878	0.00829653
2.3	0.992086	0.00847426
2.5	1.00535	0.00895729
2.7	0.995957	0.00966284
2.9	0.994168	0.0108958
3.25	0.988795	0.00893631
3.75	1.0264	0.0151731
4.25	1.03281	0.0262671
4.75	0.992252	0.0413529
5.25	0.831996	0.0988582
5.75	1.14101	0.24079
