0.55	0.758155	0.0197983
0.65	0.756936	0.0165935
0.75	0.757706	0.0151094
0.85	0.802845	0.0150898
0.95	0.755873	0.0139423
1.05	0.790126	0.0143369
1.15	0.771512	0.0142828
1.25	0.775617	0.0144775
1.35	0.768193	0.014589
1.45	0.740637	0.0144266
1.55	0.739111	0.0147769
1.65	0.739643	0.0152024
1.75	0.712204	0.0152731
1.85	0.739322	0.0166003
1.95	0.713765	0.0169119
2.1	0.7273	0.0133405
2.3	0.728202	0.0154242
2.5	0.724633	0.0181806
2.7	0.714381	0.0213023
2.9	0.710768	0.0257215
3.25	0.6872	0.0212683
3.75	0.701396	0.0340338
4.25	0.730826	0.058119
4.75	0.677364	0.0845919
