20 - 40 %
2-3 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -0.29     0.000937     0.000208      -2.85e-05     2.65e-05
    -0.15     0.00401     0.000393      -3.12e-05     2.89e-05
    -0.05     0.00719     0.000469      -3.2e-05     2.96e-05
    0.05     0.00669     0.000466      -3.2e-05     2.96e-05
    0.15     0.00401     0.000391      -3.12e-05     2.89e-05
    0.29     0.000974     0.000209      -2.85e-05     2.65e-05
    0.54     0.000147     0.000161      -2.14e-05     2.01e-05
    0.83     9.25e-05     0.000181      -1.16e-05     1.11e-05
    1.13     0.000299     0.000229      -4.06e-06     3.93e-06
    1.42     1.18e-05     0.000274      -2.59e-07     2.53e-07
    1.77     -0.000141     0.000205      -6.23e-07     6.09e-07
    2.16     9.96e-05     0.000173      -7.43e-06     7.12e-06
    2.45     -0.000262     0.000194      -1.65e-05     1.55e-05
    2.65     -3.97e-05     0.000192      -2.3e-05     2.15e-05
    2.85     0.000353     0.000203      -2.85e-05     2.65e-05
    3.04     0.00139     0.000242      -3.17e-05     2.93e-05
    3.24     0.000949     0.000224      -3.17e-05     2.93e-05
    3.44     0.000299     0.000203      -2.85e-05     2.65e-05
    3.63     0.000221     0.000202      -2.3e-05     2.15e-05
    3.83     -4.6e-05     0.000207      -1.65e-05     1.55e-05
    4.12     0.000519     0.000182      -7.43e-06     7.12e-06
    4.52     -0.000195     0.000196      -6.22e-07     6.09e-07
5-10 #otimes 0.4-1 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.113     0.0369      0.0176     -0.00985
    -1.13     0.00882     0.0348      0.00935     -0.00198
    -0.83     -0.0326     0.0296      -0.00529     0.0119
    -0.54     0.126     0.0259      -0.0221     0.0276
    -0.29     0.246     0.0307      -0.0334     0.0382
    -0.15     0.222     0.0432      -0.0375     0.0419
    -0.05     0.283     0.0433      -0.0387     0.0431
    0.05     0.26     0.0431      -0.0387     0.0431
    0.15     0.261     0.043      -0.0375     0.0419
    0.29     0.211     0.0306      -0.0334     0.0382
    0.54     0.0773     0.0264      -0.0221     0.0276
    0.83     0.0517     0.031      -0.00529     0.0119
    1.13     -0.0306     0.0358      0.00935     -0.00198
    1.42     0.0866     0.0384      0.0176     -0.00985
    1.77     0.0942     0.0338      0.0168     -0.00906
    2.16     0.158     0.0286      0.00263     0.00441
    2.45     0.204     0.0365      -0.0138     0.0199
    2.65     0.203     0.0347      -0.0247     0.0301
    2.85     0.219     0.0332      -0.0334     0.0382
    3.04     0.226     0.0323      -0.0382     0.0427
    3.24     0.168     0.0322      -0.0382     0.0427
    3.44     0.209     0.0332      -0.0334     0.0382
    3.63     0.205     0.0344      -0.0247     0.0301
    3.83     0.232     0.036      -0.0138     0.0199
    4.12     0.188     0.0282      0.00263     0.00441
    4.52     0.123     0.0327      0.0168     -0.00906
5-10 #otimes 1-2 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -0.0124     0.0214      0.00779     -0.00433
    -1.13     0.0133     0.0176      0.00407     -0.000706
    -0.83     0.0137     0.0148      -0.00302     0.00607
    -0.54     0.0313     0.0128      -0.0118     0.0143
    -0.29     0.146     0.0146      -0.018     0.02
    -0.15     0.274     0.0204      -0.0203     0.0222
    -0.05     0.304     0.0205      -0.021     0.0228
    0.05     0.307     0.0207      -0.021     0.0228
    0.15     0.27     0.0207      -0.0203     0.0222
    0.29     0.133     0.0147      -0.018     0.02
    0.54     0.0245     0.0132      -0.0118     0.0143
    0.83     -0.00662     0.0152      -0.00302     0.00607
    1.13     -0.00922     0.0185      0.00407     -0.000706
    1.42     0.0476     0.023      0.00779     -0.00433
    1.77     0.0682     0.0184      0.00743     -0.00397
    2.16     0.0488     0.0141      0.000887     0.00236
    2.45     0.0759     0.0173      -0.00737     0.0102
    2.65     0.0511     0.0164      -0.0132     0.0156
    2.85     0.0748     0.0159      -0.018     0.02
    3.04     0.0295     0.0156      -0.0207     0.0226
    3.24     0.0133     0.0155      -0.0207     0.0226
    3.44     0.0574     0.0156      -0.018     0.02
    3.63     0.029     0.0164      -0.0132     0.0156
    3.83     0.0614     0.0173      -0.00737     0.0102
    4.12     0.0332     0.0141      0.000887     0.00236
    4.52     0.0323     0.0179      0.00743     -0.00397
5-10 #otimes 2-3 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.00584     0.00611      0.00117     -8.38e-05
    -1.13     0.00238     0.0048      0.000806     0.000293
    -0.83     -0.00186     0.00398      5.81e-05     0.00104
    -0.54     0.00739     0.00356      -0.000925     0.00198
    -0.29     0.0372     0.00422      -0.00165     0.00267
    -0.15     0.0955     0.00637      -0.00192     0.00292
    -0.05     0.104     0.00636      -0.002     0.003
    0.05     0.106     0.0064      -0.002     0.003
    0.15     0.0772     0.00628      -0.00192     0.00292
    0.29     0.0405     0.00435      -0.00165     0.00267
    0.54     0.00224     0.00361      -0.000925     0.00198
    0.83     -0.00092     0.00409      5.81e-05     0.00104
    1.13     0.00118     0.00511      0.000806     0.000293
    1.42     -0.011     0.00621      0.00117     -8.38e-05
    1.77     0.00641     0.00502      0.00114     -4.76e-05
    2.16     0.0113     0.00387      0.000477     0.000624
    2.45     0.00969     0.00477      -0.000424     0.0015
    2.65     0.000845     0.00439      -0.00109     0.00214
    2.85     0.00648     0.00436      -0.00165     0.00267
    3.04     0.0136     0.00438      -0.00197     0.00297
    3.24     0.0185     0.00441      -0.00197     0.00297
    3.44     0.00894     0.00434      -0.00165     0.00267
    3.63     0.0088     0.0045      -0.00109     0.00214
    3.83     0.0101     0.00487      -0.000424     0.0015
    4.12     0.00337     0.00387      0.000477     0.000623
    4.52     -0.00259     0.00487      0.00114     -4.76e-05
5-10 #otimes 3-4 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.000957     0.00206      -2.64e-06     2.6e-06
    -1.13     0.00264     0.00163      -4.19e-05     4.08e-05
    -0.83     -0.000251     0.00129      -0.000122     0.000117
    -0.54     0.00394     0.00128      -0.000228     0.000214
    -0.29     0.00812     0.00155      -0.000306     0.000284
    -0.15     0.0316     0.00285      -0.000335     0.00031
    -0.05     0.0501     0.00317      -0.000344     0.000318
    0.05     0.0433     0.00304      -0.000344     0.000318
    0.15     0.033     0.0029      -0.000335     0.00031
    0.29     0.0073     0.00157      -0.000306     0.000284
    0.54     0.00442     0.00137      -0.000228     0.000214
    0.83     0.000136     0.00141      -0.000122     0.000117
    1.13     0.00342     0.00187      -4.19e-05     4.08e-05
    1.42     0.000622     0.00218      -2.64e-06     2.6e-06
    1.77     0.000609     0.00162      -6.35e-06     6.26e-06
    2.16     0.000194     0.00123      -7.73e-05     7.44e-05
    2.45     0.00321     0.00169      -0.000174     0.000164
    2.65     0.00534     0.00166      -0.000245     0.00023
    2.85     0.0079     0.00172      -0.000306     0.000284
    3.04     0.0065     0.00163      -0.000341     0.000315
    3.24     0.00671     0.00163      -0.000341     0.000315
    3.44     0.00649     0.00165      -0.000306     0.000284
    3.63     0.00316     0.0016      -0.000245     0.00023
    3.83     0.00468     0.00182      -0.000174     0.000164
    4.12     0.00118     0.00133      -7.73e-05     7.44e-05
    4.52     0.00107     0.00166      -6.35e-06     6.26e-06
5-10 #otimes 4-5 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     0.000571     0.000901      -3.96e-07     3.88e-07
    -1.13     0.000535     0.000676      -6.22e-06     6.02e-06
    -0.83     0.000428     0.000538      -1.79e-05     1.7e-05
    -0.54     0.00189     0.000585      -3.29e-05     3.08e-05
    -0.29     0.00276     0.0007      -4.38e-05     4.07e-05
    -0.15     0.0114     0.00153      -4.78e-05     4.44e-05
    -0.05     0.0189     0.00185      -4.91e-05     4.55e-05
    0.05     0.025     0.00212      -4.91e-05     4.55e-05
    0.15     0.0123     0.00154      -4.78e-05     4.44e-05
    0.29     0.00281     0.000725      -4.38e-05     4.07e-05
    0.54     0.000201     0.000487      -3.29e-05     3.08e-05
    0.83     -0.000462     0.000509      -1.79e-05     1.7e-05
    1.13     0.000283     0.000686      -6.22e-06     6.02e-06
    1.42     0.00149     0.00107      -3.96e-07     3.88e-07
    1.77     -0.000191     0.000604      -9.53e-07     9.32e-07
    2.16     0.00108     0.000575      -1.14e-05     1.09e-05
    2.45     0.000964     0.000693      -2.53e-05     2.38e-05
    2.65     0.00129     0.000689      -3.53e-05     3.3e-05
    2.85     0.0017     0.000715      -4.38e-05     4.07e-05
    3.04     0.00264     0.000725      -4.86e-05     4.51e-05
    3.24     0.00473     0.00089      -4.86e-05     4.51e-05
    3.44     0.00265     0.000762      -4.38e-05     4.07e-05
    3.63     0.000774     0.000646      -3.53e-05     3.3e-05
    3.83     5.44e-05     0.000645      -2.53e-05     2.38e-05
    4.12     0.00126     0.000595      -1.14e-05     1.09e-05
    4.52     -0.000713     0.00055      -9.53e-07     9.32e-07
5-10 #otimes 5-10 GeV/c
Deltaphi  dN/dDeltaphi  stat.   V2_upper(red)  V2_lower (blue)
    -1.42     -0.000868     0.00041      -2.03e-07     1.97e-07
    -1.13     0.000964     0.000631      -3.16e-06     3.04e-06
    -0.83     6.62e-07     0.000391      -8.95e-06     8.48e-06
    -0.54     0.000295     0.000381      -1.63e-05     1.52e-05
    -0.29     0.00185     0.000566      -2.16e-05     2e-05
    -0.15     0.0147     0.00177      -2.35e-05     2.18e-05
    -0.05     0.0269     0.00238      -2.41e-05     2.23e-05
    0.05     0.0271     0.0024      -2.41e-05     2.23e-05
    0.15     0.0109     0.00148      -2.35e-05     2.18e-05
    0.29     0.00234     0.000615      -2.16e-05     2e-05
    0.54     0.000314     0.000399      -1.63e-05     1.52e-05
    0.83     0.000406     0.000464      -8.95e-06     8.48e-06
    1.13     0.000347     0.000547      -3.16e-06     3.04e-06
    1.42     0.000522     0.000709      -2.03e-07     1.97e-07
    1.77     -2.12e-05     0.000474      -4.88e-07     4.74e-07
    2.16     0.000616     0.000436      -5.74e-06     5.48e-06
    2.45     0.000249     0.000501      -1.26e-05     1.18e-05
    2.65     0.00118     0.000589      -1.75e-05     1.63e-05
    2.85     0.00141     0.000584      -2.16e-05     2e-05
    3.04     0.00738     0.00101      -2.39e-05     2.21e-05
    3.24     0.00605     0.000909      -2.39e-05     2.21e-05
    3.44     0.00202     0.000649      -2.16e-05     2e-05
    3.63     0.000928     0.000535      -1.75e-05     1.63e-05
    3.83     -0.000298     0.000437      -1.26e-05     1.18e-05
    4.12     3.99e-05     0.000375      -5.74e-06     5.48e-06
    4.52     0.00155     0.000681      -4.88e-07     4.74e-07
