Au + Au 15 - 20 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1521 x 0.0547=0.008317
#xi=1.007847#pm0.001166

Dphi  CF  CFerr
-1.473  0.994141  0.000313
-1.276  0.994711  0.000306
-1.080  0.998798  0.000290
-0.884  1.005669  0.000261
-0.687  1.015274  0.000231
-0.491  1.026567  0.000213
-0.295  1.036684  0.000206
-0.098  1.042455  0.000204
0.098  1.042645  0.000203
0.295  1.036631  0.000202
0.491  1.026331  0.000209
0.687  1.015320  0.000226
0.884  1.005216  0.000254
1.080  0.998295  0.000280
1.276  0.994730  0.000296
1.473  0.993961  0.000310
1.669  0.996239  0.000324
1.865  1.000978  0.000317
2.062  1.007111  0.000286
2.258  1.014481  0.000258
2.454  1.020563  0.000242
2.651  1.026757  0.000231
2.847  1.030587  0.000220
3.043  1.033829  0.000213
3.240  1.033324  0.000211
3.436  1.031135  0.000217
3.632  1.027346  0.000227
3.829  1.020991  0.000237
4.025  1.013949  0.000251
4.222  1.006772  0.000276
4.418  1.001221  0.000305
4.614  0.996061  0.000317


2-3 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1521 x 0.1043=0.015875
#xi=1.006613#pm0.002167

Dphi  CF  CFerr
-1.473  0.982714  0.000710
-1.276  0.982180  0.000654
-1.080  0.989242  0.000561
-0.884  1.002126  0.000495
-0.687  1.021828  0.000446
-0.491  1.044916  0.000405
-0.295  1.063463  0.000376
-0.098  1.076412  0.000359
0.098  1.076908  0.000359
0.295  1.063272  0.000371
0.491  1.045572  0.000397
0.687  1.022447  0.000428
0.884  1.001911  0.000472
1.080  0.987920  0.000537
1.276  0.982679  0.000635
1.473  0.982747  0.000714
1.669  0.989122  0.000709
1.865  0.997484  0.000639
2.062  1.008068  0.000555
2.258  1.018837  0.000494
2.454  1.030240  0.000446
2.651  1.039773  0.000416
2.847  1.046327  0.000400
3.043  1.050635  0.000393
3.240  1.050425  0.000392
3.436  1.046400  0.000396
3.632  1.039977  0.000412
3.829  1.030299  0.000437
4.025  1.018999  0.000482
4.222  1.008050  0.000539
4.418  0.997581  0.000619
4.614  0.987355  0.000688


2-3 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1521 x 0.1522=0.023151
#xi=1.009187#pm0.003237

Dphi  CF  CFerr
