Au + Au 20 - 30 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1795 x 0.0662=0.011883
2.062  1.021351  0.005337
2.258  1.032042  0.004691
2.454  1.054415  0.004247
2.651  1.085011  0.003958
2.847  1.097241  0.003823
3.043  1.104446  0.003790
3.240  1.108889  0.003798
3.436  1.097440  0.003800
3.632  1.078995  0.003906
3.829  1.060926  0.004195
4.025  1.035355  0.004616
4.222  1.022193  0.005188
4.418  0.988070  0.005848
4.614  0.978977  0.006794


3-4 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1867 x 0.1867=0.034864
#xi=1.022289#pm0.006967

Dphi  CF  CFerr
-1.473  0.969671  0.023841
-1.276  0.940383  0.019675
-1.080  0.986696  0.017093
-0.884  1.023500  0.015142
-0.687  1.060809  0.014220
-0.491  1.126631  0.013277
-0.295  1.302483  0.013039
-0.098  1.464727  0.012714
0.098  1.472956  0.012793
0.295  1.295323  0.012988
0.491  1.130623  0.013323
0.687  1.058358  0.014204
0.884  1.030296  0.015225
1.080  0.981952  0.017070
1.276  0.931262  0.019496
1.473  0.972655  0.023950
1.669  0.978802  0.022660
1.865  0.994088  0.019074
2.062  1.003319  0.017140
2.258  1.042176  0.015403
2.454  1.082011  0.014357
2.651  1.101535  0.013295
2.847  1.115663  0.012897
3.043  1.125328  0.012728
3.240  1.122200  0.012709
3.436  1.113728  0.012880
3.632  1.100099  0.013275
3.829  1.085512  0.014386
4.025  1.034812  0.015327
4.222  0.996249  0.017069
4.418  0.999925  0.019171
4.614  0.975283  0.022560


4-5 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1708 x 0.0662=0.011318
#xi=1.010170#pm0.001594

Dphi  CF  CFerr
-1.473  0.991455  0.002345
-1.276  0.990646  0.002290
-1.080  0.998004  0.002178
-0.884  1.004377  0.001943
-0.687  1.019373  0.001726
-0.491  1.034210  0.001602
-0.295  1.048493  0.001566
-0.098  1.057384  0.001560
0.098  1.056478  0.001548
0.295  1.047960  0.001554
0.491  1.030417  0.001603
0.687  1.018671  0.001758
0.884  1.005060  0.001976
1.080  0.999708  0.002190
1.276  0.991707  0.002310
1.473  0.993650  0.002410
1.669  0.992228  0.002508
1.865  1.002009  0.002430
2.062  1.011815  0.002183
2.258  1.019274  0.001976
2.454  1.028956  0.001862
2.651  1.036167  0.001769
2.847  1.043149  0.001687
3.043  1.047456  0.001632
3.240  1.044567  0.001626
3.436  1.048840  0.001680
3.632  1.041582  0.001744
3.829  1.030972  0.001817
4.025  1.022723  0.001922
4.222  1.010098  0.002132
4.418  1.002820  0.002350
4.614  0.998515  0.002396


4-5 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1708 x 0.1259=0.021510
#xi=1.010622#pm0.001283

Dphi  CF  CFerr
-1.473  0.980966  0.005347
-1.276  0.984472  0.004952
-1.080  0.988998  0.004129
-0.884  0.999363  0.003702
-0.687  1.025508  0.003299
-0.491  1.059509  0.003056
-0.295  1.101056  0.002860
-0.098  1.128606  0.002777
0.098  1.130848  0.002805
0.295  1.097172  0.002861
0.491  1.061276  0.003105
0.687  1.028052  0.003293
0.884  0.998128  0.003718
1.080  0.986614  0.004201
1.276  0.984368  0.005058
1.473  0.982816  0.005607
1.669  0.990518  0.005438
1.865  0.997257  0.004897
2.062  1.010144  0.004172
2.258  1.028180  0.003778
2.454  1.049582  0.003407
2.651  1.060830  0.003217
2.847  1.066240  0.003085
3.043  1.071679  0.003035
3.240  1.076608  0.003033
3.436  1.067641  0.003034
3.632  1.059558  0.003202
3.829  1.047156  0.003352
4.025  1.032461  0.003752
4.222  1.013372  0.004089
4.418  1.003229  0.004769
4.614  0.988222  0.005262


4-5 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1708 x 0.1795=0.030662
#xi=1.021380#pm0.004507

Dphi  CF  CFerr
-1.473  0.971651  0.019121
-1.276  0.955948  0.016132
-1.080  0.975506  0.013815
-0.884  1.001584  0.012236
-0.687  1.045867  0.011256
-0.491  1.097397  0.010397
-0.295  1.214916  0.009970
-0.098  1.341795  0.009929
0.098  1.326570  0.009947
0.295  1.209475  0.010094
0.491  1.120101  0.010611
0.687  1.047472  0.011182
0.884  1.020798  0.012325
1.080  0.980469  0.014067
1.276  0.990932  0.017203
1.473  0.989347  0.019923
1.669  1.002152  0.019054
1.865  1.008617  0.016147
2.062  1.031730  0.014265
2.258  1.017451  0.012367
2.454  1.061741  0.011422
2.651  1.058360  0.010550
2.847  1.109775  0.010420
3.043  1.102782  0.010228
3.240  1.095080  0.010163
3.436  1.090037  0.010209
3.632  1.097668  0.010693
3.829  1.069359  0.011485
4.025  1.022390  0.012450
4.222  1.022045  0.013956
4.418  0.981103  0.015674
4.614  0.956713  0.018295


4-5 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1708 x 0.1867=0.031900
#xi=1.023888#pm0.007316

Dphi  CF  CFerr
-1.473  0.903825  0.061840
-1.276  1.037575  0.054243
-1.080  0.938022  0.043966
-0.884  0.969192  0.038451
-0.687  1.136786  0.038672
-0.491  1.148995  0.035380
-0.295  1.332198  0.034975
-0.098  1.821501  0.038186
0.098  1.881580  0.039203
0.295  1.329391  0.035815
0.491  1.185047  0.037020
0.687  1.085851  0.039418
0.884  0.987554  0.041246
1.080  1.074958  0.050068
1.276  1.053468  0.058307
1.473  0.934077  0.063638
1.669  0.981315  0.061394
1.865  0.983494  0.050668
2.062  1.143933  0.048965
2.258  1.069311  0.041383
2.454  1.071797  0.038341
2.651  1.114794  0.036168
2.847  1.170051  0.035980
3.043  1.155554  0.034944
3.240  1.086607  0.033618
3.436  1.103155  0.034485
3.632  1.092250  0.035903
3.829  1.086859  0.039163
4.025  0.991755  0.040729
4.222  0.958625  0.044931
4.418  1.067029  0.053169
4.614  0.941124  0.060656


4-5 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1708 x 0.1708=0.029180
#xi=0.909616#pm0.006012

Dphi  CF  CFerr
-1.473  0.799009  0.150006
-1.276  1.012758  0.134866
-1.080  0.987635  0.113351
-0.884  1.012862  0.098804
-0.687  1.296054  0.104436
-0.491  1.105108  0.086562
-0.295  1.509224  0.094559
-0.098  2.865220  0.121817
0.098  2.906957  0.123386
0.295  1.470660  0.094508
0.491  1.102213  0.089616
0.687  1.216383  0.104484
0.884  1.064663  0.105410
1.080  0.856595  0.110936
1.276  1.054300  0.145414
1.473  0.843222  0.153156
1.669  0.926042  0.150081
1.865  1.242961  0.144905
2.062  0.920981  0.110447
2.258  0.758726  0.086843
2.454  1.191663  0.101188
2.651  1.203302  0.094396
2.847  1.322834  0.097631
3.043  1.383927  0.096918
3.240  1.382037  0.096198
3.436  1.332364  0.095460
3.632  1.156393  0.092855
3.829  1.273185  0.106838
4.025  0.705938  0.085776
4.222  0.968367  0.114712
4.418  1.088312  0.135003
4.614  0.958812  0.152409


5-10 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1606 x 0.0662=0.010639
#xi=1.010876#pm0.000610

Dphi  CF  CFerr
-1.473  1.000510  0.005986
-1.276  0.996593  0.005834
-1.080  1.001375  0.005541
-0.884  1.008173  0.004947
-0.687  1.009517  0.004384
-0.491  1.032394  0.004098
-0.295  1.048321  0.004023
-0.098  1.052539  0.004010
0.098  1.058550  0.004006
0.295  1.042849  0.004017
0.491  1.032115  0.004169
0.687  1.014079  0.004574
0.884  1.011478  0.005170
1.080  1.002579  0.005721
1.276  0.986136  0.005998
1.473  0.996052  0.006240
1.669  0.982031  0.006385
1.865  1.002270  0.006182
2.062  1.013696  0.005594
2.258  1.014502  0.005067
2.454  1.035642  0.004810
2.651  1.036603  0.004551
2.847  1.047219  0.004364
3.043  1.046225  0.004228
3.240  1.042365  0.004220
3.436  1.043821  0.004354
3.632  1.042665  0.004523
3.829  1.032020  0.004719
4.025  1.024524  0.004992
4.222  1.007661  0.005540
4.418  0.999741  0.006057
4.614  1.004481  0.006122


5-10 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1606 x 0.1259=0.020221
#xi=1.016294#pm0.000740

Dphi  CF  CFerr
-1.473  0.972711  0.013399
-1.276  0.978891  0.012482
-1.080  1.017087  0.010528
-0.884  1.010797  0.009460
-0.687  1.028347  0.008396
-0.491  1.051042  0.007796
-0.295  1.103724  0.007348
-0.098  1.145527  0.007222
0.098  1.150501  0.007328
0.295  1.100943  0.007416
0.491  1.045485  0.008036
0.687  1.016824  0.008552
0.884  1.014320  0.009863
1.080  1.005238  0.011100
1.276  0.979467  0.013130
1.473  1.031687  0.014791
1.669  1.004233  0.013893
1.865  1.038975  0.012699
2.062  0.992531  0.010485
2.258  1.037418  0.009707
2.454  1.049226  0.008722
2.651  1.058479  0.008313
2.847  1.080038  0.008031
3.043  1.056714  0.007811
3.240  1.062438  0.007807
3.436  1.079783  0.007925
3.632  1.039568  0.008265
3.829  1.053436  0.008738
4.025  1.016698  0.009691
4.222  0.997236  0.010470
4.418  1.015331  0.012386
4.614  0.977499  0.013388


5-10 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1606 x 0.1795=0.028824
#xi=1.019543#pm0.006936

Dphi  CF  CFerr
-1.473  1.028488  0.049746
-1.276  0.964009  0.040320
-1.080  1.014479  0.035647
-0.884  0.987681  0.030811
-0.687  1.067223  0.028890
-0.491  1.101714  0.026628
-0.295  1.218171  0.025719
-0.098  1.545553  0.027543
0.098  1.483802  0.027224
0.295  1.265980  0.026814
0.491  1.054654  0.026698
0.687  1.047442  0.029270
0.884  1.013358  0.032270
1.080  1.032727  0.037989
1.276  0.983891  0.044624
1.473  0.834664  0.046552
1.669  0.959982  0.047351
1.865  1.037660  0.041641
2.062  1.093799  0.037188
2.258  1.035258  0.031758
2.454  1.059996  0.029367
2.651  1.054644  0.027167
2.847  1.091254  0.026955
3.043  1.118142  0.026737
3.240  1.135506  0.026846
3.436  1.098490  0.026724
3.632  1.065675  0.027498
3.829  1.046483  0.029739
4.025  1.043806  0.032663
4.222  0.934190  0.034507
4.418  0.978837  0.040244
4.614  0.911675  0.045604


5-10 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1606 x 0.1867=0.029987
#xi=0.979143#pm0.006076

Dphi  CF  CFerr
-1.473  1.174184  0.178548
-1.276  1.043060  0.135701
-1.080  1.035513  0.114621
-0.884  0.962788  0.098518
-0.687  1.009966  0.091639
-0.491  1.232469  0.093300
-0.295  1.361563  0.090979
-0.098  2.822371  0.124364
0.098  2.589225  0.119710
0.295  1.359676  0.093348
0.491  1.338326  0.103571
0.687  1.084541  0.103585
0.884  1.019536  0.108299
1.080  1.119414  0.133853
1.276  0.971154  0.148245
1.473  1.135612  0.182256
1.669  0.912841  0.150281
1.865  1.001886  0.132214
2.062  0.858499  0.105503
2.258  0.893904  0.096414
2.454  1.191661  0.104214
2.651  1.217478  0.097589
2.847  1.290202  0.099332
3.043  1.289474  0.096307
3.240  1.277515  0.094646
3.436  1.174216  0.093022
3.632  1.089460  0.093000
3.829  1.159422  0.108107
4.025  1.050246  0.109548
4.222  1.026044  0.121669
4.418  0.913657  0.126221
4.614  1.039819  0.162770


5-10 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1606 x 0.1708=0.027433
#xi=0.961920#pm0.006291

Dphi  CF  CFerr
-1.473  0.710603  0.358457
-1.276  1.312330  0.391181
-1.080  1.161879  0.327468
-0.884  1.643127  0.316981
-0.687  1.393721  0.278121
-0.491  1.554601  0.264259
-0.295  1.777183  0.265707
-0.098  4.657720  0.410635
0.098  5.685370  0.460718
0.295  1.682547  0.265616
0.491  0.967280  0.213658
0.687  1.024460  0.251695
0.884  0.895470  0.261563
1.080  1.310763  0.356173
1.276  1.419347  0.435847
1.473  1.167277  0.483526
1.669  0.320875  0.228010
1.865  1.264861  0.371098
2.062  1.274036  0.334305
2.258  1.170113  0.281189
2.454  1.604403  0.304175
2.651  1.240898  0.252109
2.847  1.565573  0.282429
3.043  1.595401  0.260719
3.240  2.370425  0.335625
3.436  1.544746  0.266374
3.632  1.378634  0.265430
3.829  0.943053  0.238610
4.025  1.256543  0.293057
4.222  1.925016  0.421149
4.418  0.406551  0.204334
4.614  1.095764  0.453771


5-10 #otimes 5-10 GeV/c
v_{2}^{t}v_{2}^{p}=0.1606 x 0.1598=0.025660
#xi=0.724280#pm0.004653

Dphi  CF  CFerr
-1.473  0.675179  0.484525
-1.276  0.592614  0.344658
-1.080  1.414408  0.508729
-0.884  0.792210  0.302493
-0.687  1.203749  0.352999
-0.491  0.900021  0.262952
-0.295  1.512454  0.322945
-0.098  9.547951  0.836334
0.098  7.826950  0.722319
0.295  1.933048  0.374289
0.491  1.105877  0.311510
0.687  0.647822  0.266738
0.884  1.393344  0.427744
1.080  0.992309  0.411217
1.276  0.679199  0.395430
1.473  0.624675  0.445051
1.669  0.523616  0.373544
1.865  1.378506  0.529779
2.062  1.328580  0.427523
2.258  1.330213  0.428310
2.454  0.620621  0.255529
2.651  1.432146  0.377141
2.847  1.212134  0.329140
3.043  3.675994  0.568251
3.240  3.677896  0.563568
3.436  1.685742  0.385467
3.632  1.116763  0.303591
3.829  0.627108  0.258256
4.025  0.458084  0.230365
4.222  0.899912  0.371463
4.418  2.402917  0.714782
4.614  0.267955  0.269199
