Au + Au 60 - 92 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1769 x 0.0730=0.012922
1.080  1.173804  0.005702
1.276  1.162656  0.005986
1.473  1.155799  0.006220
1.669  1.187265  0.006645
1.865  1.183492  0.006492
2.062  1.209294  0.005877
2.258  1.233377  0.005330
2.454  1.262712  0.005054
2.651  1.296078  0.004873
2.847  1.310531  0.004661
3.043  1.311088  0.004471
3.240  1.311505  0.004437
3.436  1.303483  0.004573
3.632  1.281567  0.004753
3.829  1.266005  0.004951
4.025  1.238846  0.005173
4.222  1.218589  0.005688
4.418  1.197485  0.006257
4.614  1.183455  0.006448


3-4 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1805 x 0.1402=0.025297
#xi=1.250641#pm0.007962

Dphi  CF  CFerr
-1.473  1.205801  0.015782
-1.276  1.215177  0.014754
-1.080  1.208494  0.012441
-0.884  1.230741  0.011152
-0.687  1.318669  0.010201
-0.491  1.423399  0.009570
-0.295  1.651298  0.009423
-0.098  1.805070  0.009380
0.098  1.822872  0.009442
0.295  1.648403  0.009252
0.491  1.443718  0.009426
0.687  1.309982  0.009655
0.884  1.243697  0.010596
1.080  1.207832  0.011838
1.276  1.196631  0.014150
1.473  1.213795  0.015951
1.669  1.241621  0.016096
1.865  1.260332  0.014648
2.062  1.316037  0.012769
2.258  1.333283  0.011452
2.454  1.431013  0.010563
2.651  1.468793  0.009973
2.847  1.504295  0.009646
3.043  1.551093  0.009613
3.240  1.530450  0.009536
3.436  1.512126  0.009541
3.632  1.453367  0.009825
3.829  1.415257  0.010230
4.025  1.358637  0.011268
4.222  1.321145  0.012348
4.418  1.266298  0.014145
4.614  1.230426  0.015488


3-4 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1805 x 0.1769=0.031932
#xi=1.375422#pm0.018312

Dphi  CF  CFerr
-1.473  1.329783  0.059913
-1.276  1.311126  0.051964
-1.080  1.275261  0.043698
-0.884  1.332467  0.038927
-0.687  1.420805  0.036180
-0.491  1.702897  0.035740
-0.295  2.376195  0.038161
-0.098  3.337868  0.042761
0.098  3.273489  0.042404
0.295  2.346411  0.037540
0.491  1.686685  0.034581
0.687  1.511659  0.035392
0.884  1.336189  0.036588
1.080  1.342234  0.042436
1.276  1.219605  0.048884
1.473  1.276698  0.059466
1.669  1.291601  0.058038
1.865  1.379265  0.051416
2.062  1.474831  0.046440
2.258  1.542442  0.041523
2.454  1.653749  0.038500
2.651  1.789827  0.036749
2.847  1.857438  0.035962
3.043  1.972766  0.036754
3.240  2.074318  0.037642
3.436  1.845849  0.035691
3.632  1.804745  0.036584
3.829  1.585914  0.037069
4.025  1.497457  0.040117
4.222  1.389546  0.043639
4.418  1.404704  0.050510
4.614  1.363531  0.058001


3-4 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1805 x 0.1805=0.032573
#xi=1.320147#pm0.018614

Dphi  CF  CFerr
-1.473  1.295047  0.182024
-1.276  1.246605  0.150015
-1.080  1.301715  0.129947
-0.884  1.201128  0.108508
-0.687  1.553216  0.113934
-0.491  1.837804  0.112991
-0.295  3.400012  0.140948
-0.098  6.335503  0.179358
0.098  6.350758  0.181895
0.295  3.357385  0.140456
0.491  1.846591  0.113229
0.687  1.604325  0.116862
0.884  1.213101  0.109324
1.080  1.256685  0.127194
1.276  1.255237  0.151007
1.473  1.271661  0.179354
1.669  1.083769  0.157318
1.865  1.569956  0.159435
2.062  1.516537  0.139647
2.258  1.675535  0.129965
2.454  1.806133  0.122774
2.651  2.151970  0.123060
2.847  2.624830  0.132299
3.043  2.803949  0.133555
3.240  2.845874  0.135058
3.436  2.611191  0.132376
3.632  2.140219  0.123604
3.829  1.846340  0.125389
4.025  1.612101  0.126636
4.222  1.461945  0.136906
4.418  1.528220  0.157221
4.614  1.087377  0.158002


4-5 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.2039 x 0.0730=0.014892
#xi=1.205380#pm0.005280

Dphi  CF  CFerr
-1.473  1.195310  0.015836
-1.276  1.202167  0.015539
-1.080  1.170106  0.014577
-0.884  1.189644  0.013062
-0.687  1.252495  0.011831
-0.491  1.268203  0.010971
-0.295  1.352703  0.011019
-0.098  1.365438  0.010952
0.098  1.375405  0.010912
0.295  1.356316  0.010895
0.491  1.265283  0.010921
0.687  1.242594  0.011918
0.884  1.175458  0.013087
1.080  1.194920  0.014651
1.276  1.203839  0.015533
1.473  1.192707  0.016110
1.669  1.170672  0.016666
1.865  1.196820  0.016281
2.062  1.209845  0.014693
2.258  1.242309  0.013422
2.454  1.274196  0.012762
2.651  1.297017  0.012206
2.847  1.330907  0.011762
3.043  1.347286  0.011408
3.240  1.345072  0.011380
3.436  1.329132  0.011668
3.632  1.313820  0.012095
3.829  1.288930  0.012539
4.025  1.276575  0.013220
4.222  1.219294  0.014398
4.418  1.181255  0.015633
4.614  1.141724  0.015670


4-5 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.2039 x 0.1402=0.028576
#xi=1.283421#pm0.007928

Dphi  CF  CFerr
-1.473  1.272640  0.040257
-1.276  1.178723  0.035992
-1.080  1.235747  0.030817
-0.884  1.276681  0.027923
-0.687  1.315825  0.024907
-0.491  1.478993  0.024080
-0.295  1.714820  0.023796
-0.098  2.011753  0.024742
0.098  1.978823  0.024725
0.295  1.749210  0.023995
0.491  1.441700  0.023930
0.687  1.346016  0.024854
0.884  1.255131  0.027404
1.080  1.249748  0.031073
1.276  1.192851  0.036430
1.473  1.271821  0.041845
1.669  1.267551  0.040561
1.865  1.311429  0.037316
2.062  1.329530  0.031670
2.258  1.401843  0.029315
2.454  1.446022  0.026581
2.651  1.532901  0.025681
2.847  1.554826  0.024740
3.043  1.618749  0.024804
3.240  1.621811  0.024731
3.436  1.606813  0.024720
3.632  1.510317  0.025373
3.829  1.439302  0.026009
4.025  1.384008  0.028670
4.222  1.331473  0.031108
4.418  1.316866  0.036225
4.614  1.209835  0.038314


4-5 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.2039 x 0.1769=0.036076
#xi=1.409709#pm0.025256

Dphi  CF  CFerr
-1.473  1.517893  0.161150
-1.276  1.286009  0.126403
-1.080  1.408000  0.112146
-0.884  1.407709  0.099024
-0.687  1.408257  0.088493
-0.491  1.673652  0.086338
-0.295  2.830155  0.103662
-0.098  4.503192  0.124792
0.098  4.486726  0.124892
0.295  2.705563  0.102586
0.491  1.670410  0.086782
0.687  1.518044  0.090186
0.884  1.405955  0.096459
1.080  1.395780  0.112810
1.276  1.233150  0.126750
1.473  1.170050  0.143813
1.669  1.473785  0.154242
1.865  1.374272  0.128484
2.062  1.604666  0.120198
2.258  1.641117  0.106432
2.454  1.794659  0.100595
2.651  1.993649  0.098514
2.847  2.126825  0.097512
3.043  2.399316  0.102402
3.240  2.392580  0.101805
3.436  2.224810  0.099039
3.632  1.859918  0.093221
3.829  1.758540  0.098954
4.025  1.627520  0.106291
4.222  1.362987  0.108479
4.418  1.173989  0.115284
4.614  1.272729  0.141037


4-5 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.2039 x 0.1805=0.036799
#xi=1.243466#pm0.023400

Dphi  CF  CFerr
-1.473  1.444454  0.485176
-1.276  1.653095  0.416536
-1.080  0.895786  0.271418
-0.884  1.473339  0.296840
-0.687  2.249795  0.342781
-0.491  1.753290  0.272657
-0.295  4.468856  0.397175
-0.098  12.430427  0.655566
0.098  11.534392  0.616940
0.295  4.560408  0.406729
0.491  2.274409  0.321530
0.687  1.598902  0.289372
0.884  1.149209  0.272529
1.080  1.819431  0.400350
1.276  0.820257  0.311350
1.473  0.754868  0.340871
1.669  0.694211  0.311483
1.865  1.322873  0.369047
2.062  1.792210  0.377082
2.258  1.144954  0.264026
2.454  2.443438  0.358381
2.651  2.697957  0.355620
2.847  2.836673  0.353844
3.043  4.050673  0.408683
3.240  4.393286  0.422940
3.436  3.518857  0.384569
3.632  2.944538  0.359744
3.829  2.386170  0.364615
4.025  1.880838  0.352247
4.222  1.326113  0.323774
4.418  2.040239  0.472174
4.614  0.692152  0.310797


4-5 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.2039 x 0.2038=0.041563
#xi=1.421867#pm0.002759

Dphi  CF  CFerr
-1.473  1.012234  1.015930
-1.276  1.605012  0.935139
-1.080  1.756370  0.892496
-0.884  1.417789  0.642085
-0.687  1.871051  0.769238
-0.491  1.963803  0.665309
-0.295  6.754305  1.211914
-0.098  23.779440  2.126750
0.098  23.787088  2.167741
0.295  6.169051  1.171783
0.491  1.493553  0.614101
0.687  1.470132  0.662581
0.884  0.746829  0.529497
1.080  1.999906  1.010389
1.276  1.247630  0.886367
1.473  0.936757  0.939628
1.669  0.765970  0.773899
1.865  1.855683  0.949191
2.062  2.586197  1.068654
2.258  3.094437  1.044216
2.454  1.710048  0.703340
2.651  5.535226  1.218873
2.847  4.831823  1.100665
3.043  7.116129  1.292561
3.240  7.022872  1.337591
3.436  4.223577  0.993741
3.632  4.990501  1.135665
3.829  2.174857  0.828729
4.025  2.001907  0.829956
4.222  2.594327  1.070789
4.418  1.795053  1.042885
4.614  1.596330  1.135137


5-10 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1862 x 0.0730=0.013597
#xi=1.188283#pm0.006351

Dphi  CF  CFerr
-1.473  1.156062  0.038757
-1.276  1.136006  0.037538
-1.080  1.134145  0.035738
-0.884  1.226476  0.033157
-0.687  1.224781  0.029205
-0.491  1.316681  0.028059
-0.295  1.395308  0.028139
-0.098  1.378946  0.027728
0.098  1.431425  0.028161
0.295  1.355481  0.027747
0.491  1.269378  0.027744
0.687  1.202936  0.029965
0.884  1.215126  0.034021
1.080  1.166007  0.036989
1.276  1.170633  0.039109
1.473  1.192115  0.040661
1.669  1.219584  0.042519
1.865  1.184957  0.040470
2.062  1.285130  0.038040
2.258  1.319263  0.034799
2.454  1.231550  0.031592
2.651  1.284092  0.030630
2.847  1.407539  0.030600
3.043  1.341522  0.028912
3.240  1.380051  0.029366
3.436  1.362924  0.030091
3.632  1.368080  0.031417
3.829  1.254240  0.031496
4.025  1.293370  0.033865
4.222  1.241487  0.037101
4.418  1.238452  0.040645
4.614  1.235357  0.041062


5-10 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1862 x 0.1401=0.026095
#xi=1.258354#pm0.007671

Dphi  CF  CFerr
-1.473  1.202661  0.097038
-1.276  1.118151  0.087109
-1.080  1.138755  0.073056
-0.884  1.239559  0.068467
-0.687  1.294642  0.061641
-0.491  1.577066  0.062376
-0.295  1.976761  0.064257
-0.098  2.280862  0.066536
0.098  2.360495  0.068703
0.295  1.989010  0.064965
0.491  1.463200  0.061452
0.687  1.443927  0.065922
0.884  1.227981  0.069705
1.080  1.204959  0.078198
1.276  1.228290  0.094269
1.473  1.307510  0.107398
1.669  1.229493  0.098620
1.865  1.249944  0.089830
2.062  1.453456  0.082968
2.258  1.426830  0.073606
2.454  1.529307  0.068862
2.651  1.667171  0.067905
2.847  1.738819  0.066431
3.043  1.890380  0.067870
3.240  1.844126  0.067436
3.436  1.793273  0.066430
3.632  1.526392  0.065120
3.829  1.398716  0.065456
4.025  1.427141  0.074818
4.222  1.385983  0.080499
4.418  1.266361  0.089441
4.614  1.378914  0.103788


5-10 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1862 x 0.1769=0.032948
#xi=1.230829#pm0.026844

Dphi  CF  CFerr
-1.473  1.325878  0.370153
-1.276  1.128952  0.284170
-1.080  1.282671  0.270637
-0.884  1.375758  0.242929
-0.687  1.691883  0.243660
-0.491  1.679812  0.216903
-0.295  3.706974  0.297110
-0.098  7.188491  0.400496
0.098  6.658071  0.386561
0.295  3.409569  0.301676
0.491  1.679761  0.222616
0.687  1.528050  0.235156
0.884  1.059804  0.217455
1.080  1.439059  0.295936
1.276  1.369844  0.344973
1.473  0.870873  0.309859
1.669  1.322944  0.369212
1.865  1.099210  0.276526
2.062  1.312820  0.264573
2.258  1.258406  0.231122
2.454  1.968518  0.263396
2.651  2.803891  0.294383
2.847  2.436026  0.266544
3.043  2.853702  0.281189
3.240  3.012588  0.291032
3.436  3.504822  0.317814
3.632  2.638493  0.283357
3.829  2.226833  0.287977
4.025  1.976517  0.290912
4.222  1.810061  0.322149
4.418  1.207079  0.294653
4.614  1.557108  0.395779


5-10 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1862 x 0.1806=0.033634
#xi=1.427917#pm0.003467

Dphi  CF  CFerr
-1.473  4.791588  2.430032
-1.276  1.380344  0.981060
-1.080  2.892809  1.195850
-0.884  2.111162  0.872544
-0.687  2.638942  0.949398
-0.491  1.851110  0.704747
-0.295  5.864499  1.202238
-0.098  21.694628  2.266400
0.098  18.279245  2.014077
0.295  5.770143  1.185174
0.491  1.315977  0.592864
0.687  1.512569  0.762130
0.884  0.857620  0.609836
1.080  2.587418  1.305006
1.276  1.671294  1.192499
1.473  0.000000  0.000000
1.669  0.000000  0.000000
1.865  2.989784  1.362019
2.062  2.079030  1.047335
2.258  1.577998  0.795009
2.454  3.347187  1.040819
2.651  5.161473  1.219846
2.847  5.095442  1.230231
3.043  11.246660  1.804085
3.240  6.892442  1.336110
3.436  6.341848  1.281622
3.632  6.757574  1.447590
3.829  1.817481  0.818083
4.025  1.628364  0.820236
4.222  0.519499  0.520915
4.418  1.328915  0.946286
4.614  0.000000  0.000000


5-10 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1862 x 0.2038=0.037947
#xi=2.134616#pm0.037206

Dphi  CF  CFerr
-1.473  0.000000  0.000000
-1.276  3.777011  3.819747
-1.080  0.000000  0.000000
-0.884  0.000000  0.000000
-0.687  1.345096  1.371940
-0.491  4.919395  2.888475
-0.295  14.165277  4.338939
-0.098  44.993431  7.802357
0.098  67.172638  10.014907
0.295  4.172355  2.450831
0.491  1.074869  1.144441
0.687  2.056710  2.074612
0.884  0.000000  0.000000
1.080  0.000000  0.000000
1.276  0.000000  0.000000
1.473  0.000000  0.000000
1.669  6.270707  6.372015
1.865  3.891516  3.937766
2.062  0.000000  0.000000
2.258  0.000000  0.000000
2.454  5.018541  2.948436
2.651  6.729776  3.439110
2.847  7.917838  4.044075
3.043  24.043745  6.641346
3.240  28.029724  7.108503
3.436  17.149355  5.472223
3.632  1.467437  1.476862
3.829  3.803018  2.420297
4.025  0.000000  0.000000
4.222  0.000000  0.000000
4.418  0.000000  0.000000
4.614  6.008080  6.123855


5-10 #otimes 5-10 GeV/c
v_{2}^{t}v_{2}^{p}=0.1862 x 0.1838=0.034224
#xi=4.115631#pm0.082401

Dphi  CF  CFerr
-1.473  10.172994  10.699530
-1.276  0.000000  0.000000
-1.080  0.000000  0.000000
-0.884  6.630949  4.957492
-0.687  4.543538  3.313829
-0.491  0.000000  0.000000
-0.295  18.670849  7.381263
-0.098  114.490150  20.143032
0.098  83.158989  14.599895
0.295  10.214427  5.252409
0.491  2.076320  2.098417
0.687  0.000000  0.000000
0.884  7.501518  5.456882
1.080  0.000000  0.000000
1.276  0.000000  0.000000
1.473  0.000000  0.000000
1.669  0.000000  0.000000
1.865  0.000000  0.000000
2.062  0.000000  0.000000
2.258  0.000000  0.000000
2.454  7.672012  4.792789
2.651  6.125358  4.514900
2.847  22.868549  9.860705
3.043  25.833788  8.414312
3.240  28.304050  8.674538
3.436  14.512969  6.776617
3.632  4.919444  3.562881
3.829  6.712016  4.883381
4.025  0.000000  0.000000
4.222  0.000000  0.000000
4.418  0.000000  0.000000
4.614  7.239075  7.531868
