Au + Au 70 - 92 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1717 x 0.0730=0.012539
-1.080  1.642598  0.269277
-0.884  1.842319  0.258750
-0.687  1.855658  0.231261
-0.491  2.458448  0.237160
-0.295  4.551184  0.296239
-0.098  8.722099  0.405400
0.098  7.922902  0.379824
0.295  4.682377  0.313180
0.491  2.206876  0.220745
0.687  2.265304  0.253418
0.884  2.113583  0.265312
1.080  1.698841  0.273997
1.276  1.884917  0.353048
1.473  1.692590  0.391505
1.669  1.402835  0.326734
1.865  1.816710  0.329992
2.062  2.169634  0.316228
2.258  2.352060  0.288491
2.454  2.293557  0.253651
2.651  3.305796  0.285527
2.847  3.422038  0.280270
3.043  4.279928  0.313103
3.240  4.088395  0.303378
3.436  3.481536  0.280913
3.632  3.252530  0.278963
3.829  2.560184  0.267357
4.025  2.483305  0.298265
4.222  1.745160  0.278169
4.418  1.628355  0.306060
4.614  1.912189  0.385541


4-5 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1661 x 0.1731=0.028757
#xi=1.591830#pm0.022586

Dphi  CF  CFerr
-1.473  2.101195  1.228199
-1.276  2.184526  1.100944
-1.080  1.206771  0.704211
-0.884  1.621459  0.669386
-0.687  2.259390  0.761572
-0.491  2.703312  0.759626
-0.295  10.090030  1.386687
-0.098  23.704645  2.082444
0.098  24.078951  2.109688
0.295  7.405742  1.197760
0.491  4.574169  1.017095
0.687  2.391970  0.763358
0.884  1.173105  0.592827
1.080  3.674773  1.322462
1.276  0.000000  0.000000
1.473  0.758089  0.760251
1.669  0.719196  0.722100
1.865  2.162847  1.089806
2.062  2.526601  0.965412
2.258  1.749799  0.720045
2.454  5.587110  1.176888
2.651  5.029075  1.093409
2.847  5.403719  1.104569
3.043  7.825102  1.276452
3.240  8.999087  1.357762
3.436  6.097783  1.191784
3.632  4.197165  0.961178
3.829  3.716016  1.006805
4.025  4.040166  1.144841
4.222  1.394062  0.702168
4.418  3.871354  1.490302
4.614  1.246923  0.892463


4-5 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1661 x 0.1663=0.027626
#xi=2.527090#pm0.005298

Dphi  CF  CFerr
-1.473  0.000000  0.000000
-1.276  2.450089  2.471003
-1.080  4.942219  3.549013
-0.884  3.284607  2.349184
-0.687  0.000000  0.000000
-0.491  2.205284  1.575965
-0.295  10.764669  3.317970
-0.098  52.673653  7.383948
0.098  51.289078  7.618431
0.295  11.732944  3.383129
0.491  0.000000  0.000000
0.687  0.000000  0.000000
0.884  1.710448  1.719295
1.080  4.893254  3.507357
1.276  3.869376  3.916850
1.473  0.000000  0.000000
1.669  0.000000  0.000000
1.865  2.754945  2.797213
2.062  4.165518  3.029339
2.258  4.890770  2.880943
2.454  1.363462  1.372593
2.651  14.271640  4.423302
2.847  8.626793  3.153161
3.043  8.971803  3.104465
3.240  11.981240  4.010030
3.436  6.337520  2.504045
3.632  13.188054  4.139393
3.829  1.568087  1.576007
4.025  3.950975  2.850728
4.222  4.365024  3.126245
4.418  3.084708  3.112170
4.614  0.000000  0.000000


5-10 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1400 x 0.0730=0.010220
#xi=1.438094#pm0.007044

Dphi  CF  CFerr
-1.473  1.420465  0.092377
-1.276  1.417564  0.090255
-1.080  1.488801  0.088412
-0.884  1.588380  0.081875
-0.687  1.484001  0.069704
-0.491  1.615927  0.067236
-0.295  1.816157  0.069491
-0.098  1.781301  0.068251
0.098  1.856889  0.069630
0.295  1.726493  0.067944
0.491  1.505458  0.065475
0.687  1.518638  0.072578
0.884  1.340628  0.077180
1.080  1.305587  0.084218
1.276  1.467919  0.094765
1.473  1.412821  0.095147
1.669  1.414908  0.098445
1.865  1.382417  0.093456
2.062  1.600881  0.090621
2.258  1.547596  0.081001
2.454  1.569059  0.077187
2.651  1.691257  0.076188
2.847  1.726314  0.073426
3.043  1.755087  0.071704
3.240  1.829304  0.073626
3.436  1.633575  0.071709
3.632  1.770138  0.077860
3.829  1.545679  0.076033
4.025  1.506328  0.079129
4.222  1.588953  0.090986
4.418  1.415308  0.093365
4.614  1.449615  0.095849


5-10 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1400 x 0.1393=0.019503
#xi=1.568470#pm0.014955

Dphi  CF  CFerr
-1.473  1.398216  0.231424
-1.276  1.466197  0.220302
-1.080  1.426467  0.180996
-0.884  1.650307  0.178022
-0.687  1.714550  0.158126
-0.491  2.111193  0.161357
-0.295  2.849437  0.171794
-0.098  3.576900  0.187398
0.098  3.600338  0.189812
0.295  3.063970  0.182887
0.491  2.232284  0.169914
0.687  1.756472  0.161173
0.884  1.474718  0.168696
1.080  1.723170  0.208385
1.276  1.221631  0.206289
1.473  1.620320  0.261903
1.669  1.550668  0.241765
1.865  1.590914  0.224571
2.062  2.139834  0.223779
2.258  2.076724  0.196870
2.454  2.079137  0.178698
2.651  2.610154  0.189975
2.847  2.698415  0.186341
3.043  2.948619  0.191262
3.240  2.710786  0.181722
3.436  2.608181  0.179474
3.632  2.122427  0.172476
3.829  2.004090  0.177291
4.025  1.680805  0.182704
4.222  1.909558  0.211510
4.418  1.766480  0.233968
4.614  2.062958  0.279059


5-10 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1400 x 0.1718=0.024057
#xi=1.432832#pm0.028006

Dphi  CF  CFerr
-1.473  2.729605  1.233493
-1.276  0.990630  0.575169
-1.080  2.623464  0.883687
-0.884  1.416981  0.539584
-0.687  2.683860  0.680476
-0.491  1.979017  0.533389
-0.295  7.527658  0.970829
-0.098  12.879441  1.209105
0.098  10.949140  1.121917
0.295  6.300022  0.925066
0.491  2.234999  0.566573
0.687  2.880960  0.722143
0.884  1.812799  0.645299
1.080  2.520340  0.901602
1.276  3.913037  1.331880
1.473  0.625242  0.626642
1.669  2.017813  1.016324
1.865  2.132674  0.881400
2.062  2.536574  0.853808
2.258  1.184256  0.486185
2.454  2.546284  0.667066
2.651  5.051861  0.885539
2.847  4.083638  0.783653
3.043  6.455188  0.988910
3.240  5.759759  0.914925
3.436  6.816909  1.021160
3.632  3.409332  0.730038
3.829  4.447606  0.945717
4.025  3.385253  0.835640
4.222  0.853063  0.494223
4.418  0.680906  0.483028
4.614  1.540918  0.895082


5-10 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1400 x 0.1731=0.024234
#xi=2.530659#pm0.007069

Dphi  CF  CFerr
-1.473  0.000000  0.000000
-1.276  0.000000  0.000000
-1.080  8.727530  4.505700
-0.884  1.958800  1.971924
-0.687  7.036438  3.654227
-0.491  2.404508  1.717221
-0.295  7.727938  2.993655
-0.098  49.045902  8.147192
0.098  32.795364  6.937448
0.295  12.708270  3.914663
0.491  2.629383  1.910979
0.687  4.336817  3.117584
0.884  0.000000  0.000000
1.080  3.432616  3.466949
1.276  4.548956  4.601872
1.473  0.000000  0.000000
1.669  0.000000  0.000000
1.865  2.293777  2.370306
2.062  0.000000  0.000000
2.258  1.642617  1.652294
2.454  2.709113  2.034968
2.651  16.279072  5.160352
2.847  10.434224  3.935264
3.043  24.633247  6.574049
3.240  12.835219  4.058229
3.436  17.965628  5.108659
3.632  4.656481  2.725574
3.829  1.823569  1.835253
4.025  0.000000  0.000000
4.222  0.000000  0.000000
4.418  0.000000  0.000000
4.614  0.000000  0.000000


5-10 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1400 x 0.1662=0.023270
#xi=3.810324#pm0.051468

Dphi  CF  CFerr
-1.473  0.000000  0.000000
-1.276  0.000000  0.000000
-1.080  0.000000  0.000000
-0.884  0.000000  0.000000
-0.687  0.000000  0.000000
-0.491  8.300282  8.496952
-0.295  41.890701  17.682760
-0.098  116.831818  33.715687
0.098  155.122269  39.924294
0.295  5.957739  6.073681
0.491  2.176404  2.695468
0.687  0.000000  0.000000
0.884  0.000000  0.000000
1.080  0.000000  0.000000
1.276  0.000000  0.000000
1.473  0.000000  0.000000
1.669  0.000000  0.000000
1.865  0.000000  0.000000
2.062  0.000000  0.000000
2.258  0.000000  0.000000
2.454  16.052256  11.896995
2.651  14.686249  10.900848
2.847  37.305698  28.940863
3.043  70.233002  29.370491
3.240  55.008347  20.943789
3.436  53.219879  24.010763
3.632  3.793947  3.884741
3.829  14.527869  10.815904
4.025  0.000000  0.000000
4.222  0.000000  0.000000
4.418  0.000000  0.000000
4.614  0.000000  0.000000


5-10 #otimes 5-10 GeV/c
v_{2}^{t}v_{2}^{p}=0.1400 x 0.1364=0.019091
#xi=9.936233#pm0.039179

Dphi  CF  CFerr
-1.473  0.000000  0.000000
-1.276  0.000000  0.000000
-1.080  0.000000  0.000000
-0.884  23.282801  24.737810
-0.687  0.000000  0.000000
-0.491  0.000000  0.000000
-0.295  24.370810  17.705133
-0.098  168.240341  57.085976
0.098  165.454727  57.172501
0.295  41.991016  27.018017
0.491  0.000000  0.000000
0.687  0.000000  0.000000
0.884  40.000000  43.817806
1.080  0.000000  0.000000
1.276  0.000000  0.000000
1.473  0.000000  0.000000
1.669  0.000000  0.000000
1.865  0.000000  0.000000
2.062  0.000000  0.000000
2.258  0.000000  0.000000
2.454  33.333332  25.458754
2.651  32.268456  25.615238
2.847  50.000000  32.274860
3.043  38.882153  23.782562
3.240  46.822575  23.529707
3.436  0.000000  0.000000
3.632  10.152059  10.650958
3.829  13.719559  14.210220
4.025  0.000000  0.000000
4.222  0.000000  0.000000
4.418  0.000000  0.000000
4.614  13.721931  15.248187
