Au + Au 0 - 10 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.0807 x 0.0286=0.002309
#xi=1.003219#pm0.000352

Dphi  CF  CFerr
-1.473  1.000721  0.000156
-1.276  0.999869  0.000152
-1.080  1.000590  0.000144
-0.884  1.002455  0.000129
-0.687  1.005442  0.000114
-0.491  1.009197  0.000105
-0.295  1.013106  0.000101
-0.098  1.016832  0.000100
0.098  1.016853  0.000099
0.295  1.013378  0.000099
0.491  1.009546  0.000103
0.687  1.005411  0.000112
0.884  1.002240  0.000126
1.080  1.000275  0.000139
1.276  1.000170  0.000148
1.473  1.000939  0.000154
1.669  1.002466  0.000161
1.865  1.004005  0.000157
2.062  1.005972  0.000142
2.258  1.007790  0.000128
2.454  1.009338  0.000120
2.651  1.010314  0.000114
2.847  1.011057  0.000108
3.043  1.011595  0.000104
3.240  1.011483  0.000104
3.436  1.011150  0.000107
3.632  1.010582  0.000112
3.829  1.009239  0.000117
4.025  1.007732  0.000124
4.222  1.005954  0.000137
4.418  1.004346  0.000152
4.614  1.002436  0.000158


2-3 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.0807 x 0.0544=0.004391
#xi=1.001486#pm0.000580

Dphi  CF  CFerr
-1.473  0.998188  0.000362
-1.276  0.996795  0.000333
-1.080  0.996541  0.000284
-0.884  0.999942  0.000249
-0.687  1.008021  0.000223
-0.491  1.018153  0.000201
-0.295  1.023650  0.000186
-0.098  1.030978  0.000177
0.098  1.030855  0.000177
0.295  1.024157  0.000183
0.491  1.018098  0.000197
0.687  1.007429  0.000215
0.884  1.000158  0.000239
1.080  0.996458  0.000273
1.276  0.996611  0.000324
1.473  0.998996  0.000364
1.669  1.002337  0.000360
1.865  1.005947  0.000323
2.062  1.008497  0.000280
2.258  1.010439  0.000248
2.454  1.012484  0.000223
2.651  1.013924  0.000207
2.847  1.015327  0.000199
3.043  1.015345  0.000195
3.240  1.015281  0.000194
3.436  1.014745  0.000196
3.632  1.013600  0.000205
3.829  1.011988  0.000219
4.025  1.010663  0.000242
4.222  1.008644  0.000272
4.418  1.005941  0.000314
4.614  1.002174  0.000350


2-3 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.0807 x 0.0807=0.006511
#xi=1.001275#pm0.000868

Dphi  CF  CFerr
-1.473  0.999298  0.001305
-1.276  0.994740  0.001146
-1.080  0.993894  0.000969
-0.884  0.999207  0.000848
-0.687  1.012363  0.000765
-0.491  1.031668  0.000695
-0.295  1.053154  0.000636
-0.098  1.064188  0.000603
0.098  1.064663  0.000602
0.295  1.053196  0.000632
0.491  1.031880  0.000679
0.687  1.012676  0.000733
0.884  0.999438  0.000804
1.080  0.994719  0.000926
1.276  0.994759  0.001124
1.473  0.999703  0.001315
1.669  1.003869  0.001267
1.865  1.010931  0.001101
2.062  1.011955  0.000960
2.258  1.014530  0.000844
2.454  1.016720  0.000756
2.651  1.017835  0.000698
2.847  1.018004  0.000670
3.043  1.018772  0.000662
3.240  1.018630  0.000662
3.436  1.018061  0.000668
3.632  1.017633  0.000693
3.829  1.017299  0.000749
4.025  1.013936  0.000832
4.222  1.012274  0.000942
4.418  1.010644  0.001079
4.614  1.004366  0.001246


3-4 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.0871 x 0.0286=0.002491
#xi=1.002101#pm0.000137

Dphi  CF  CFerr
-1.473  1.000409  0.000511
-1.276  0.999959  0.000499
-1.080  0.999111  0.000474
-0.884  1.001561  0.000424
-0.687  1.003713  0.000373
-0.491  1.008121  0.000343
-0.295  1.013410  0.000332
-0.098  1.018038  0.000329
0.098  1.017889  0.000326
0.295  1.013077  0.000326
0.491  1.008705  0.000337
0.687  1.003852  0.000368
0.884  1.000665  0.000415
1.080  0.999577  0.000460
1.276  1.000036  0.000487
1.473  1.001131  0.000508
1.669  1.002240  0.000534
1.865  1.004180  0.000522
2.062  1.006530  0.000469
2.258  1.008208  0.000421
2.454  1.009612  0.000395
2.651  1.011583  0.000375
2.847  1.010929  0.000356
3.043  1.012439  0.000343
3.240  1.012696  0.000341
3.436  1.011830  0.000351
3.632  1.010929  0.000367
3.829  1.009965  0.000385
4.025  1.008727  0.000407
4.222  1.005930  0.000450
4.418  1.004472  0.000499
4.614  1.002375  0.000518


3-4 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.0871 x 0.0544=0.004740
#xi=1.000951#pm0.000412

Dphi  CF  CFerr
-1.473  1.001076  0.001191
-1.276  0.997207  0.001102
-1.080  0.995143  0.000926
-0.884  0.999897  0.000823
-0.687  1.006923  0.000728
-0.491  1.020026  0.000664
-0.295  1.028677  0.000609
-0.098  1.039221  0.000583
0.098  1.039751  0.000584
0.295  1.028718  0.000601
0.491  1.018956  0.000654
0.687  1.006543  0.000701
0.884  0.998771  0.000790
1.080  0.994315  0.000893
1.276  0.995991  0.001076
1.473  1.001445  0.001207
1.669  1.000691  0.001194
1.865  1.008832  0.001079
2.062  1.009341  0.000920
2.258  1.011239  0.000821
2.454  1.012811  0.000733
2.651  1.014715  0.000684
2.847  1.015836  0.000653
3.043  1.015329  0.000641
3.240  1.016512  0.000639
3.436  1.015995  0.000643
3.632  1.014763  0.000676
3.829  1.014363  0.000714
4.025  1.011183  0.000799
4.222  1.010660  0.000887
4.418  1.006162  0.001036
4.614  1.003264  0.001152


3-4 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.0871 x 0.0807=0.007026
#xi=1.001254#pm0.000869

Dphi  CF  CFerr
-1.473  0.996889  0.004313
-1.276  0.994093  0.003747
-1.080  0.993692  0.003182
-0.884  0.995755  0.002777
-0.687  1.014443  0.002516
-0.491  1.036764  0.002291
-0.295  1.073361  0.002109
-0.098  1.102091  0.002010
0.098  1.095413  0.002003
0.295  1.073984  0.002097
0.491  1.040484  0.002247
0.687  1.012897  0.002408
0.884  0.999967  0.002645
1.080  0.993751  0.003049
1.276  0.992453  0.003692
1.473  0.999985  0.004379
1.669  1.009396  0.004254
1.865  1.009777  0.003631
2.062  1.014960  0.003182
2.258  1.013733  0.002780
2.454  1.019099  0.002499
2.651  1.016957  0.002295
2.847  1.020105  0.002207
3.043  1.016343  0.002174
3.240  1.017690  0.002173
3.436  1.015658  0.002186
3.632  1.015762  0.002268
3.829  1.015250  0.002458
4.025  1.017027  0.002735
4.222  1.010234  0.003080
4.418  1.007962  0.003534
4.614  1.003930  0.004127


3-4 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.0871 x 0.0871=0.007580
#xi=0.997976#pm0.000780

Dphi  CF  CFerr
-1.473  1.016927  0.015564
-1.276  0.991308  0.012830
-1.080  0.984309  0.010896
-0.884  0.989221  0.009455
-0.687  1.022508  0.008821
-0.491  1.068370  0.008189
-0.295  1.125020  0.007663
-0.098  1.206313  0.007329
0.098  1.205986  0.007328
0.295  1.122181  0.007633
0.491  1.066644  0.008180
0.687  1.016959  0.008779
0.884  0.990702  0.009462
1.080  0.983209  0.010892
1.276  0.995684  0.012881
1.473  1.009006  0.015437
1.669  1.019637  0.014763
1.865  1.019596  0.012304
2.062  1.021435  0.010974
2.258  1.009669  0.009607
2.454  1.023396  0.008854
2.651  1.020184  0.008115
2.847  1.011360  0.007781
3.043  1.018577  0.007672
3.240  1.020743  0.007683
3.436  1.018899  0.007826
3.632  1.020909  0.008112
3.829  1.019190  0.008820
4.025  1.011286  0.009614
4.222  1.023664  0.010999
4.418  1.022794  0.012324
4.614  1.016465  0.014677


4-5 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.0764 x 0.0286=0.002185
