Au + Au 40 - 50 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.2106 x 0.0836=0.017619
0.884  1.020854  0.001635
1.080  1.005876  0.001803
1.276  1.000616  0.001900
1.473  0.996925  0.001979
1.669  1.007564  0.002093
1.865  1.013576  0.002054
2.062  1.028791  0.001854
2.258  1.042718  0.001675
2.454  1.059296  0.001580
2.651  1.074171  0.001513
2.847  1.086421  0.001447
3.043  1.088967  0.001391
3.240  1.090264  0.001381
3.436  1.084534  0.001421
3.632  1.074355  0.001482
3.829  1.060806  0.001543
4.025  1.045973  0.001621
4.222  1.027938  0.001781
4.418  1.012505  0.001962
4.614  0.999276  0.002024


3-4 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.2112 x 0.1562=0.032984
#xi=1.043184#pm0.004914

Dphi  CF  CFerr
-1.473  0.992750  0.004631
-1.276  0.995988  0.004312
-1.080  0.999128  0.003652
-0.884  1.036074  0.003301
-0.687  1.071734  0.002962
-0.491  1.127951  0.002746
-0.295  1.188917  0.002576
-0.098  1.234368  0.002497
0.098  1.234199  0.002500
0.295  1.182464  0.002527
0.491  1.124019  0.002686
0.687  1.072837  0.002824
0.884  1.023272  0.003107
1.080  0.998714  0.003479
1.276  0.993733  0.004170
1.473  0.985906  0.004658
1.669  0.995936  0.004654
1.865  1.013458  0.004244
2.062  1.039720  0.003664
2.258  1.065810  0.003307
2.454  1.101536  0.002994
2.651  1.121208  0.002815
2.847  1.138479  0.002708
3.043  1.150786  0.002673
3.240  1.149993  0.002667
3.436  1.142397  0.002676
3.632  1.123251  0.002787
3.829  1.095904  0.002904
4.025  1.068810  0.003218
4.222  1.040927  0.003527
4.418  1.015914  0.004077
4.614  0.994209  0.004487


3-4 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.2112 x 0.2106=0.044494
#xi=1.065694#pm0.008602

Dphi  CF  CFerr
-1.473  0.989018  0.016473
-1.276  0.998271  0.014387
-1.080  1.004838  0.012308
-0.884  1.018070  0.010831
-0.687  1.119654  0.010222
-0.491  1.198086  0.009501
-0.295  1.355427  0.009129
-0.098  1.542225  0.009162
0.098  1.542553  0.009167
0.295  1.363046  0.009088
0.491  1.214350  0.009316
0.687  1.106598  0.009628
0.884  1.040364  0.010286
1.080  1.038368  0.011869
1.276  1.003865  0.014163
1.473  0.963997  0.016403
1.669  1.017782  0.016344
1.865  1.035690  0.014121
2.062  1.039525  0.012379
2.258  1.105742  0.011173
2.454  1.142381  0.010163
2.651  1.182229  0.009499
2.847  1.219655  0.009252
3.043  1.250418  0.009272
3.240  1.222902  0.009157
3.436  1.221908  0.009214
3.632  1.191912  0.009425
3.829  1.130768  0.009932
4.025  1.106485  0.010946
4.222  1.040153  0.012004
4.418  1.020132  0.013662
4.614  0.994127  0.015739


3-4 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.2112 x 0.2112=0.044619
#xi=1.049212#pm0.009229

Dphi  CF  CFerr
-1.473  0.924935  0.051069
-1.276  1.012387  0.044878
-1.080  0.991123  0.037718
-0.884  1.083715  0.034295
-0.687  1.155030  0.032663
-0.491  1.244143  0.030765
-0.295  1.609046  0.031950
-0.098  2.119160  0.033847
0.098  2.104007  0.033529
0.295  1.591910  0.031672
0.491  1.242815  0.030694
0.687  1.139997  0.032270
0.884  1.080745  0.034202
1.080  0.996919  0.037855
1.276  1.008813  0.044819
1.473  0.908744  0.050697
1.669  0.983124  0.049922
1.865  1.047025  0.042853
2.062  1.140795  0.040235
2.258  1.112274  0.034983
2.454  1.180870  0.032906
2.651  1.272059  0.031341
2.847  1.308632  0.030717
3.043  1.294693  0.029945
3.240  1.297425  0.030033
3.436  1.324040  0.030946
3.632  1.273433  0.031320
3.829  1.169001  0.032700
4.025  1.116189  0.035060
4.222  1.121285  0.039634
4.418  1.067501  0.043596
4.614  0.977516  0.049622


4-5 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1874 x 0.0836=0.015661
#xi=1.025504#pm0.002289

Dphi  CF  CFerr
-1.473  1.005314  0.005152
-1.276  1.000365  0.005026
-1.080  1.013220  0.004797
-0.884  1.025998  0.004290
-0.687  1.037886  0.003803
-0.491  1.065774  0.003552
-0.295  1.094845  0.003493
-0.098  1.100249  0.003469
0.098  1.104885  0.003449
0.295  1.091976  0.003454
0.491  1.059848  0.003537
0.687  1.039579  0.003862
0.884  1.018329  0.004322
1.080  1.001961  0.004758
1.276  0.996726  0.005028
1.473  1.003395  0.005265
1.669  1.003079  0.005484
1.865  1.010995  0.005306
2.062  1.023578  0.004781
2.258  1.037895  0.004341
2.454  1.056185  0.004105
2.651  1.070315  0.003913
2.847  1.082001  0.003741
3.043  1.089511  0.003626
3.240  1.093017  0.003623
3.436  1.081206  0.003716
3.632  1.069022  0.003848
3.829  1.059439  0.004015
4.025  1.050985  0.004245
4.222  1.027353  0.004687
4.418  1.014629  0.005149
4.614  1.006720  0.005241


4-5 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1874 x 0.1562=0.029255
#xi=1.035423#pm0.005861

Dphi  CF  CFerr
-1.473  0.990345  0.011922
-1.276  0.992559  0.011091
-1.080  1.002464  0.009264
-0.884  1.018074  0.008327
-0.687  1.063919  0.007478
-0.491  1.118702  0.006978
-0.295  1.199960  0.006630
-0.098  1.270409  0.006548
0.098  1.258530  0.006573
0.295  1.192123  0.006610
0.491  1.129972  0.007095
0.687  1.081767  0.007464
0.884  1.016588  0.008290
1.080  1.004386  0.009364
1.276  0.993738  0.011236
1.473  0.998885  0.012502
1.669  0.991385  0.012055
1.865  1.024565  0.011012
2.062  1.064210  0.009503
2.258  1.082705  0.008599
2.454  1.104253  0.007750
2.651  1.129134  0.007362
2.847  1.145582  0.007092
3.043  1.152238  0.006976
3.240  1.144511  0.006934
3.436  1.147756  0.006985
3.632  1.126905  0.007328
3.829  1.101539  0.007620
4.025  1.083181  0.008526
4.222  1.055009  0.009246
4.418  1.025250  0.010699
4.614  0.978698  0.011596


4-5 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1874 x 0.2106=0.039463
#xi=1.045230#pm0.008327

Dphi  CF  CFerr
-1.473  1.005508  0.043072
-1.276  1.032365  0.037186
-1.080  0.986777  0.031061
-0.884  1.050680  0.027994
-0.687  1.146784  0.026277
-0.491  1.213582  0.024311
-0.295  1.428232  0.024054
-0.098  1.765383  0.025341
0.098  1.747511  0.025427
0.295  1.462335  0.024598
0.491  1.226968  0.024622
0.687  1.094378  0.025241
0.884  1.067049  0.027778
1.080  0.949649  0.030603
1.276  0.939569  0.036783
1.473  1.019346  0.044815
1.669  1.026222  0.042527
1.865  1.016664  0.036163
2.062  1.035494  0.031796
2.258  1.104527  0.028645
2.454  1.181252  0.026697
2.651  1.197601  0.024935
2.847  1.268200  0.024738
3.043  1.223043  0.023910
3.240  1.276922  0.024324
3.436  1.217939  0.023989
3.632  1.224065  0.025063
3.829  1.171096  0.026697
4.025  1.108986  0.028764
4.222  1.089976  0.031973
4.418  1.040407  0.035858
4.614  0.990357  0.041248


4-5 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1874 x 0.2112=0.039570
#xi=1.069008#pm0.009637

Dphi  CF  CFerr
-1.473  0.869768  0.131545
-1.276  0.976919  0.112245
-1.080  1.125139  0.102764
-0.884  1.179332  0.090619
-0.687  1.190231  0.083984
-0.491  1.416980  0.082928
-0.295  1.829182  0.087309
-0.098  3.188871  0.108294
0.098  3.083710  0.106550
0.295  1.794192  0.088366
0.491  1.196375  0.079010
0.687  1.243242  0.089426
0.884  1.041872  0.090003
1.080  1.200763  0.112417
1.276  1.032008  0.121809
1.473  0.982539  0.138495
1.669  1.053173  0.133971
1.865  1.153346  0.115788
2.062  1.054618  0.099284
2.258  1.178087  0.091830
2.454  1.237573  0.087700
2.651  1.418747  0.086316
2.847  1.438905  0.084873
3.043  1.491186  0.084408
3.240  1.370475  0.080195
3.436  1.513834  0.087208
3.632  1.241954  0.080635
3.829  1.269836  0.090122
4.025  1.224838  0.095209
4.222  1.106176  0.102007
4.418  0.922814  0.104607
4.614  1.043031  0.134647


4-5 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1874 x 0.1873=0.035097
#xi=0.917873#pm0.004203

Dphi  CF  CFerr
-1.473  0.783567  0.321702
-1.276  1.260584  0.300608
-1.080  1.212311  0.260922
-0.884  0.903722  0.194259
-0.687  0.730680  0.164208
-0.491  1.154503  0.182579
-0.295  1.642575  0.204713
-0.098  5.600513  0.356224
0.098  5.564078  0.359271
0.295  1.633328  0.206819
0.491  1.086912  0.185491
0.687  0.542050  0.145390
0.884  0.900507  0.204070
1.080  1.115005  0.265287
1.276  1.200537  0.323968
1.473  0.772481  0.317088
1.669  0.746802  0.284092
1.865  0.938490  0.252669
2.062  1.102359  0.243439
2.258  1.116403  0.220784
2.454  1.069424  0.196714
2.651  1.371247  0.208817
2.847  1.868091  0.241913
3.043  2.069811  0.245940
3.240  2.209727  0.248686
3.436  1.848922  0.230599
3.632  1.432701  0.213418
3.829  1.206825  0.215727
4.025  1.278510  0.240235
4.222  1.383014  0.291129
4.418  1.076206  0.270941
4.614  0.915462  0.307313


5-10 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1737 x 0.0836=0.014523
#xi=1.029468#pm0.002444

Dphi  CF  CFerr
-1.473  1.007310  0.013028
-1.276  1.011037  0.012758
-1.080  1.008036  0.012041
-0.884  1.013487  0.010695
-0.687  1.051293  0.009649
-0.491  1.068481  0.008993
-0.295  1.097031  0.008873
-0.098  1.110759  0.008867
0.098  1.104663  0.008792
0.295  1.090927  0.008836
0.491  1.067026  0.009113
0.687  1.044650  0.009987
0.884  1.011910  0.011123
1.080  1.035192  0.012464
1.276  1.017024  0.013094
1.473  0.984700  0.013364
1.669  1.020069  0.014064
1.865  1.005261  0.013338
2.062  1.045914  0.012226
2.258  1.057166  0.011121
2.454  1.059402  0.010458
2.651  1.075299  0.009961
2.847  1.065596  0.009440
3.043  1.081876  0.009228
3.240  1.085247  0.009260
3.436  1.100978  0.009613
3.632  1.089185  0.009941
3.829  1.045128  0.010209
4.025  1.046475  0.010866
4.222  1.032088  0.012105
4.418  1.029428  0.013272
4.614  1.028681  0.013405


5-10 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1737 x 0.1561=0.027129
#xi=1.045539#pm0.002088

Dphi  CF  CFerr
-1.473  0.985712  0.029985
-1.276  0.996863  0.027874
-1.080  1.006666  0.023111
-0.884  1.016512  0.020832
-0.687  1.063857  0.018748
-0.491  1.132795  0.017747
-0.295  1.210370  0.016844
-0.098  1.295910  0.016825
0.098  1.333832  0.017326
0.295  1.229100  0.017177
0.491  1.142093  0.018382
0.687  1.087036  0.019281
0.884  1.027330  0.021665
1.080  1.043068  0.024735
1.276  0.990752  0.028891
1.473  1.008233  0.032241
1.669  1.049340  0.031237
1.865  1.001259  0.027362
2.062  1.033023  0.023471
2.258  1.067509  0.021615
2.454  1.113608  0.019677
2.651  1.126340  0.018745
2.847  1.152851  0.018157
3.043  1.202676  0.018203
3.240  1.216791  0.018301
3.436  1.171377  0.018056
3.632  1.116374  0.018778
3.829  1.089541  0.019412
4.025  1.095692  0.022131
4.222  1.058982  0.023695
4.418  1.024544  0.027487
4.614  1.017613  0.030279


5-10 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1737 x 0.2106=0.036597
#xi=1.074148#pm0.010343

Dphi  CF  CFerr
-1.473  0.858116  0.101086
-1.276  1.067957  0.094556
-1.080  0.970888  0.076739
-0.884  1.080390  0.071125
-0.687  1.178589  0.066684
-0.491  1.141352  0.059458
-0.295  1.452669  0.061861
-0.098  2.283267  0.073875
0.098  2.109670  0.071507
0.295  1.543560  0.064979
0.491  1.223072  0.063213
0.687  1.090331  0.065188
0.884  1.110559  0.073632
1.080  1.078311  0.084874
1.276  1.089559  0.103828
1.473  0.936300  0.108769
1.669  1.105690  0.112164
1.865  0.957663  0.088484
2.062  1.050696  0.080325
2.258  1.010148  0.068660
2.454  1.293990  0.071213
2.651  1.247864  0.064640
2.847  1.234334  0.062058
3.043  1.551932  0.068687
3.240  1.403294  0.065411
3.436  1.285526  0.063134
3.632  1.149673  0.062077
3.829  1.260112  0.071231
4.025  1.214085  0.077691
4.222  1.159049  0.084587
4.418  0.980944  0.088897
4.614  1.093134  0.111857


5-10 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1737 x 0.2112=0.036701
#xi=1.034418#pm0.010009

Dphi  CF  CFerr
-1.473  1.612679  0.452478
-1.276  1.051884  0.293636
-1.080  0.894413  0.226391
-0.884  1.066637  0.216507
-0.687  0.919391  0.188968
-0.491  1.322306  0.204532
-0.295  1.784501  0.220771
-0.098  5.035141  0.346940
0.098  5.452965  0.368027
0.295  1.941542  0.233622
0.491  1.238596  0.208372
0.687  1.577499  0.270261
0.884  1.377607  0.268071
1.080  0.935407  0.261039
1.276  0.941958  0.301251
1.473  1.243327  0.396470
1.669  1.371451  0.383821
1.865  1.441694  0.325454
2.062  1.221504  0.269767
2.258  1.097100  0.225728
2.454  1.168186  0.218751
2.651  1.301991  0.211109
2.847  1.982781  0.258050
3.043  2.486104  0.280923
3.240  1.757595  0.231919
3.436  1.565040  0.221796
3.632  1.473659  0.229577
3.829  1.282700  0.234546
4.025  1.343071  0.256671
4.222  1.105111  0.263393
4.418  0.392727  0.176098
4.614  1.902182  0.468091


5-10 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1737 x 0.1874=0.032552
#xi=0.840756#pm0.007413

Dphi  CF  CFerr
-1.473  2.474649  1.449373
-1.276  0.937472  0.666957
-1.080  0.656829  0.466699
-0.884  2.045870  0.732686
-0.687  0.409958  0.290870
-0.491  0.837022  0.377110
-0.295  3.055755  0.720405
-0.098  13.719316  1.508229
0.098  12.116700  1.384664
0.295  2.915731  0.722572
0.491  1.244367  0.512631
0.687  0.000000  0.000000
0.884  1.104204  0.555650
1.080  0.838910  0.597559
1.276  1.181464  0.842930
1.473  0.831407  0.835505
1.669  0.000000  0.000000
1.865  1.805531  0.913542
2.062  0.318144  0.319320
2.258  1.335536  0.602109
2.454  1.524069  0.629588
2.651  1.362200  0.519982
2.847  1.043864  0.429648
3.043  3.644287  0.797828
3.240  4.771664  0.967491
3.436  3.945121  0.906227
3.632  2.262661  0.668624
3.829  0.937882  0.472057
4.025  2.066345  0.790888
4.222  1.617905  0.818006
4.418  0.493808  0.495769
4.614  1.249609  0.890903


5-10 #otimes 5-10 GeV/c
v_{2}^{t}v_{2}^{p}=0.1737 x 0.1729=0.030037
#xi=1.579339#pm0.008307

Dphi  CF  CFerr
-1.473  0.000000  0.000000
-1.276  2.815326  1.659033
-1.080  0.000000  0.000000
-0.884  1.922836  0.972283
-0.687  0.815664  0.580618
-0.491  1.811371  0.819295
-0.295  4.088842  1.211445
-0.098  19.178776  4.942177
0.098  23.138344  2.883705
0.295  1.817456  0.750038
0.491  1.816763  0.823583
0.687  1.276136  0.743235
0.884  2.037524  1.031879
1.080  0.000000  0.000000
1.276  3.237361  1.903061
1.473  0.000000  0.000000
1.669  1.392603  1.404197
1.865  2.173193  1.272836
2.062  0.728283  0.732334
2.258  1.959106  0.990242
2.454  3.621424  1.397015
2.651  1.768274  0.802705
2.847  1.719824  0.776983
3.043  7.418718  1.653863
3.240  8.237125  1.758808
3.436  1.671222  0.758278
3.632  2.133529  0.970208
3.829  2.815625  1.168514
4.025  1.167733  0.831314
4.222  0.000000  0.000000
4.418  1.716956  1.229534
4.614  2.667889  1.917782
