Au + Au 0 - 92 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1439 x 0.0539=0.007755
2.847  1.039745  0.000138
3.043  1.042463  0.000136
3.240  1.042357  0.000135
3.436  1.039322  0.000137
3.632  1.034308  0.000142
3.829  1.027050  0.000151
4.025  1.019027  0.000167
4.222  1.010767  0.000187
4.418  1.002506  0.000215
4.614  0.995291  0.000239


2-3 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1439 x 0.1439=0.020714
#xi=1.012543#pm0.003193

Dphi  CF  CFerr
-1.473  0.988069  0.000881
-1.276  0.985229  0.000775
-1.080  0.989666  0.000658
-0.884  1.003198  0.000578
-0.687  1.029156  0.000526
-0.491  1.063460  0.000481
-0.295  1.101860  0.000443
-0.098  1.125452  0.000422
0.098  1.125563  0.000422
0.295  1.102153  0.000440
0.491  1.063434  0.000469
0.687  1.029250  0.000502
0.884  1.003461  0.000547
1.080  0.989540  0.000626
1.276  0.985072  0.000758
1.473  0.988680  0.000887
1.669  0.993884  0.000856
1.865  1.004365  0.000746
2.062  1.015157  0.000655
2.258  1.025813  0.000578
2.454  1.037051  0.000520
2.651  1.046674  0.000481
2.847  1.053142  0.000463
3.043  1.056875  0.000459
3.240  1.057092  0.000459
3.436  1.053392  0.000462
3.632  1.046554  0.000478
3.829  1.037675  0.000514
4.025  1.025559  0.000569
4.222  1.015154  0.000642
4.418  1.004150  0.000731
4.614  0.994214  0.000842


3-4 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1498 x 0.0538=0.008059
#xi=1.007935#pm0.000483

Dphi  CF  CFerr
-1.473  0.996938  0.000344
-1.276  0.997303  0.000336
-1.080  0.999298  0.000320
-0.884  1.005440  0.000287
-0.687  1.012322  0.000253
-0.491  1.022766  0.000233
-0.295  1.033274  0.000226
-0.098  1.039586  0.000225
0.098  1.039515  0.000223
0.295  1.032960  0.000222
0.491  1.023262  0.000229
0.687  1.012348  0.000249
0.884  1.004656  0.000280
1.080  0.999013  0.000310
1.276  0.997451  0.000328
1.473  0.997515  0.000342
1.669  1.000608  0.000360
1.865  1.004046  0.000352
2.062  1.009761  0.000317
2.258  1.015095  0.000285
2.454  1.021088  0.000268
2.651  1.026278  0.000255
2.847  1.028926  0.000243
3.043  1.031306  0.000234
3.240  1.031704  0.000232
3.436  1.029628  0.000239
3.632  1.026120  0.000249
3.829  1.020967  0.000261
4.025  1.015851  0.000275
4.222  1.009038  0.000304
4.418  1.004182  0.000337
4.614  0.999832  0.000349


3-4 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1498 x 0.1021=0.015295
#xi=1.010164#pm0.001476

Dphi  CF  CFerr
-1.473  0.992345  0.000793
-1.276  0.989686  0.000735
-1.080  0.992418  0.000620
-0.884  1.004343  0.000553
-0.687  1.020746  0.000492
-0.491  1.044270  0.000451
-0.295  1.065752  0.000416
-0.098  1.083726  0.000399
0.098  1.084441  0.000400
0.295  1.064755  0.000410
0.491  1.043454  0.000443
0.687  1.020247  0.000472
0.884  1.002713  0.000529
1.080  0.991812  0.000596
1.276  0.989519  0.000716
1.473  0.991628  0.000803
1.669  0.995661  0.000797
1.865  1.004407  0.000721
2.062  1.012703  0.000618
2.258  1.022253  0.000553
2.454  1.031065  0.000495
2.651  1.038622  0.000463
2.847  1.044647  0.000444
3.043  1.047401  0.000436
3.240  1.047807  0.000435
3.436  1.044789  0.000437
3.632  1.038784  0.000458
3.829  1.032448  0.000482
4.025  1.022143  0.000538
4.222  1.013338  0.000595
4.418  1.003932  0.000693
4.614  0.996916  0.000769


3-4 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1498 x 0.1439=0.021555
#xi=1.015795#pm0.003018

Dphi  CF  CFerr
-1.473  0.987032  0.002843
-1.276  0.984605  0.002472
-1.080  0.990783  0.002109
-0.884  1.003569  0.001852
-0.687  1.034442  0.001689
-0.491  1.075540  0.001551
-0.295  1.137664  0.001442
-0.098  1.194177  0.001390
0.098  1.189167  0.001387
0.295  1.139995  0.001435
0.491  1.079097  0.001519
0.687  1.034466  0.001613
0.884  1.005740  0.001756
1.080  0.989931  0.002013
1.276  0.984055  0.002433
1.473  0.988181  0.002883
1.669  0.995844  0.002797
1.865  1.004466  0.002402
2.062  1.019010  0.002116
2.258  1.029531  0.001860
2.454  1.041221  0.001676
2.651  1.053625  0.001549
2.847  1.061946  0.001493
3.043  1.065352  0.001478
3.240  1.064912  0.001476
3.436  1.058981  0.001481
3.632  1.051957  0.001531
3.829  1.040964  0.001650
4.025  1.030568  0.001827
4.222  1.016906  0.002050
4.418  1.004505  0.002340
4.614  0.994682  0.002721


3-4 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1498 x 0.1498=0.022432
#xi=1.014606#pm0.003148

Dphi  CF  CFerr
-1.473  0.989529  0.009847
-1.276  0.975547  0.008181
-1.080  0.982496  0.006981
-0.884  1.005704  0.006129
-0.687  1.047581  0.005754
-0.491  1.105947  0.005367
-0.295  1.231716  0.005171
-0.098  1.398503  0.005089
0.098  1.397087  0.005086
0.295  1.226940  0.005150
0.491  1.106674  0.005372
0.687  1.045861  0.005747
0.884  1.009504  0.006148
1.080  0.984501  0.006995
1.276  0.975341  0.008182
1.473  0.986744  0.009822
1.669  1.005132  0.009406
1.865  1.011592  0.007873
2.062  1.021724  0.007060
2.258  1.023893  0.006225
2.454  1.054691  0.005786
2.651  1.071497  0.005352
2.847  1.076117  0.005173
3.043  1.090476  0.005116
3.240  1.089045  0.005110
3.436  1.078797  0.005181
3.632  1.070738  0.005343
3.829  1.052319  0.005774
4.025  1.025400  0.006234
4.222  1.020894  0.007057
4.418  1.014750  0.007892
4.614  1.003936  0.009376


4-5 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1365 x 0.0538=0.007343
#xi=1.007526#pm0.000391

Dphi  CF  CFerr
-1.473  0.998964  0.000922
-1.276  0.998488  0.000900
-1.080  1.000771  0.000854
-0.884  1.005430  0.000761
-0.687  1.012167  0.000674
-0.491  1.021229  0.000624
-0.295  1.031745  0.000609
-0.098  1.036031  0.000605
0.098  1.037769  0.000602
0.295  1.031711  0.000605
0.491  1.021480  0.000627
0.687  1.011607  0.000688
0.884  1.004056  0.000776
1.080  1.000294  0.000860
1.276  0.997572  0.000909
1.473  0.998568  0.000948
1.669  1.000830  0.000987
1.865  1.006400  0.000954
2.062  1.012164  0.000856
2.258  1.015664  0.000774
2.454  1.021631  0.000729
2.651  1.025440  0.000691
2.847  1.029530  0.000658
3.043  1.031278  0.000636
3.240  1.030234  0.000635
3.436  1.030051  0.000654
3.632  1.027596  0.000680
3.829  1.021131  0.000710
4.025  1.015929  0.000752
4.222  1.009270  0.000837
4.418  1.005675  0.000923
4.614  0.999682  0.000939


4-5 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1365 x 0.1021=0.013936
#xi=1.010544#pm0.001362

Dphi  CF  CFerr
-1.473  0.988168  0.002127
-1.276  0.994218  0.001974
-1.080  0.995400  0.001640
-0.884  1.003548  0.001467
-0.687  1.018188  0.001299
-0.491  1.041700  0.001199
-0.295  1.065712  0.001113
-0.098  1.092705  0.001082
0.098  1.091713  0.001091
0.295  1.066704  0.001118
0.491  1.043784  0.001222
0.687  1.020204  0.001302
0.884  1.001735  0.001481
1.080  0.994551  0.001677
1.276  0.992066  0.002020
1.473  0.993484  0.002236
1.669  0.998118  0.002160
1.865  1.006401  0.001944
2.062  1.012149  0.001652
2.258  1.021302  0.001491
2.454  1.032577  0.001340
2.651  1.040431  0.001265
2.847  1.046609  0.001213
3.043  1.047831  0.001192
3.240  1.048310  0.001187
3.436  1.046532  0.001193
3.632  1.041271  0.001259
3.829  1.031396  0.001320
4.025  1.022596  0.001480
4.222  1.013935  0.001620
4.418  1.004795  0.001889
4.614  0.993644  0.002088


4-5 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1365 x 0.1439=0.019640
#xi=1.017549#pm0.002766

Dphi  CF  CFerr
-1.473  0.986618  0.007715
-1.276  0.998493  0.006611
-1.080  0.981370  0.005555
-0.884  1.007744  0.004914
-0.687  1.038736  0.004484
-0.491  1.078068  0.004125
-0.295  1.160225  0.003904
-0.098  1.262640  0.003855
0.098  1.259209  0.003883
0.295  1.159665  0.003956
0.491  1.076914  0.004165
0.687  1.034423  0.004456
0.884  1.008528  0.004914
1.080  0.991124  0.005693
1.276  0.985167  0.006878
1.473  1.015578  0.008104
1.669  1.002326  0.007614
1.865  1.016199  0.006491
2.062  1.020606  0.005668
2.258  1.028600  0.004986
2.454  1.045388  0.004544
2.651  1.052518  0.004222
2.847  1.071641  0.004114
3.043  1.067110  0.004039
3.240  1.077652  0.004043
3.436  1.063092  0.004049
3.632  1.060917  0.004217
3.829  1.046021  0.004559
4.025  1.026805  0.005008
4.222  1.016652  0.005580
4.418  0.997690  0.006325
4.614  1.000683  0.007481


4-5 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1365 x 0.1498=0.020439
#xi=1.017307#pm0.004094

Dphi  CF  CFerr
-1.473  0.968107  0.026461
-1.276  1.009184  0.022057
-1.080  0.974373  0.018464
-0.884  1.019074  0.016252
-0.687  1.061587  0.015333
-0.491  1.116328  0.014298
-0.295  1.305094  0.014276
-0.098  1.738796  0.015412
0.098  1.738436  0.015547
0.295  1.308243  0.014599
0.491  1.124806  0.014800
0.687  1.053172  0.015964
0.884  1.006603  0.017139
1.080  1.035867  0.020311
1.276  0.979067  0.023231
1.473  0.971830  0.026775
1.669  0.958502  0.024801
1.865  0.997587  0.020978
2.062  1.053805  0.019250
2.258  1.031693  0.016715
2.454  1.050614  0.015595
2.651  1.096539  0.014757
2.847  1.118840  0.014552
3.043  1.145748  0.014362
3.240  1.112976  0.014046
3.436  1.126364  0.014421
3.632  1.080009  0.014643
3.829  1.069707  0.016044
4.025  1.016459  0.016980
4.222  1.018224  0.019172
4.418  0.985870  0.021151
4.614  1.016938  0.025914


4-5 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1365 x 0.1364=0.018612
#xi=1.027737#pm0.004391

Dphi  CF  CFerr
-1.473  0.997020  0.067091
-1.276  1.074396  0.056956
-1.080  0.970499  0.045948
-0.884  1.010033  0.040296
-0.687  1.052827  0.038094
-0.491  1.100523  0.035129
-0.295  1.406641  0.037029
-0.098  2.642824  0.047914
0.098  2.688329  0.048619
0.295  1.408872  0.037792
0.491  1.110070  0.036515
0.687  1.030166  0.039229
0.884  1.009767  0.042404
1.080  0.947215  0.048011
1.276  0.991403  0.057119
1.473  0.975278  0.066855
1.669  1.070077  0.065863
1.865  1.065595  0.054000
2.062  0.954050  0.045499
2.258  1.052743  0.042263
2.454  1.095618  0.039645
2.651  1.195164  0.038357
2.847  1.192834  0.037562
3.043  1.294589  0.038214
3.240  1.274953  0.037375
3.436  1.175953  0.036578
3.632  1.186624  0.038001
3.829  1.107138  0.040452
4.025  1.069668  0.043374
4.222  0.980023  0.046477
4.418  1.001459  0.051984
4.614  1.082531  0.066484


5-10 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1249 x 0.0538=0.006722
#xi=1.007632#pm0.000369

Dphi  CF  CFerr
-1.473  1.003220  0.002331
-1.276  0.999833  0.002269
-1.080  1.004505  0.002153
-0.884  1.005107  0.001919
-0.687  1.011314  0.001709
-0.491  1.021339  0.001588
-0.295  1.031805  0.001555
-0.098  1.037028  0.001553
0.098  1.039283  0.001551
0.295  1.031700  0.001563
0.491  1.020799  0.001622
0.687  1.011966  0.001786
0.884  1.003784  0.002013
1.080  0.999984  0.002234
1.276  0.997180  0.002359
1.473  1.001323  0.002440
1.669  1.004316  0.002510
1.865  1.004197  0.002408
2.062  1.009089  0.002176
2.258  1.016598  0.001979
2.454  1.024192  0.001868
2.651  1.028041  0.001770
2.847  1.033363  0.001693
3.043  1.035515  0.001645
3.240  1.030270  0.001643
3.436  1.035492  0.001694
3.632  1.027628  0.001753
3.829  1.024901  0.001837
4.025  1.018451  0.001948
4.222  1.014703  0.002171
4.418  1.007934  0.002369
4.614  1.002117  0.002378


5-10 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1249 x 0.1021=0.012757
#xi=1.012809#pm0.001823

Dphi  CF  CFerr
-1.473  0.994291  0.005325
-1.276  0.997563  0.004938
-1.080  1.001483  0.004088
-0.884  1.007720  0.003693
-0.687  1.022155  0.003283
-0.491  1.040287  0.003052
-0.295  1.071241  0.002850
-0.098  1.105659  0.002794
0.098  1.107174  0.002834
0.295  1.073239  0.002889
0.491  1.044619  0.003183
0.687  1.021346  0.003394
0.884  1.007858  0.003898
1.080  0.994192  0.004362
1.276  0.983576  0.005194
1.473  1.008258  0.005748
1.669  1.003624  0.005453
1.865  1.013781  0.004923
2.062  1.017821  0.004176
2.258  1.022076  0.003795
2.454  1.045128  0.003438
2.651  1.045611  0.003266
2.847  1.053562  0.003135
3.043  1.050606  0.003078
3.240  1.054044  0.003072
3.436  1.046531  0.003082
3.632  1.037612  0.003263
3.829  1.031896  0.003414
4.025  1.026720  0.003848
4.222  1.017495  0.004169
4.418  1.010058  0.004874
4.614  0.993295  0.005314


5-10 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1249 x 0.1439=0.017979
#xi=1.021631#pm0.000686

Dphi  CF  CFerr
-1.473  1.007297  0.019547
-1.276  1.015966  0.016444
-1.080  0.993128  0.013938
-0.884  1.015102  0.012356
-0.687  1.022867  0.011187
-0.491  1.065938  0.010410
-0.295  1.180911  0.010076
-0.098  1.400069  0.010439
0.098  1.376136  0.010457
0.295  1.183354  0.010327
0.491  1.071066  0.010790
0.687  1.023089  0.011562
0.884  1.015145  0.012945
1.080  1.008124  0.015035
1.276  0.990253  0.017784
1.473  0.960761  0.019814
1.669  0.999092  0.019205
1.865  1.016689  0.016344
2.062  1.050120  0.014470
2.258  1.040137  0.012672
2.454  1.064440  0.011731
2.651  1.045954  0.010826
2.847  1.068549  0.010620
3.043  1.114808  0.010664
3.240  1.116599  0.010626
3.436  1.092309  0.010649
3.632  1.052214  0.010887
3.829  1.072554  0.011998
4.025  1.040206  0.013052
4.222  1.023147  0.014425
4.418  1.025396  0.016464
4.614  1.008258  0.019200


5-10 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1249 x 0.1498=0.018710
#xi=0.979365#pm0.004335

Dphi  CF  CFerr
-1.473  1.039110  0.069424
-1.276  0.980177  0.053147
-1.080  1.100415  0.048919
-0.884  1.045083  0.041335
-0.687  0.979979  0.037067
-0.491  1.196161  0.037758
-0.295  1.385043  0.037913
-0.098  2.429773  0.047243
0.098  2.424555  0.047580
0.295  1.418686  0.039312
0.491  1.125705  0.038405
0.687  1.025332  0.041741
0.884  1.019376  0.045056
1.080  1.032503  0.053408
1.276  1.058530  0.062044
1.473  1.035923  0.069961
1.669  0.921183  0.061684
1.865  0.994656  0.052876
2.062  0.998291  0.047007
2.258  1.002942  0.041594
2.454  1.062012  0.040300
2.651  1.118415  0.038449
2.847  1.213242  0.039277
3.043  1.287056  0.039382
3.240  1.251386  0.038428
3.436  1.206466  0.038531
3.632  1.161199  0.039503
3.829  1.150344  0.043652
4.025  1.043618  0.044657
4.222  0.894684  0.046051
4.418  0.902912  0.051415
4.614  1.075410  0.068309


5-10 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1249 x 0.1364=0.017040
#xi=0.986514#pm0.004019

Dphi  CF  CFerr
-1.473  0.827250  0.150616
-1.276  0.815052  0.122192
-1.080  0.777579  0.102877
-0.884  1.169422  0.109761
-0.687  1.144395  0.100661
-0.491  1.173645  0.092301
-0.295  1.704929  0.105089
-0.098  4.813653  0.171948
0.098  5.266945  0.181470
0.295  1.699628  0.109054
0.491  1.090266  0.093799
0.687  1.050497  0.104095
0.884  1.162618  0.118769
1.080  1.088198  0.136609
1.276  1.039735  0.149845
1.473  0.986145  0.172331
1.669  0.955188  0.164317
1.865  0.973358  0.132314
2.062  0.897012  0.112245
2.258  1.144552  0.111072
2.454  1.388203  0.117049
2.651  1.033530  0.091126
2.847  1.432453  0.107198
3.043  1.777117  0.115154
3.240  2.107078  0.127609
3.436  1.546642  0.109158
3.632  1.274039  0.102982
3.829  0.840280  0.091409
4.025  1.163683  0.116028
4.222  1.248381  0.135535
4.418  0.948087  0.128757
4.614  1.197537  0.179145


5-10 #otimes 5-10 GeV/c
v_{2}^{t}v_{2}^{p}=0.1249 x 0.1238=0.015465
#xi=0.846371#pm0.003256

Dphi  CF  CFerr
-1.473  0.383072  0.128682
-1.276  1.205591  0.195099
-1.080  0.922702  0.146673
-0.884  0.851612  0.121212
-0.687  1.033311  0.123346
-0.491  1.210309  0.121369
-0.295  1.625109  0.130894
-0.098  7.416962  0.286771
0.098  7.131115  0.272030
0.295  1.661810  0.134701
0.491  1.193005  0.120984
0.687  0.846384  0.113871
0.884  1.188000  0.146658
1.080  0.946157  0.152379
1.276  1.023951  0.176537
1.473  0.778523  0.186197
1.669  0.616483  0.161062
1.865  1.148739  0.181050
2.062  0.964915  0.146807
2.258  0.994013  0.133204
2.454  1.130129  0.132593
2.651  1.241574  0.129986
2.847  1.495072  0.138836
3.043  2.576464  0.182414
3.240  2.551087  0.180650
3.436  1.562816  0.141014
3.632  1.062565  0.116431
3.829  1.110521  0.134803
4.025  0.929638  0.128537
4.222  0.850873  0.136663
4.418  1.375998  0.195778
4.614  0.900688  0.187160
