Au + Au 10 - 15 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1281 x 0.0455=0.005832
2.651  1.036377  0.001188
2.847  1.041577  0.001143
3.043  1.044993  0.001133
3.240  1.045510  0.001134
3.436  1.041848  0.001141
3.632  1.035792  0.001180
3.829  1.029146  0.001272
4.025  1.019092  0.001409
4.222  1.011932  0.001591
4.418  1.000796  0.001813
4.614  0.990402  0.002087


3-4 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1372 x 0.0455=0.006238
#xi=1.004719#pm0.000886

Dphi  CF  CFerr
-1.473  0.994123  0.000863
-1.276  0.995302  0.000844
-1.080  0.997659  0.000803
-0.884  1.003842  0.000719
-0.687  1.008842  0.000634
-0.491  1.019832  0.000584
-0.295  1.027470  0.000566
-0.098  1.033141  0.000562
0.098  1.032402  0.000556
0.295  1.026641  0.000556
0.491  1.018114  0.000572
0.687  1.008980  0.000624
0.884  1.003036  0.000702
1.080  0.997258  0.000778
1.276  0.995686  0.000822
1.473  0.995600  0.000858
1.669  0.999077  0.000903
1.865  1.001950  0.000884
2.062  1.007275  0.000794
2.258  1.012180  0.000715
2.454  1.016734  0.000670
2.651  1.021227  0.000638
2.847  1.023863  0.000607
3.043  1.025982  0.000585
3.240  1.025863  0.000580
3.436  1.024807  0.000597
3.632  1.021059  0.000624
3.829  1.016806  0.000653
4.025  1.011974  0.000690
4.222  1.006897  0.000762
4.418  1.000809  0.000843
4.614  0.998992  0.000875


3-4 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1372 x 0.0868=0.011918
#xi=1.004503#pm0.001611

Dphi  CF  CFerr
-1.473  0.989818  0.001977
-1.276  0.986441  0.001831
-1.080  0.992085  0.001548
-0.884  1.000523  0.001378
-0.687  1.015721  0.001225
-0.491  1.035909  0.001120
-0.295  1.054038  0.001033
-0.098  1.071176  0.000990
0.098  1.071061  0.000991
0.295  1.051263  0.001016
0.491  1.035830  0.001102
0.687  1.015894  0.001177
0.884  0.998576  0.001317
1.080  0.988886  0.001484
1.276  0.985850  0.001783
1.473  0.989688  0.002002
1.669  0.997054  0.001992
1.865  0.998275  0.001795
2.062  1.009176  0.001540
2.258  1.018876  0.001379
2.454  1.023896  0.001232
2.651  1.028936  0.001151
2.847  1.034158  0.001102
3.043  1.039173  0.001084
3.240  1.036140  0.001079
3.436  1.034004  0.001085
3.632  1.030572  0.001139
3.829  1.026266  0.001200
4.025  1.016737  0.001338
4.222  1.009928  0.001481
4.418  1.000222  0.001724
4.614  0.994554  0.001914


3-4 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1372 x 0.1281=0.017581
#xi=1.006931#pm0.002423

Dphi  CF  CFerr
-1.473  0.982651  0.007060
-1.276  0.978684  0.006144
-1.080  0.986290  0.005242
-0.884  1.004227  0.004616
-0.687  1.023828  0.004185
-0.491  1.064979  0.003844
-0.295  1.112968  0.003551
-0.098  1.150907  0.003393
0.098  1.147781  0.003391
0.295  1.113690  0.003529
0.491  1.066199  0.003757
0.687  1.027089  0.004002
0.884  1.000988  0.004359
1.080  0.984445  0.004994
1.276  0.984134  0.006052
1.473  0.985387  0.007175
1.669  0.988998  0.006947
1.865  0.999417  0.005968
2.062  1.006677  0.005235
2.258  1.021854  0.004618
2.454  1.028593  0.004150
2.651  1.042268  0.003838
2.847  1.048846  0.003695
3.043  1.053325  0.003660
3.240  1.047216  0.003644
3.436  1.036882  0.003647
3.632  1.039810  0.003791
3.829  1.030763  0.004088
4.025  1.022753  0.004527
4.222  1.013375  0.005092
4.418  1.003693  0.005814
4.614  0.990041  0.006756


3-4 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1372 x 0.1372=0.018833
#xi=0.994638#pm0.003674

Dphi  CF  CFerr
-1.473  0.970075  0.024340
-1.276  0.951858  0.020198
-1.080  0.988901  0.017496
-0.884  0.988789  0.015174
-0.687  1.023492  0.014187
-0.491  1.080926  0.013227
-0.295  1.189931  0.012688
-0.098  1.293830  0.012204
0.098  1.287200  0.012156
0.295  1.184663  0.012634
0.491  1.086869  0.013295
0.687  1.031002  0.014280
0.884  0.997740  0.015283
1.080  0.992627  0.017542
1.276  0.955058  0.020257
1.473  0.969511  0.024336
1.669  1.016936  0.023700
1.865  1.008560  0.019653
2.062  1.040609  0.017840
2.258  1.010515  0.015436
2.454  1.005674  0.014086
2.651  1.035419  0.013123
2.847  1.043576  0.012741
3.043  1.071347  0.012690
3.240  1.062506  0.012599
3.436  1.042583  0.012728
3.632  1.038923  0.013141
3.829  1.004492  0.014080
4.025  1.017538  0.015546
4.222  1.037667  0.017787
4.418  1.014850  0.019729
4.614  1.019014  0.023684


4-5 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1259 x 0.0455=0.005724
#xi=1.003170#pm0.000831

Dphi  CF  CFerr
-1.473  0.998718  0.002332
-1.276  0.996940  0.002276
-1.080  0.999177  0.002159
-0.884  1.001599  0.001922
-0.687  1.009938  0.001705
-0.491  1.014860  0.001573
-0.295  1.024990  0.001535
-0.098  1.027968  0.001526
0.098  1.031359  0.001518
0.295  1.025908  0.001526
0.491  1.014696  0.001581
0.687  1.007299  0.001737
0.884  1.000112  0.001959
1.080  0.998799  0.002175
1.276  0.992003  0.002294
1.473  0.991508  0.002389
1.669  1.001867  0.002499
1.865  1.003708  0.002410
2.062  1.009450  0.002163
2.258  1.014466  0.001957
2.454  1.019186  0.001842
2.651  1.017791  0.001741
2.847  1.023156  0.001659
3.043  1.023943  0.001604
3.240  1.023776  0.001601
3.436  1.026573  0.001652
3.632  1.020352  0.001714
3.829  1.015866  0.001791
4.025  1.012877  0.001900
4.222  1.007625  0.002116
4.418  1.009129  0.002339
4.614  0.995827  0.002370


4-5 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1259 x 0.0868=0.010935
#xi=1.005650#pm0.002203

Dphi  CF  CFerr
-1.473  0.985060  0.005337
-1.276  0.990280  0.004952
-1.080  0.992517  0.004120
-0.884  1.001790  0.003689
-0.687  1.012704  0.003260
-0.491  1.029285  0.003001
-0.295  1.046510  0.002775
-0.098  1.071569  0.002695
0.098  1.071563  0.002720
0.295  1.052064  0.002793
0.491  1.032379  0.003058
0.687  1.019711  0.003276
0.884  1.001125  0.003726
1.080  0.990888  0.004205
1.276  0.985589  0.005064
1.473  0.993209  0.005627
1.669  0.990089  0.005418
1.865  0.999967  0.004877
2.062  1.002721  0.004133
2.258  1.014320  0.003737
2.454  1.022309  0.003350
2.651  1.027902  0.003161
2.847  1.035203  0.003035
3.043  1.033400  0.002976
3.240  1.035796  0.002967
3.436  1.037181  0.002986
3.632  1.037480  0.003161
3.829  1.024901  0.003313
4.025  1.012748  0.003707
4.222  1.014115  0.004077
4.418  0.998434  0.004736
4.614  0.981429  0.005211


4-5 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1259 x 0.1281=0.016131
#xi=1.008535#pm0.002731

Dphi  CF  CFerr
-1.473  0.979405  0.019301
-1.276  1.011845  0.016740
-1.080  0.974527  0.013912
-0.884  1.001743  0.012283
-0.687  1.059120  0.011375
-0.491  1.073372  0.010346
-0.295  1.135080  0.009691
-0.098  1.188185  0.009375
0.098  1.205537  0.009530
0.295  1.123348  0.009776
0.491  1.064869  0.010394
0.687  1.028203  0.011140
0.884  1.003376  0.012308
1.080  0.981126  0.014187
1.276  0.951512  0.016972
1.473  1.021598  0.020414
1.669  0.960537  0.018715
1.865  1.021847  0.016383
2.062  1.008203  0.014109
2.258  1.018620  0.012481
2.454  1.016613  0.011231
2.651  1.044350  0.010571
2.847  1.048559  0.010213
3.043  1.051768  0.010053
3.240  1.054908  0.010031
3.436  1.035006  0.010027
3.632  1.033646  0.010431
3.829  1.031151  0.011357
4.025  1.010965  0.012466
4.222  1.010161  0.013971
4.418  0.988082  0.015804
4.614  1.004785  0.018801


4-5 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1259 x 0.1372=0.017280
#xi=0.985404#pm0.003427

Dphi  CF  CFerr
-1.473  1.080783  0.070770
-1.276  0.983047  0.054749
-1.080  0.940258  0.045763
-0.884  0.996893  0.040384
-0.687  1.006691  0.037589
-0.491  1.095525  0.035635
-0.295  1.241299  0.034918
-0.098  1.504875  0.036028
0.098  1.455904  0.035566
0.295  1.230679  0.035674
0.491  1.114782  0.037317
0.687  1.074459  0.040882
0.884  0.981206  0.042620
1.080  0.983576  0.049773
1.276  0.898604  0.055617
1.473  0.958755  0.067334
1.669  1.052566  0.065754
1.865  0.948096  0.051196
2.062  1.051188  0.048376
2.258  1.018090  0.041873
2.454  1.031512  0.038965
2.651  1.076578  0.036824
2.847  1.045363  0.035409
3.043  1.083229  0.035168
3.240  1.104730  0.035281
3.436  1.054153  0.035191
3.632  1.028052  0.036109
3.829  1.052667  0.040140
4.025  0.982247  0.042007
4.222  0.974227  0.047268
4.418  0.950903  0.052450
4.614  1.028489  0.065941


4-5 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1259 x 0.1259=0.015849
#xi=0.953503#pm0.003120

Dphi  CF  CFerr
-1.473  1.184240  0.187528
-1.276  1.132561  0.153219
-1.080  0.943938  0.114886
-0.884  0.981264  0.101036
-0.687  1.110783  0.099911
-0.491  1.232568  0.097062
-0.295  1.289906  0.089753
-0.098  1.970320  0.104319
0.098  2.076737  0.107191
0.295  1.328869  0.094203
0.491  1.219253  0.096052
0.687  1.162386  0.106343
0.884  0.964687  0.104191
1.080  1.035288  0.127136
1.276  1.160746  0.160062
1.473  1.046529  0.176336
1.669  0.928698  0.155847
1.865  1.071986  0.141222
2.062  0.881073  0.110620
2.258  1.075276  0.109795
2.454  0.973660  0.096383
2.651  1.124611  0.094850
2.847  1.023605  0.088979
3.043  1.092068  0.089676
3.240  1.115177  0.088410
3.436  1.030219  0.088193
3.632  1.045010  0.090103
3.829  0.954804  0.095900
4.025  1.044456  0.108205
4.222  0.803103  0.107115
4.418  0.912731  0.126107
4.614  0.894998  0.153884


5-10 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1189 x 0.0455=0.005405
#xi=1.004041#pm0.000887

Dphi  CF  CFerr
-1.473  1.003280  0.005923
-1.276  1.003315  0.005790
-1.080  1.011670  0.005504
-0.884  0.999505  0.004867
-0.687  1.011705  0.004352
-0.491  1.014698  0.004027
-0.295  1.030127  0.003952
-0.098  1.031885  0.003937
0.098  1.036399  0.003940
0.295  1.030687  0.003969
0.491  1.016390  0.004109
0.687  1.009236  0.004530
0.884  1.001369  0.005109
1.080  0.995062  0.005656
1.276  0.990944  0.005978
1.473  0.989692  0.006164
1.669  1.011173  0.006404
1.865  1.007058  0.006147
2.062  0.999545  0.005511
2.258  1.017632  0.005038
2.454  1.017793  0.004737
2.651  1.024186  0.004495
2.847  1.022160  0.004282
3.043  1.032349  0.004178
3.240  1.028342  0.004177
3.436  1.026591  0.004286
3.632  1.028239  0.004453
3.829  1.025153  0.004672
4.025  1.003269  0.004908
4.222  1.009222  0.005489
4.418  1.006629  0.006009
4.614  0.990405  0.006000


5-10 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1189 x 0.0868=0.010326
#xi=1.000615#pm0.001620

Dphi  CF  CFerr
-1.473  0.984023  0.013357
-1.276  0.995286  0.012489
-1.080  0.987022  0.010270
-0.884  0.997952  0.009293
-0.687  1.005485  0.008241
-0.491  1.020566  0.007651
-0.295  1.049618  0.007136
-0.098  1.087462  0.007004
0.098  1.082626  0.007074
0.295  1.061581  0.007257
0.491  1.046659  0.008050
0.687  1.009988  0.008527
0.884  1.001600  0.009790
1.080  0.976461  0.010909
1.276  0.975986  0.013064
1.473  1.011416  0.014552
1.669  0.993128  0.013746
1.865  1.000043  0.012373
2.062  1.025764  0.010616
2.258  1.010336  0.009529
2.454  1.031226  0.008635
2.651  1.037525  0.008229
2.847  1.033176  0.007853
3.043  1.039537  0.007742
3.240  1.034984  0.007679
3.436  1.021955  0.007694
3.632  1.034105  0.008235
3.829  1.020878  0.008586
4.025  1.024818  0.009708
4.222  1.007755  0.010453
4.418  0.984574  0.012125
4.614  1.004154  0.013520


5-10 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1189 x 0.1281=0.015230
#xi=1.003300#pm0.000677

Dphi  CF  CFerr
-1.473  0.984678  0.048153
-1.276  1.023671  0.041847
-1.080  1.012468  0.035582
-0.884  1.000069  0.030947
-0.687  1.000205  0.027886
-0.491  1.050833  0.026052
-0.295  1.156956  0.025210
-0.098  1.251492  0.024772
0.098  1.262710  0.025130
0.295  1.109068  0.025039
0.491  1.047015  0.026916
0.687  0.978402  0.028491
0.884  1.022931  0.032794
1.080  1.002051  0.037745
1.276  1.007648  0.045333
1.473  1.050413  0.052418
1.669  0.959607  0.047098
1.865  1.064137  0.042234
2.062  1.034125  0.036468
2.258  1.023279  0.031587
2.454  1.052887  0.029339
2.651  1.029211  0.027029
2.847  1.064669  0.026783
3.043  1.065020  0.026379
3.240  1.060139  0.025972
3.436  1.059647  0.026286
3.632  1.028471  0.027077
3.829  1.071679  0.030345
4.025  0.987693  0.032098
4.222  0.998679  0.035922
4.418  1.033248  0.041308
4.614  0.975191  0.047734


5-10 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1189 x 0.1372=0.016316
#xi=1.000157#pm0.000710

Dphi  CF  CFerr
-1.473  0.758301  0.148092
-1.276  0.928547  0.131282
-1.080  1.091334  0.124745
-0.884  1.183657  0.111315
-0.687  0.919844  0.091464
-0.491  1.131991  0.093879
-0.295  1.188281  0.087608
-0.098  1.917642  0.104736
0.098  1.761205  0.100935
0.295  1.404944  0.099452
0.491  1.002308  0.091465
0.687  0.938546  0.099965
0.884  0.961392  0.109907
1.080  1.163795  0.146932
1.276  1.030939  0.155006
1.473  1.144501  0.187180
1.669  1.060311  0.169135
1.865  0.968433  0.134327
2.062  0.994698  0.119585
2.258  1.042301  0.107717
2.454  1.009363  0.100062
2.651  0.913832  0.087521
2.847  1.120124  0.097152
3.043  1.159625  0.094075
3.240  1.050632  0.089356
3.436  1.046481  0.090879
3.632  1.181779  0.100010
3.829  0.896357  0.095135
4.025  1.067577  0.115485
4.222  0.903520  0.117966
4.418  1.250464  0.157052
4.614  0.992416  0.166405


5-10 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1189 x 0.1259=0.014969
#xi=0.904825#pm0.003685

Dphi  CF  CFerr
-1.473  0.450350  0.270488
-1.276  0.545386  0.246525
-1.080  0.869818  0.279489
-0.884  1.025043  0.270625
-0.687  0.950995  0.222746
-0.491  0.731157  0.185405
-0.295  1.263301  0.230452
-0.098  3.681441  0.371750
0.098  4.850851  0.457179
0.295  1.944618  0.293405
0.491  1.239009  0.259459
0.687  1.268283  0.290257
0.884  1.382034  0.334367
1.080  0.988212  0.318815
1.276  0.884467  0.339866
1.473  1.154199  0.447965
1.669  1.451540  0.497257
1.865  0.919781  0.330719
2.062  0.835035  0.268749
2.258  0.985426  0.259992
2.454  1.623741  0.322033
2.651  0.594638  0.166865
2.847  1.151389  0.235417
3.043  1.651421  0.288952
3.240  1.681469  0.293764
3.436  1.342556  0.264832
3.632  1.393835  0.285985
3.829  0.925394  0.251735
4.025  0.827255  0.253752
4.222  1.376783  0.377304
4.418  0.872559  0.296934
4.614  0.908876  0.378101


5-10 #otimes 5-10 GeV/c
v_{2}^{t}v_{2}^{p}=0.1189 x 0.1183=0.014063
#xi=0.790503#pm0.002008

Dphi  CF  CFerr
-1.473  0.667253  0.477697
-1.276  1.600043  0.588202
-1.080  0.622927  0.315200
-0.884  0.850838  0.326732
-0.687  1.129792  0.347809
-0.491  0.839508  0.257099
-0.295  1.531014  0.321541
-0.098  5.759935  0.629702
0.098  4.907397  0.553738
0.295  1.729600  0.384283
0.491  1.078213  0.306777
0.687  0.469897  0.211992
0.884  0.914684  0.328861
1.080  0.990674  0.412858
1.276  1.434875  0.557087
1.473  0.941860  0.553187
1.669  0.829982  0.486944
1.865  1.434306  0.556444
2.062  0.693282  0.314025
2.258  1.292454  0.399011
2.454  0.833390  0.282162
2.651  0.818584  0.263395
2.847  0.954713  0.280543
3.043  2.057868  0.427451
3.240  1.487144  0.351029
3.436  1.411581  0.342283
3.632  0.453031  0.204718
3.829  1.105441  0.340222
4.025  0.464315  0.234170
4.222  1.261889  0.430760
4.418  0.899541  0.409646
4.614  0.625747  0.365819
