Au + Au 40 - 60 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.2072 x 0.0838=0.017373
#xi=1.036968#pm0.003274

Dphi  CF  CFerr
-1.473  1.005304  0.000584
-1.276  1.007584  0.000571
-1.080  1.016905  0.000544
-0.884  1.032509  0.000491
-0.687  1.052973  0.000437
-0.491  1.078552  0.000406
-0.295  1.100836  0.000395
-0.098  1.112587  0.000393
0.098  1.112239  0.000389
0.295  1.101352  0.000387
0.491  1.078769  0.000396
0.687  1.052913  0.000427
0.884  1.032728  0.000477
1.080  1.016063  0.000524
1.276  1.008023  0.000553
1.473  1.005380  0.000577
1.669  1.007821  0.000605
1.865  1.017760  0.000593
2.062  1.031384  0.000537
2.258  1.047315  0.000487
2.454  1.062166  0.000459
2.651  1.076525  0.000440
2.847  1.087276  0.000421
3.043  1.091147  0.000405
3.240  1.092075  0.000402
3.436  1.087585  0.000414
3.632  1.076248  0.000432
3.829  1.062859  0.000450
4.025  1.046613  0.000473
4.222  1.031130  0.000518
4.418  1.016860  0.000571
4.614  1.009798  0.000593


2-3 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.2072 x 0.1562=0.032368
#xi=1.050096#pm0.006010

Dphi  CF  CFerr
-1.473  0.993818  0.001350
-1.276  0.994661  0.001249
-1.080  1.011066  0.001080
-0.884  1.039349  0.000961
-0.687  1.082367  0.000874
-0.491  1.129752  0.000801
-0.295  1.180870  0.000753
-0.098  1.213818  0.000725
0.098  1.212823  0.000724
0.295  1.182382  0.000743
0.491  1.130009  0.000782
0.687  1.080927  0.000833
0.884  1.039097  0.000910
1.080  1.010478  0.001027
1.276  0.996597  0.001208
1.473  0.992562  0.001356
1.669  1.000242  0.001352
1.865  1.018497  0.001227
2.062  1.042799  0.001073
2.258  1.069882  0.000961
2.454  1.098376  0.000874
2.651  1.121336  0.000820
2.847  1.140045  0.000792
3.043  1.152188  0.000781
3.240  1.150731  0.000780
3.436  1.140475  0.000785
3.632  1.122158  0.000812
3.829  1.099353  0.000857
4.025  1.070632  0.000938
4.222  1.042801  0.001040
4.418  1.018512  0.001186
4.614  1.000126  0.001314


2-3 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.2072 x 0.2072=0.042938
#xi=1.064919#pm0.008193

Dphi  CF  CFerr
-1.473  0.990434  0.004771
-1.276  0.991589  0.004212
-1.080  1.011028  0.003612
-0.884  1.047931  0.003220
-0.687  1.114144  0.002982
-0.491  1.195991  0.002776
-0.295  1.310632  0.002626
-0.098  1.403485  0.002564
0.098  1.403264  0.002562
0.295  1.313452  0.002610
0.491  1.196288  0.002700
0.687  1.113869  0.002829
0.884  1.048965  0.003021
1.080  1.011485  0.003417
1.276  0.993161  0.004109
1.473  0.994774  0.004807
1.669  1.008925  0.004674
1.865  1.021541  0.004090
2.062  1.070707  0.003659
2.258  1.096244  0.003248
2.454  1.139856  0.002957
2.651  1.176530  0.002766
2.847  1.200301  0.002683
3.043  1.219884  0.002678
3.240  1.222528  0.002683
3.436  1.202509  0.002679
3.632  1.175287  0.002744
3.829  1.140225  0.002923
4.025  1.097748  0.003197
4.222  1.070247  0.003579
4.418  1.022107  0.004007
4.614  1.008457  0.004593


3-4 #otimes 0.4-1 GeV/c
