Au + Au 60 - 70 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1814 x 0.0753=0.013668
3.829  1.606037  0.130516
4.025  1.461083  0.135464
4.222  1.424064  0.151259
4.418  1.368156  0.166392
4.614  1.058199  0.175097


4-5 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1458 x 0.0754=0.010983
#xi=1.130843#pm0.005106

Dphi  CF  CFerr
-1.473  1.140554  0.017458
-1.276  1.132694  0.017026
-1.080  1.097684  0.015924
-0.884  1.117451  0.014268
-0.687  1.178524  0.012940
-0.491  1.183500  0.011948
-0.295  1.263477  0.012014
-0.098  1.265288  0.011878
0.098  1.277482  0.011857
0.295  1.260441  0.011846
0.491  1.186683  0.011935
0.687  1.178672  0.013093
0.884  1.101282  0.014298
1.080  1.128684  0.016063
1.276  1.149685  0.017141
1.473  1.118483  0.017608
1.669  1.116831  0.018364
1.865  1.130146  0.017847
2.062  1.135959  0.016054
2.258  1.167509  0.014671
2.454  1.196422  0.013944
2.651  1.207966  0.013279
2.847  1.249171  0.012841
3.043  1.269451  0.012488
3.240  1.252752  0.012388
3.436  1.245915  0.012741
3.632  1.230966  0.013204
3.829  1.194402  0.013612
4.025  1.199334  0.014458
4.222  1.157111  0.015828
4.418  1.117114  0.017153
4.614  1.080211  0.017186


4-5 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1458 x 0.1437=0.020940
#xi=1.194509#pm0.007716

Dphi  CF  CFerr
-1.473  1.190357  0.043686
-1.276  1.107863  0.039050
-1.080  1.138132  0.033056
-0.884  1.215434  0.030462
-0.687  1.230312  0.026936
-0.491  1.372232  0.025921
-0.295  1.548631  0.025294
-0.098  1.752951  0.025813
0.098  1.697200  0.025610
0.295  1.554407  0.025314
0.491  1.316497  0.025590
0.687  1.261218  0.026946
0.884  1.189398  0.029885
1.080  1.164840  0.033632
1.276  1.121631  0.039563
1.473  1.201595  0.045465
1.669  1.213380  0.044466
1.865  1.235968  0.040502
2.062  1.259129  0.034471
2.258  1.282654  0.031351
2.454  1.313016  0.028327
2.651  1.401283  0.027464
2.847  1.412146  0.026382
3.043  1.411116  0.025880
3.240  1.453985  0.026174
3.436  1.432759  0.026107
3.632  1.338847  0.026711
3.829  1.318766  0.027854
4.025  1.286579  0.030979
4.222  1.242354  0.033651
4.418  1.224385  0.039203
4.614  1.144107  0.041772


4-5 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1458 x 0.1814=0.026444
#xi=1.270223#pm0.016003

Dphi  CF  CFerr
-1.473  1.467924  0.176697
-1.276  1.160874  0.134838
-1.080  1.348032  0.122874
-0.884  1.296997  0.105875
-0.687  1.300475  0.094661
-0.491  1.481378  0.090516
-0.295  2.405342  0.106510
-0.098  3.472218  0.121372
0.098  3.649931  0.125101
0.295  2.206171  0.102960
0.491  1.531478  0.093147
0.687  1.343348  0.094167
0.884  1.228854  0.100737
1.080  1.316803  0.122989
1.276  1.072616  0.131889
1.473  1.042637  0.151319
1.669  1.493175  0.174885
1.865  1.262166  0.137722
2.062  1.466817  0.128104
2.258  1.462276  0.112077
2.454  1.667694  0.108500
2.651  1.668423  0.100541
2.847  1.816187  0.100225
3.043  1.942414  0.102432
3.240  1.982505  0.103071
3.436  1.919227  0.102395
3.632  1.518914  0.093853
3.829  1.559030  0.104070
4.025  1.420620  0.110567
4.222  1.270262  0.116697
4.418  1.061018  0.122323
4.614  1.112386  0.147419


4-5 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1458 x 0.1804=0.026300
#xi=1.109424#pm0.014127

Dphi  CF  CFerr
-1.473  1.249227  0.513261
-1.276  1.529100  0.444816
-1.080  0.816847  0.289889
-0.884  1.432029  0.330632
-0.687  2.247341  0.383861
-0.491  1.514672  0.283128
-0.295  3.081417  0.365677
-0.098  9.478171  0.632879
0.098  8.058572  0.570342
0.295  3.818600  0.413924
0.491  1.682330  0.309334
0.687  1.380884  0.303437
0.884  1.142559  0.306850
1.080  1.388137  0.387420
1.276  1.038114  0.394551
1.473  0.754067  0.381339
1.669  0.688234  0.345191
1.865  1.128147  0.378010
2.062  1.590015  0.400820
2.258  0.987423  0.275077
2.454  1.586485  0.323531
2.651  2.115030  0.351233
2.847  2.199541  0.347197
3.043  3.089303  0.398216
3.240  3.188276  0.402257
3.436  2.833964  0.383334
3.632  2.624799  0.379754
3.829  2.044695  0.378046
4.025  1.311371  0.329701
4.222  1.306518  0.364708
4.418  1.599045  0.464696
4.614  0.533818  0.308980


4-5 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1458 x 0.1458=0.021249
#xi=1.213560#pm0.014705

Dphi  CF  CFerr
-1.473  1.315890  1.322450
-1.276  1.368929  0.976363
-1.080  1.067949  0.763727
-0.884  1.028201  0.599786
-0.687  2.314289  0.952990
-0.491  1.904227  0.732329
-0.295  5.357225  1.223961
-0.098  16.269613  1.927209
0.098  15.991659  1.947865
0.295  4.453235  1.132222
0.491  1.808511  0.745181
0.687  1.950221  0.880057
0.884  0.477704  0.478554
1.080  1.256781  0.895211
1.276  0.743716  0.745871
1.473  1.197451  1.202050
1.669  1.038122  1.041606
1.865  1.673588  0.988540
2.062  2.174059  1.096812
2.258  2.614328  1.078312
2.454  1.801642  0.811853
2.651  3.191100  1.028928
2.847  3.736128  1.094097
3.043  6.583309  1.406645
3.240  5.766791  1.348454
3.436  3.535627  1.041181
3.632  2.835963  0.955150
3.829  2.324786  0.957661
4.025  1.605821  0.813591
4.222  2.156856  1.089047
4.418  1.484692  1.055522
4.614  1.884017  1.341081


5-10 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1403 x 0.0753=0.010570
#xi=1.112238#pm0.003378

Dphi  CF  CFerr
-1.473  1.081916  0.042364
-1.276  1.058409  0.040913
-1.080  1.037133  0.038554
-0.884  1.128489  0.035836
-0.687  1.154274  0.031955
-0.491  1.234795  0.030645
-0.295  1.280480  0.030393
-0.098  1.269195  0.029989
0.098  1.316627  0.030423
0.295  1.254810  0.030081
0.491  1.205500  0.030474
0.687  1.116437  0.032579
0.884  1.180988  0.037837
1.080  1.127254  0.041078
1.276  1.089774  0.042546
1.473  1.130172  0.044736
1.669  1.165198  0.046953
1.865  1.129119  0.044701
2.062  1.195677  0.041535
2.258  1.256129  0.038359
2.454  1.139473  0.034263
2.651  1.172780  0.032997
2.847  1.320611  0.033413
3.043  1.229578  0.031190
3.240  1.259670  0.031578
3.436  1.290293  0.032962
3.632  1.259551  0.033933
3.829  1.176043  0.034342
4.025  1.235063  0.037315
4.222  1.146697  0.040191
4.418  1.189729  0.045002
4.614  1.176550  0.045236


5-10 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1403 x 0.1436=0.020158
#xi=1.164463#pm0.002907

Dphi  CF  CFerr
-1.473  1.152541  0.106490
-1.276  1.028130  0.093675
-1.080  1.065194  0.079183
-0.884  1.135331  0.073173
-0.687  1.188180  0.066074
-0.491  1.442418  0.066695
-0.295  1.755881  0.067747
-0.098  1.956329  0.068780
0.098  2.048701  0.071512
0.295  1.717651  0.067332
0.491  1.267844  0.063958
0.687  1.363911  0.071784
0.884  1.163892  0.076117
1.080  1.072881  0.082577
1.276  1.230040  0.105982
1.473  1.225834  0.116831
1.669  1.143723  0.107006
1.865  1.163435  0.097075
2.062  1.281023  0.087107
2.258  1.259758  0.077480
2.454  1.388258  0.073442
2.651  1.427622  0.070249
2.847  1.500033  0.068844
3.043  1.625331  0.070218
3.240  1.623338  0.070800
3.436  1.588569  0.069852
3.632  1.378590  0.069097
3.829  1.253128  0.069011
4.025  1.365187  0.081667
4.222  1.254973  0.085608
4.418  1.138331  0.095007
4.614  1.203020  0.108686


5-10 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1403 x 0.1815=0.025465
#xi=1.052231#pm0.013016

Dphi  CF  CFerr
-1.473  1.003379  0.356608
-1.276  1.166540  0.325867
-1.080  0.965467  0.260655
-0.884  1.365066  0.272013
-0.687  1.434767  0.251435
-0.491  1.607422  0.236441
-0.295  2.798067  0.285937
-0.098  5.661648  0.397020
0.098  5.567160  0.393955
0.295  2.701351  0.297693
0.491  1.534533  0.238727
0.687  1.169084  0.230471
0.884  0.877548  0.220383
1.080  1.184888  0.298080
1.276  0.746256  0.283183
1.473  0.922655  0.351333
1.669  1.147341  0.384640
1.865  0.851604  0.270605
2.062  1.032599  0.259825
2.258  1.278418  0.262536
2.454  1.820953  0.283556
2.651  2.231636  0.293437
2.847  2.065622  0.271626
3.043  2.021635  0.261596
3.240  2.327055  0.284954
3.436  2.677100  0.308822
3.632  2.448455  0.304213
3.829  1.710030  0.279547
4.025  1.581614  0.292796
4.222  2.038779  0.383098
4.418  1.345736  0.350049
4.614  1.560892  0.441224


5-10 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1403 x 0.1803=0.025301
#xi=1.315419#pm0.002287

Dphi  CF  CFerr
-1.473  6.118031  3.116730
-1.276  1.695888  1.207096
-1.080  1.237786  0.880158
-0.884  2.144523  0.972212
-0.687  1.624003  0.821146
-0.491  1.695063  0.763028
-0.295  5.361715  1.294583
-0.098  15.475734  2.070486
0.098  14.459729  1.948368
0.295  3.836640  1.082473
0.491  0.987225  0.572416
0.687  0.916028  0.650924
0.884  1.087886  0.775182
1.080  2.391163  1.392034
1.276  1.023702  1.030072
1.473  0.000000  0.000000
1.669  0.000000  0.000000
1.865  3.235200  1.634807
2.062  2.785817  1.407280
2.258  1.557574  0.906575
2.454  3.532054  1.199537
2.651  2.661870  0.957355
2.847  3.615510  1.161131
3.043  8.212020  1.688066
3.240  5.266752  1.302879
3.436  3.613930  1.062521
3.632  7.248149  1.671203
3.829  1.815965  0.913901
4.025  2.050912  1.035525
4.222  0.629851  0.632128
4.418  1.726682  1.233317
4.614  0.000000  0.000000


5-10 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1403 x 0.1460=0.020493
#xi=2.445854#pm0.018242

Dphi  CF  CFerr
-1.473  0.000000  0.000000
-1.276  5.330588  5.417076
-1.080  0.000000  0.000000
-0.884  0.000000  0.000000
-0.687  1.669329  1.717674
-0.491  4.087027  2.932526
-0.295  7.352504  3.402452
-0.098  28.330667  6.544070
0.098  47.810444  8.897146
0.295  3.628648  2.607256
0.491  0.000000  0.000000
0.687  2.856584  2.884952
0.884  0.000000  0.000000
1.080  0.000000  0.000000
1.276  0.000000  0.000000
1.473  0.000000  0.000000
1.669  7.186360  7.319671
1.865  5.068966  5.137604
2.062  0.000000  0.000000
2.258  0.000000  0.000000
2.454  2.113315  2.129596
2.651  4.364986  3.130229
2.847  4.428921  3.169603
3.043  14.504653  5.484158
3.240  19.386194  6.585704
3.436  8.799642  4.172029
3.632  0.000000  0.000000
3.829  1.535672  1.612661
4.025  0.000000  0.000000
4.222  0.000000  0.000000
4.418  0.000000  0.000000
4.614  8.308172  8.514257


5-10 #otimes 5-10 GeV/c
v_{2}^{t}v_{2}^{p}=0.1403 x 0.1403=0.019695
#xi=3.510733#pm0.025721

Dphi  CF  CFerr
-1.473  15.492123  16.871172
-1.276  0.000000  0.000000
-1.080  0.000000  0.000000
-0.884  3.865992  4.011324
-0.687  5.452262  4.014933
-0.491  0.000000  0.000000
-0.295  15.728015  7.540078
-0.098  101.222816  20.815868
0.098  68.103775  13.972992
0.295  3.123447  3.150739
0.491  2.680858  2.707190
0.687  0.000000  0.000000
0.884  4.138855  4.207347
1.080  0.000000  0.000000
1.276  0.000000  0.000000
1.473  0.000000  0.000000
1.669  0.000000  0.000000
1.865  0.000000  0.000000
2.062  0.000000  0.000000
2.258  0.000000  0.000000
2.454  3.020859  3.134569
2.651  0.000000  0.000000
2.847  14.824400  8.874599
3.043  20.062796  8.098554
3.240  23.205280  8.797323
3.436  16.929346  7.963525
3.632  3.246249  3.298467
3.829  4.442777  4.539000
4.025  0.000000  0.000000
4.222  0.000000  0.000000
4.418  0.000000  0.000000
4.614  0.000000  0.000000
