Au + Au 30 - 40 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.2025 x 0.0771=0.015604
0.884  1.011662  0.001044
1.080  0.997309  0.001151
1.276  0.990733  0.001212
1.473  0.991672  0.001266
1.669  0.996102  0.001335
1.865  1.003258  0.001310
2.062  1.014580  0.001179
2.258  1.029617  0.001066
2.454  1.044804  0.001006
2.651  1.054909  0.000961
2.847  1.063438  0.000918
3.043  1.068393  0.000883
3.240  1.068138  0.000876
3.436  1.064905  0.000903
3.632  1.056608  0.000942
3.829  1.044089  0.000981
4.025  1.031134  0.001031
4.222  1.013314  0.001133
4.418  1.002812  0.001252
4.614  0.993852  0.001293


3-4 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.2060 x 0.1458=0.030033
#xi=1.023256#pm0.004339

Dphi  CF  CFerr
-1.473  0.975554  0.002903
-1.276  0.974969  0.002696
-1.080  0.985506  0.002289
-0.884  1.011752  0.002060
-0.687  1.048182  0.001851
-0.491  1.094538  0.001711
-0.295  1.141817  0.001596
-0.098  1.172292  0.001538
0.098  1.175537  0.001543
0.295  1.138201  0.001569
0.491  1.093604  0.001678
0.687  1.046169  0.001767
0.884  1.012100  0.001959
1.080  0.986695  0.002191
1.276  0.981321  0.002624
1.473  0.974474  0.002932
1.669  0.984320  0.002925
1.865  0.993838  0.002654
2.062  1.021530  0.002297
2.258  1.042516  0.002068
2.454  1.066198  0.001864
2.651  1.085723  0.001752
2.847  1.101534  0.001687
3.043  1.111358  0.001662
3.240  1.110551  0.001658
3.436  1.103175  0.001663
3.632  1.087511  0.001735
3.829  1.064860  0.001812
4.025  1.045682  0.002013
4.222  1.020406  0.002208
4.418  0.997155  0.002555
4.614  0.983399  0.002823


3-4 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.2060 x 0.2025=0.041712
#xi=1.035011#pm0.007532

Dphi  CF  CFerr
-1.473  0.966624  0.010258
-1.276  0.968612  0.008959
-1.080  0.991358  0.007709
-0.884  1.007797  0.006799
-0.687  1.070939  0.006305
-0.491  1.153361  0.005882
-0.295  1.261959  0.005551
-0.098  1.386907  0.005478
0.098  1.377773  0.005467
0.295  1.268715  0.005538
0.491  1.155740  0.005746
0.687  1.070525  0.005986
0.884  1.022234  0.006448
1.080  0.978192  0.007271
1.276  0.968944  0.008784
1.473  0.966690  0.010360
1.669  0.971949  0.010047
1.865  1.007518  0.008798
2.062  1.037917  0.007810
2.258  1.058466  0.006896
2.454  1.093922  0.006278
2.651  1.125438  0.005847
2.847  1.137314  0.005639
3.043  1.157529  0.005635
3.240  1.151878  0.005618
3.436  1.153932  0.005654
3.632  1.122308  0.005771
3.829  1.093342  0.006168
4.025  1.062205  0.006775
4.222  1.030219  0.007540
4.418  0.992369  0.008501
4.614  0.979243  0.009856


3-4 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.2060 x 0.2060=0.042426
#xi=1.008376#pm0.008384

Dphi  CF  CFerr
-1.473  0.952228  0.033438
-1.276  0.938207  0.027760
-1.080  0.938852  0.023555
-0.884  1.006786  0.021254
-0.687  1.099261  0.020517
-0.491  1.171873  0.019235
-0.295  1.372094  0.018935
-0.098  1.733664  0.019677
0.098  1.730296  0.019652
0.295  1.372655  0.018950
0.491  1.174736  0.019262
0.687  1.108217  0.020631
0.884  1.012477  0.021329
1.080  0.946524  0.023728
1.276  0.932015  0.027665
1.473  0.958999  0.033562
1.669  0.995966  0.032314
1.865  0.997922  0.026978
2.062  1.001502  0.024189
2.258  1.058187  0.021921
2.454  1.131265  0.020810
2.651  1.144370  0.019188
2.847  1.170487  0.018751
3.043  1.219241  0.018808
3.240  1.210041  0.018695
3.436  1.173111  0.018729
3.632  1.140158  0.019111
3.829  1.137510  0.020894
4.025  1.070910  0.022132
4.222  1.007040  0.024277
4.418  1.001217  0.027121
4.614  0.988123  0.032098


4-5 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1848 x 0.0771=0.014250
#xi=1.016580#pm0.002028

Dphi  CF  CFerr
-1.473  0.994735  0.003341
-1.276  0.998119  0.003269
-1.080  1.000897  0.003104
-0.884  1.012652  0.002775
-0.687  1.020854  0.002457
-0.491  1.044431  0.002290
-0.295  1.070790  0.002253
-0.098  1.076139  0.002239
0.098  1.074852  0.002221
0.295  1.062804  0.002225
0.491  1.051466  0.002301
0.687  1.027192  0.002508
0.884  1.009256  0.002813
1.080  1.001688  0.003115
1.276  0.992607  0.003281
1.473  0.998555  0.003433
1.669  1.002508  0.003581
1.865  0.999001  0.003445
2.062  1.019521  0.003112
2.258  1.030062  0.002821
2.454  1.041145  0.002660
2.651  1.052417  0.002532
2.847  1.061754  0.002419
3.043  1.065111  0.002337
3.240  1.066876  0.002334
3.436  1.059539  0.002400
3.632  1.059001  0.002502
3.829  1.044845  0.002602
4.025  1.028061  0.002740
4.222  1.020025  0.003048
4.418  1.008350  0.003349
4.614  0.997682  0.003403


4-5 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1848 x 0.1458=0.026946
#xi=1.026600#pm0.004495

Dphi  CF  CFerr
-1.473  0.973233  0.007595
-1.276  0.998558  0.007134
-1.080  0.999274  0.005934
-0.884  1.020269  0.005354
-0.687  1.039313  0.004751
-0.491  1.087879  0.004429
-0.295  1.143377  0.004165
-0.098  1.192831  0.004084
0.098  1.185915  0.004107
0.295  1.134350  0.004157
0.491  1.087056  0.004488
0.687  1.051764  0.004753
0.884  1.013922  0.005345
1.080  0.994166  0.006011
1.276  0.980267  0.007197
1.473  0.969431  0.007941
1.669  0.981683  0.007748
1.865  1.007893  0.007038
2.062  1.018291  0.005988
2.258  1.047199  0.005444
2.454  1.064343  0.004898
2.651  1.084274  0.004642
2.847  1.109449  0.004494
3.043  1.111148  0.004414
3.240  1.110885  0.004399
3.436  1.102682  0.004409
3.632  1.086015  0.004633
3.829  1.062138  0.004824
4.025  1.042152  0.005385
4.222  1.031233  0.005902
4.418  1.007704  0.006833
4.614  0.991473  0.007532


4-5 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1848 x 0.2025=0.037424
#xi=1.032468#pm0.002701

Dphi  CF  CFerr
-1.473  0.919179  0.026481
-1.276  1.036117  0.023981
-1.080  0.974006  0.019686
-0.884  0.988538  0.017355
-0.687  1.041865  0.016039
-0.491  1.175281  0.015409
-0.295  1.310374  0.014796
-0.098  1.477526  0.014871
0.098  1.476587  0.014983
0.295  1.296522  0.014879
0.491  1.154018  0.015368
0.687  1.097992  0.016263
0.884  1.010808  0.017386
1.080  0.970287  0.019881
1.276  0.977296  0.024270
1.473  1.008674  0.028752
1.669  0.972503  0.026844
1.865  1.002829  0.023007
2.062  1.035105  0.020401
2.258  1.041201  0.017877
2.454  1.092661  0.016518
2.651  1.117983  0.015442
2.847  1.181960  0.015353
3.043  1.158278  0.014967
3.240  1.176047  0.015022
3.436  1.153869  0.015020
3.632  1.132223  0.015487
3.829  1.101535  0.016663
4.025  1.072461  0.018250
4.222  1.031080  0.020098
4.418  0.996576  0.022560
4.614  1.024054  0.026898


4-5 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1848 x 0.2060=0.038066
#xi=1.036776#pm0.008822

Dphi  CF  CFerr
-1.473  1.024190  0.093015
-1.276  0.857348  0.068810
-1.080  0.982475  0.062625
-0.884  1.003251  0.054014
-0.687  1.015708  0.051200
-0.491  1.155118  0.049585
-0.295  1.472953  0.051441
-0.098  2.407701  0.061546
0.098  2.267061  0.060163
0.295  1.562051  0.054003
0.491  1.239658  0.052614
0.687  0.976578  0.051796
0.884  1.036502  0.058964
1.080  1.155298  0.072488
1.276  1.048658  0.081791
1.473  0.823910  0.083333
1.669  0.903647  0.081899
1.865  1.075833  0.074649
2.062  0.961729  0.062074
2.258  1.085910  0.058063
2.454  1.111390  0.054581
2.651  1.277030  0.054179
2.847  1.292608  0.053202
3.043  1.346770  0.052510
3.240  1.325664  0.052218
3.436  1.254672  0.051621
3.632  1.263655  0.053599
3.829  1.114600  0.055230
4.025  1.059091  0.058477
4.222  1.094825  0.067159
4.418  0.906034  0.067999
4.614  1.139406  0.092943


4-5 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1848 x 0.1848=0.034147
#xi=0.942048#pm0.004056

Dphi  CF  CFerr
-1.473  1.134321  0.246240
-1.276  0.734607  0.157706
-1.080  0.865148  0.144856
-0.884  1.109559  0.143548
-0.687  0.872220  0.117271
-0.491  1.005406  0.113599
-0.295  1.485668  0.131144
-0.098  3.995849  0.198881
0.098  4.151559  0.205266
0.295  1.463652  0.130420
0.491  1.012504  0.118922
0.687  0.920856  0.125576
0.884  1.094747  0.149282
1.080  0.950475  0.164561
1.276  0.873779  0.180286
1.473  1.125158  0.247974
1.669  1.308638  0.250531
1.865  0.971803  0.173601
2.062  0.718201  0.134329
2.258  1.207917  0.152696
2.454  0.994371  0.125774
2.651  1.479316  0.144795
2.847  1.407020  0.136171
3.043  1.611483  0.144636
3.240  1.508362  0.136724
3.436  1.327830  0.130435
3.632  1.520944  0.145491
3.829  1.017465  0.131928
4.025  1.221001  0.157082
4.222  0.867605  0.149441
4.418  1.005136  0.176740
4.614  1.413923  0.261620


5-10 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1637 x 0.0771=0.012621
#xi=1.011011#pm0.001922

Dphi  CF  CFerr
-1.473  0.988706  0.008423
-1.276  1.002587  0.008286
-1.080  1.000956  0.007845
-0.884  0.994111  0.006946
-0.687  1.024062  0.006248
-0.491  1.058774  0.005872
-0.295  1.073547  0.005771
-0.098  1.077752  0.005751
0.098  1.068208  0.005697
0.295  1.072981  0.005763
0.491  1.044196  0.005929
0.687  1.025133  0.006497
0.884  1.005562  0.007280
1.080  0.984768  0.008012
1.276  0.992680  0.008497
1.473  1.011799  0.008877
1.669  1.012439  0.009161
1.865  1.016219  0.008797
2.062  1.013547  0.007899
2.258  1.039248  0.007242
2.454  1.039263  0.006799
2.651  1.062807  0.006508
2.847  1.066807  0.006216
3.043  1.082148  0.006074
3.240  1.071129  0.006043
3.436  1.070272  0.006237
3.632  1.051391  0.006424
3.829  1.055784  0.006750
4.025  1.040354  0.007125
4.222  1.021147  0.007899
4.418  1.016225  0.008641
4.614  0.992497  0.008611


5-10 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1637 x 0.1458=0.023866
#xi=1.014663#pm0.005176

Dphi  CF  CFerr
-1.473  0.972585  0.019024
-1.276  1.005020  0.017992
-1.080  0.980878  0.014665
-0.884  1.026760  0.013536
-0.687  1.065377  0.012159
-0.491  1.088922  0.011292
-0.295  1.145751  0.010651
-0.098  1.231188  0.010669
0.098  1.230728  0.010805
0.295  1.133869  0.010719
0.491  1.095113  0.011741
0.687  1.047315  0.012329
0.884  1.007386  0.013957
1.080  0.995063  0.015635
1.276  0.951117  0.018356
1.473  0.993650  0.020605
1.669  0.977483  0.019470
1.865  1.005505  0.017765
2.062  1.042548  0.015274
2.258  1.040824  0.013821
2.454  1.090172  0.012650
2.651  1.100057  0.012017
2.847  1.116775  0.011598
3.043  1.126594  0.011458
3.240  1.093366  0.011259
3.436  1.099368  0.011357
3.632  1.097051  0.012089
3.829  1.059368  0.012462
4.025  1.033064  0.013951
4.222  1.064996  0.015436
4.418  1.025580  0.017778
4.614  0.972425  0.019034


5-10 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1637 x 0.2025=0.033148
#xi=1.045060#pm0.000945

Dphi  CF  CFerr
-1.473  0.973833  0.068231
-1.276  1.027611  0.058980
-1.080  1.043304  0.051294
-0.884  1.046570  0.044847
-0.687  1.114485  0.042154
-0.491  1.077438  0.037286
-0.295  1.407855  0.039364
-0.098  1.747751  0.041597
0.098  1.750793  0.042128
0.295  1.361183  0.039580
0.491  1.159161  0.039842
0.687  1.004724  0.040616
0.884  1.050855  0.046441
1.080  0.983274  0.052600
1.276  0.958262  0.062715
1.473  0.976833  0.071630
1.669  1.077269  0.071210
1.865  0.992944  0.057843
2.062  1.129760  0.053712
2.258  1.047630  0.044978
2.454  1.167813  0.043460
2.651  1.116802  0.039775
2.847  1.187891  0.039513
3.043  1.276673  0.040526
3.240  1.317655  0.041052
3.436  1.212071  0.039744
3.632  1.216744  0.041639
3.829  1.200946  0.045037
4.025  1.139812  0.048754
4.222  1.037745  0.051990
4.418  0.985907  0.057591
4.614  1.018600  0.068364


5-10 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1637 x 0.2059=0.033709
#xi=0.914684#pm0.007502

Dphi  CF  CFerr
-1.473  1.076927  0.243182
-1.276  0.615828  0.142123
-1.080  1.208188  0.171287
-0.884  0.945487  0.134994
-0.687  1.163922  0.137950
-0.491  1.229628  0.130171
-0.295  1.588417  0.138840
-0.098  3.582067  0.194172
0.098  3.603242  0.196985
0.295  1.468719  0.136253
0.491  1.293411  0.139243
0.687  1.016057  0.139591
0.884  0.687913  0.123542
1.080  1.143512  0.190232
1.276  1.121853  0.218452
1.473  0.630747  0.183312
1.669  0.735799  0.185350
1.865  1.094469  0.186786
2.062  1.183748  0.174986
2.258  1.111112  0.146213
2.454  1.076417  0.137223
2.651  1.404840  0.146496
2.847  1.684968  0.156775
3.043  1.514872  0.142927
3.240  1.575725  0.146649
3.436  1.713878  0.156881
3.632  1.343908  0.145212
3.829  1.346692  0.158790
4.025  1.182024  0.162642
4.222  0.727979  0.138615
4.418  0.834320  0.165636
4.614  1.281134  0.249449


5-10 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1637 x 0.1847=0.030239
#xi=0.885946#pm0.006615

Dphi  CF  CFerr
-1.473  1.253645  0.633827
-1.276  1.094651  0.494200
-1.080  1.136282  0.434128
-0.884  0.776697  0.296078
-0.687  0.999555  0.321246
-0.491  1.570944  0.376425
-0.295  2.172148  0.393154
-0.098  8.281784  0.801869
0.098  9.373528  0.818475
0.295  2.393197  0.428622
0.491  1.398296  0.354384
0.687  0.746948  0.284711
0.884  0.787502  0.324186
1.080  0.705784  0.355384
1.276  1.082071  0.546095
1.473  1.147670  0.669326
1.669  0.829916  0.483686
1.865  0.910201  0.410329
2.062  1.215171  0.464444
2.258  1.713575  0.465588
2.454  0.788867  0.281628
2.651  1.782598  0.408193
2.847  1.615976  0.377051
3.043  2.437642  0.441016
3.240  2.890840  0.508975
3.436  2.562303  0.487874
3.632  1.079603  0.314909
3.829  1.197573  0.383526
4.025  1.179862  0.398253
4.222  0.844184  0.381604
4.418  1.148303  0.473895
4.614  0.452529  0.336888


5-10 #otimes 5-10 GeV/c
v_{2}^{t}v_{2}^{p}=0.1637 x 0.1619=0.026501
#xi=0.805369#pm0.005696

Dphi  CF  CFerr
-1.473  0.000000  0.000000
-1.276  1.446768  0.847129
-1.080  1.278235  0.646314
-0.884  0.508426  0.361118
-0.687  0.922256  0.417945
-0.491  1.319573  0.472076
-0.295  2.668178  0.629883
-0.098  17.486712  1.699022
0.098  18.496035  1.788134
0.295  2.583400  0.623167
0.491  0.906960  0.408869
0.687  1.713946  0.615250
0.884  0.740216  0.430493
1.080  1.238355  0.627064
1.276  0.842316  0.605443
1.473  3.183848  1.474646
1.669  0.573475  0.576691
1.865  0.358837  0.360121
2.062  0.583846  0.415241
2.258  1.118476  0.505543
2.454  1.733698  0.587483
2.651  1.659410  0.539974
2.847  2.413039  0.619129
3.043  7.070865  1.125260
3.240  4.892187  0.875884
3.436  2.560625  0.677376
3.632  1.991438  0.611422
3.829  0.930438  0.469224
4.025  2.246950  0.767073
4.222  0.286320  0.287086
4.418  1.838485  0.836674
4.614  2.091061  1.064076
