Au + Au 10 - 20 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1391 x 0.0497=0.006914
1.080  0.999609  0.093248
1.276  0.983269  0.107944
1.473  0.994306  0.128915
1.669  0.936916  0.117449
1.865  1.124611  0.106976
2.062  0.923654  0.084179
2.258  1.069263  0.081265
2.454  0.969736  0.071047
2.651  1.092441  0.069189
2.847  1.074649  0.067738
3.043  1.158242  0.068230
3.240  1.196095  0.068445
3.436  1.024106  0.065227
3.632  1.070995  0.068149
3.829  0.981507  0.072042
4.025  1.077779  0.082613
4.222  0.871408  0.083660
4.418  0.945721  0.095672
4.614  0.931531  0.116807


5-10 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1255 x 0.0497=0.006237
#xi=1.004403#pm0.000352

Dphi  CF  CFerr
-1.473  1.004288  0.004466
-1.276  1.001108  0.004353
-1.080  1.004619  0.004130
-0.884  1.000909  0.003670
-0.687  1.009662  0.003272
-0.491  1.015732  0.003031
-0.295  1.031669  0.002975
-0.098  1.037330  0.002970
0.098  1.038410  0.002964
0.295  1.028877  0.002981
0.491  1.017005  0.003091
0.687  1.008577  0.003403
0.884  1.001973  0.003842
1.080  0.990724  0.004246
1.276  0.993947  0.004498
1.473  0.996486  0.004647
1.669  1.009019  0.004812
1.865  1.001761  0.004607
2.062  0.999509  0.004143
2.258  1.012836  0.003776
2.454  1.026744  0.003574
2.651  1.025233  0.003380
2.847  1.025581  0.003224
3.043  1.034953  0.003144
3.240  1.028462  0.003138
3.436  1.030157  0.003228
3.632  1.027341  0.003348
3.829  1.024654  0.003512
4.025  1.016417  0.003718
4.222  1.010625  0.004135
4.418  1.008554  0.004530
4.614  0.994546  0.004534


5-10 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1255 x 0.0949=0.011910
#xi=1.005640#pm0.001739

Dphi  CF  CFerr
-1.473  0.983930  0.010069
-1.276  0.994301  0.009390
-1.080  0.992361  0.007756
-0.884  0.999717  0.006997
-0.687  1.015010  0.006224
-0.491  1.033541  0.005787
-0.295  1.057733  0.005379
-0.098  1.095029  0.005277
0.098  1.094854  0.005345
0.295  1.074440  0.005483
0.491  1.046374  0.006041
0.687  1.019246  0.006426
0.884  1.005648  0.007369
1.080  0.984652  0.008227
1.276  0.975397  0.009799
1.473  1.004946  0.010902
1.669  0.999170  0.010352
1.865  0.996462  0.009265
2.062  1.026392  0.007968
2.258  1.016449  0.007179
2.454  1.040331  0.006510
2.651  1.042987  0.006189
2.847  1.042530  0.005920
3.043  1.043308  0.005818
3.240  1.045325  0.005802
3.436  1.029969  0.005802
3.632  1.038055  0.006192
3.829  1.024113  0.006454
4.025  1.031452  0.007317
4.222  1.012862  0.007884
4.418  0.992554  0.009155
4.614  0.997238  0.010118


5-10 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1255 x 0.1391=0.017467
#xi=1.006697#pm0.000686

Dphi  CF  CFerr
-1.473  1.004932  0.036787
-1.276  1.035586  0.031559
-1.080  0.997124  0.026536
-0.884  1.031927  0.023625
-0.687  0.999584  0.020897
-0.491  1.082314  0.019855
-0.295  1.154299  0.018810
-0.098  1.308364  0.019026
0.098  1.291300  0.019106
0.295  1.133872  0.019001
0.491  1.058544  0.020273
0.687  0.988292  0.021400
0.884  1.000090  0.024218
1.080  0.997515  0.028178
1.276  0.974206  0.033396
1.473  0.990231  0.038064
1.669  0.963084  0.035511
1.865  1.043760  0.031288
2.062  1.056448  0.027493
2.258  1.039229  0.023916
2.454  1.044681  0.021893
2.651  1.057709  0.020543
2.847  1.065413  0.020047
3.043  1.092456  0.019998
3.240  1.087429  0.019757
3.436  1.080139  0.019930
3.632  1.035934  0.020379
3.829  1.063935  0.022616
4.025  0.986109  0.023981
4.222  1.022210  0.027221
4.418  1.029287  0.031072
4.614  1.011568  0.036313


5-10 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1255 x 0.1483=0.018617
#xi=0.994544#pm0.001140

Dphi  CF  CFerr
-1.473  0.843056  0.118694
-1.276  0.976649  0.101041
-1.080  1.042439  0.090809
-0.884  1.079973  0.079441
-0.687  0.915071  0.068262
-0.491  1.150606  0.070261
-0.295  1.296329  0.068619
-0.098  2.071426  0.081675
0.098  1.966379  0.079863
0.295  1.383489  0.072987
0.491  1.047442  0.070114
0.687  0.921287  0.074031
0.884  0.945952  0.081018
1.080  1.098706  0.105153
1.276  1.024495  0.115197
1.473  1.075274  0.135893
1.669  1.035403  0.125217
1.865  0.948144  0.097943
2.062  1.031012  0.091104
2.258  1.005466  0.078641
2.454  1.005770  0.074151
2.651  0.930882  0.065391
2.847  1.084996  0.070144
3.043  1.178264  0.071109
3.240  1.106358  0.067629
3.436  1.121119  0.070200
3.632  1.154139  0.073669
3.829  1.083362  0.078763
4.025  1.028024  0.084113
4.222  0.874489  0.085622
4.418  1.042501  0.105752
4.614  0.948442  0.121673


5-10 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1255 x 0.1350=0.016954
#xi=0.938475#pm0.003931

Dphi  CF  CFerr
-1.473  0.742482  0.274707
-1.276  0.638190  0.204182
-1.080  0.724020  0.189456
-0.884  0.987148  0.190040
-0.687  1.173171  0.192155
-0.491  0.961095  0.160917
-0.295  1.335472  0.175834
-0.098  3.980423  0.292363
0.098  4.406378  0.314902
0.295  1.779060  0.211729
0.491  1.205267  0.190215
0.687  1.355277  0.229351
0.884  1.291375  0.237478
1.080  1.043110  0.250756
1.276  0.903889  0.254831
1.473  1.070692  0.329823
1.669  1.183832  0.335217
1.865  0.785643  0.226393
2.062  0.807026  0.193154
2.258  1.028526  0.198313
2.454  1.560755  0.236448
2.651  0.744780  0.142836
2.847  1.369549  0.196446
3.043  1.665345  0.218401
3.240  1.537227  0.205767
3.436  1.598964  0.216310
3.632  1.310845  0.200974
3.829  0.947066  0.182006
4.025  1.036039  0.211195
4.222  1.310036  0.267878
4.418  1.048764  0.252273
4.614  1.095834  0.322867


5-10 #otimes 5-10 GeV/c
v_{2}^{t}v_{2}^{p}=0.1255 x 0.1247=0.015651
#xi=0.924594#pm0.002755

Dphi  CF  CFerr
-1.473  0.835344  0.379022
-1.276  1.041165  0.354702
-1.080  0.811266  0.274305
-0.884  0.934818  0.253906
-0.687  1.023708  0.239360
-0.491  1.512428  0.266211
-0.295  1.313632  0.224001
-0.098  6.177189  0.495290
0.098  5.432765  0.448410
0.295  1.570130  0.260256
0.491  1.138787  0.233374
0.687  0.688028  0.193142
0.884  0.990703  0.253979
1.080  0.885931  0.284889
1.276  1.264382  0.389697
1.473  1.075678  0.447327
1.669  0.954993  0.396512
1.865  1.213105  0.373382
2.062  0.728138  0.247421
2.258  0.941805  0.248776
2.454  0.945784  0.233223
2.651  0.841880  0.201594
2.847  1.130465  0.226175
3.043  2.170754  0.335844
3.240  2.080215  0.318081
3.436  1.760765  0.297740
3.632  0.827727  0.204062
3.829  1.117096  0.261348
4.025  0.554194  0.186566
4.222  1.054233  0.297859
4.418  0.966640  0.311029
4.614  0.919720  0.353497
