Au + Au 10 - 20 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1391 x 0.0497=0.006914
#xi=1.006718#pm0.000973

Dphi  CF  CFerr
-1.473  0.995710  0.000204
-1.276  0.996109  0.000199
-1.080  0.998962  0.000189
-0.884  1.004460  0.000170
-0.687  1.012810  0.000150
-0.491  1.022214  0.000138
-0.295  1.030876  0.000134
-0.098  1.036296  0.000133
0.098  1.036467  0.000132
0.295  1.031128  0.000132
0.491  1.022379  0.000136
0.687  1.012655  0.000147
0.884  1.004686  0.000166
1.080  0.998756  0.000183
1.276  0.996085  0.000193
1.473  0.996054  0.000202
1.669  0.997576  0.000212
1.865  1.001599  0.000207
2.062  1.007105  0.000186
2.258  1.012647  0.000168
2.454  1.017958  0.000158
2.651  1.022865  0.000150
2.847  1.026152  0.000143
3.043  1.028100  0.000138
3.240  1.027794  0.000137
3.436  1.026248  0.000141
3.632  1.022965  0.000148
3.829  1.018351  0.000154
4.025  1.012733  0.000164
4.222  1.006645  0.000180
4.418  1.001847  0.000199
4.614  0.997728  0.000207


2-3 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1391 x 0.0949=0.013198
#xi=1.005192#pm0.001784

Dphi  CF  CFerr
-1.473  0.985778  0.000464
-1.276  0.985733  0.000428
-1.080  0.990746  0.000367
-0.884  1.001198  0.000323
-0.687  1.018188  0.000291
-0.491  1.037836  0.000263
-0.295  1.053453  0.000244
-0.098  1.065600  0.000233
0.098  1.065902  0.000233
0.295  1.053477  0.000241
0.491  1.038049  0.000258
0.687  1.018706  0.000279
0.884  1.001009  0.000308
1.080  0.989365  0.000351
1.276  0.985715  0.000416
1.473  0.986042  0.000467
1.669  0.992281  0.000464
1.865  0.998920  0.000417
2.062  1.007895  0.000362
2.258  1.016897  0.000322
2.454  1.025875  0.000290
2.651  1.033270  0.000271
2.847  1.038600  0.000260
3.043  1.041970  0.000256
3.240  1.041978  0.000255
3.436  1.038608  0.000257
3.632  1.033793  0.000268
3.829  1.025734  0.000285
4.025  1.016462  0.000314
4.222  1.008260  0.000352
4.418  0.999184  0.000404
4.614  0.991012  0.000450


2-3 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1391 x 0.1391=0.019358
#xi=1.006107#pm0.002666

Dphi  CF  CFerr
-1.473  0.982805  0.001649
-1.276  0.978736  0.001449
-1.080  0.984978  0.001231
-0.884  0.997975  0.001083
-0.687  1.027190  0.000986
-0.491  1.061990  0.000902
-0.295  1.100766  0.000831
-0.098  1.120840  0.000790
0.098  1.120286  0.000790
0.295  1.100511  0.000825
0.491  1.061613  0.000880
0.687  1.026784  0.000941
0.884  0.998779  0.001024
1.080  0.984273  0.001171
1.276  0.978233  0.001417
1.473  0.984666  0.001661
1.669  0.987996  0.001602
1.865  0.997450  0.001395
2.062  1.009788  0.001225
2.258  1.021380  0.001082
2.454  1.033705  0.000973
2.651  1.043611  0.000901
2.847  1.050499  0.000868
3.043  1.053853  0.000860
3.240  1.054555  0.000861
3.436  1.050389  0.000866
3.632  1.043591  0.000895
3.829  1.034075  0.000964
4.025  1.021772  0.001066
4.222  1.009735  0.001201
4.418  0.997400  0.001368
4.614  0.988135  0.001575


3-4 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1483 x 0.0497=0.007367
#xi=1.005044#pm0.001038

Dphi  CF  CFerr
-1.473  0.993205  0.000651
-1.276  0.993958  0.000636
-1.080  0.996185  0.000605
-0.884  1.003844  0.000543
-0.687  1.010006  0.000479
-0.491  1.022222  0.000441
-0.295  1.031983  0.000428
-0.098  1.038273  0.000425
0.098  1.037830  0.000421
0.295  1.031280  0.000420
0.491  1.021614  0.000433
0.687  1.010628  0.000471
0.884  1.002773  0.000530
1.080  0.996415  0.000587
1.276  0.994966  0.000620
1.473  0.994357  0.000647
1.669  0.997877  0.000681
1.865  1.002183  0.000667
2.062  1.008164  0.000599
2.258  1.013227  0.000539
2.454  1.019732  0.000507
2.651  1.024186  0.000482
2.847  1.027938  0.000459
3.043  1.030137  0.000442
3.240  1.030210  0.000439
3.436  1.028206  0.000452
3.632  1.024753  0.000472
3.829  1.019036  0.000493
4.025  1.013653  0.000521
4.222  1.007169  0.000575
4.418  1.001135  0.000637
4.614  0.996977  0.000660


3-4 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1483 x 0.0949=0.014070
#xi=1.005365#pm0.001909

Dphi  CF  CFerr
-1.473  0.987874  0.001487
-1.276  0.984063  0.001377
-1.080  0.989412  0.001164
-0.884  1.001324  0.001038
-0.687  1.017927  0.000924
-0.491  1.041837  0.000847
-0.295  1.062502  0.000781
-0.098  1.079762  0.000749
0.098  1.079808  0.000750
0.295  1.060294  0.000769
0.491  1.041841  0.000833
0.687  1.018084  0.000887
0.884  0.999379  0.000992
1.080  0.988404  0.001118
1.276  0.983843  0.001342
1.473  0.986459  0.001505
1.669  0.994731  0.001499
1.865  0.999807  0.001353
2.062  1.007536  0.001159
2.258  1.019412  0.001039
2.454  1.027071  0.000930
2.651  1.034059  0.000869
2.847  1.040626  0.000833
3.043  1.045391  0.000819
3.240  1.043438  0.000816
3.436  1.041020  0.000821
3.632  1.035150  0.000860
3.829  1.030205  0.000906
4.025  1.018061  0.001009
4.222  1.009461  0.001116
4.418  0.999786  0.001300
4.614  0.993285  0.001442


3-4 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1483 x 0.1391=0.020635
#xi=1.008565#pm0.002863

Dphi  CF  CFerr
-1.473  0.982942  0.005309
-1.276  0.980655  0.004620
-1.080  0.983444  0.003934
-0.884  1.001624  0.003465
-0.687  1.029480  0.003156
-0.491  1.072363  0.002901
-0.295  1.128627  0.002689
-0.098  1.172704  0.002577
0.098  1.167688  0.002573
0.295  1.133080  0.002678
0.491  1.075139  0.002839
0.687  1.031520  0.003016
0.884  1.002327  0.003280
1.080  0.979492  0.003745
1.276  0.981024  0.004543
1.473  0.982503  0.005386
1.669  0.983383  0.005204
1.865  0.996018  0.004478
2.062  1.008608  0.003941
2.258  1.026757  0.003480
2.454  1.032423  0.003123
2.651  1.046746  0.002891
2.847  1.054579  0.002785
3.043  1.058922  0.002759
3.240  1.054442  0.002750
3.436  1.047560  0.002757
3.632  1.045277  0.002857
3.829  1.036350  0.003082
4.025  1.022987  0.003406
4.222  1.010907  0.003826
4.418  1.002659  0.004374
4.614  0.987012  0.005073


3-4 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1483 x 0.1483=0.021993
#xi=1.017531#pm0.002000

Dphi  CF  CFerr
-1.473  0.975808  0.018233
-1.276  0.974673  0.015271
-1.080  0.979688  0.013002
-0.884  1.003467  0.011425
-0.687  1.038172  0.010684
-0.491  1.093668  0.009961
-0.295  1.211019  0.009578
-0.098  1.332555  0.009275
0.098  1.325557  0.009234
0.295  1.205065  0.009531
0.491  1.095403  0.009982
0.687  1.040333  0.010718
0.884  1.010060  0.011494
1.080  0.987520  0.013076
1.276  0.975984  0.015293
1.473  0.976573  0.018238
1.669  0.998694  0.017526
1.865  0.998349  0.014633
2.062  1.017274  0.013162
2.258  0.999280  0.011482
2.454  1.026589  0.010658
2.651  1.056054  0.009918
2.847  1.059731  0.009598
3.043  1.074823  0.009490
3.240  1.070728  0.009461
3.436  1.056834  0.009575
3.632  1.054100  0.009888
3.829  1.023589  0.010633
4.025  1.002895  0.011528
4.222  1.016245  0.013147
4.418  0.997849  0.014621
4.614  1.005202  0.017587


4-5 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1351 x 0.0497=0.006710
#xi=1.003548#pm0.000952

Dphi  CF  CFerr
-1.473  0.997694  0.001754
-1.276  0.996172  0.001712
-1.080  0.997740  0.001624
-0.884  1.002936  0.001448
-0.687  1.010974  0.001284
-0.491  1.016386  0.001184
-0.295  1.027761  0.001156
-0.098  1.032637  0.001150
0.098  1.035312  0.001144
0.295  1.030439  0.001150
0.491  1.018146  0.001190
0.687  1.008750  0.001307
0.884  0.999728  0.001472
1.080  0.997265  0.001635
1.276  0.993082  0.001726
1.473  0.992426  0.001798
1.669  1.001026  0.001880
1.865  1.004342  0.001815
2.062  1.008434  0.001627
2.258  1.015644  0.001473
2.454  1.020415  0.001386
2.651  1.022030  0.001312
2.847  1.027310  0.001251
3.043  1.028187  0.001208
3.240  1.027804  0.001206
3.436  1.028083  0.001242
3.632  1.023747  0.001291
3.829  1.018462  0.001348
4.025  1.012774  0.001428
4.222  1.005645  0.001588
4.418  1.004569  0.001755
4.614  0.995823  0.001784


4-5 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1351 x 0.0949=0.012814
#xi=1.005607#pm0.001260

Dphi  CF  CFerr
-1.473  0.985235  0.004010
-1.276  0.990173  0.003722
-1.080  0.990351  0.003093
-0.884  0.998662  0.002767
-0.687  1.016260  0.002455
-0.491  1.037336  0.002263
-0.295  1.058541  0.002097
-0.098  1.080136  0.002032
0.098  1.082245  0.002053
0.295  1.061285  0.002106
0.491  1.041053  0.002304
0.687  1.017065  0.002454
0.884  0.998762  0.002791
1.080  0.990759  0.003155
1.276  0.989823  0.003807
1.473  0.990232  0.004220
1.669  0.992878  0.004080
1.865  0.999813  0.003668
2.062  1.006000  0.003114
2.258  1.014553  0.002809
2.454  1.026919  0.002523
2.651  1.031232  0.002377
2.847  1.040796  0.002284
3.043  1.039788  0.002240
3.240  1.042786  0.002235
3.436  1.043514  0.002248
3.632  1.041474  0.002377
3.829  1.028609  0.002490
4.025  1.016332  0.002786
4.222  1.013090  0.003058
4.418  0.999091  0.003555
4.614  0.983651  0.003921


4-5 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1351 x 0.1391=0.018793
#xi=1.010913#pm0.003493

Dphi  CF  CFerr
-1.473  0.983038  0.014478
-1.276  0.991861  0.012427
-1.080  0.973541  0.010424
-0.884  1.010426  0.009258
-0.687  1.049823  0.008489
-0.491  1.076311  0.007769
-0.295  1.143921  0.007294
-0.098  1.222804  0.007131
0.098  1.220799  0.007183
0.295  1.140051  0.007375
0.491  1.070316  0.007794
0.687  1.040970  0.008397
0.884  1.001717  0.009198
1.080  0.979030  0.010618
1.276  0.950659  0.012685
1.473  1.020648  0.015305
1.669  0.972834  0.014150
1.865  1.024418  0.012302
2.062  1.009498  0.010604
2.258  1.025087  0.009384
2.454  1.033424  0.008493
2.651  1.053958  0.007954
2.847  1.053571  0.007668
3.043  1.059101  0.007560
3.240  1.066379  0.007559
3.436  1.044404  0.007539
3.632  1.040156  0.007840
3.829  1.033433  0.008507
4.025  1.013856  0.009360
4.222  1.004141  0.010433
4.418  0.988447  0.011848
4.614  0.992218  0.014001


4-5 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1351 x 0.1483=0.020029
#xi=0.997155#pm0.003088

Dphi  CF  CFerr
-1.473  0.995400  0.050668
-1.276  0.992274  0.041187
-1.080  0.950918  0.034226
-0.884  0.992428  0.030137
-0.687  1.048742  0.028609
-0.491  1.117311  0.026855
-0.295  1.266309  0.026359
-0.098  1.580217  0.027546
0.098  1.551408  0.027383
0.295  1.234517  0.026590
0.491  1.129775  0.027933
0.687  1.066228  0.030286
0.884  0.997710  0.031995
1.080  1.010136  0.037517
1.276  0.913226  0.041940
1.473  0.977034  0.050856
1.669  0.982490  0.047211
1.865  0.978597  0.038998
2.062  1.027916  0.035680
2.258  1.009315  0.031110
2.454  1.005317  0.028536
2.651  1.058618  0.027231
2.847  1.075545  0.026839
3.043  1.142328  0.026921
3.240  1.103066  0.026244
3.436  1.090765  0.026706
3.632  1.046794  0.027019
3.829  1.049982  0.029857
4.025  1.010719  0.031762
4.222  1.001626  0.035652
4.418  0.974488  0.039481
4.614  1.067493  0.049950


4-5 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1351 x 0.1350=0.018235
#xi=0.974658#pm0.004102

Dphi  CF  CFerr
-1.473  1.019598  0.127992
-1.276  1.082316  0.110304
-1.080  0.914131  0.084061
-0.884  1.051412  0.078161
-0.687  1.148782  0.075470
-0.491  1.205798  0.070940
-0.295  1.326324  0.067973
-0.098  2.153229  0.081408
0.098  2.224326  0.082928
0.295  1.324075  0.069677
0.491  1.208402  0.072286
0.687  1.158448  0.079469
0.884  1.018087  0.080252
