Au + Au 20 - 40 %

note: correlation function is symmetric with respect to pTa and pTb

note: #xi error shown is statistical only!



2-3 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1888 x 0.0705=0.013315
1.473  0.990522  0.000720
1.669  0.995253  0.000759
1.865  1.000342  0.000744
2.062  1.010768  0.000670
2.258  1.022256  0.000605
2.454  1.034848  0.000570
2.651  1.045244  0.000544
2.847  1.051605  0.000519
3.043  1.055680  0.000500
3.240  1.056596  0.000496
3.436  1.053052  0.000511
3.632  1.045538  0.000533
3.829  1.034228  0.000556
4.025  1.023186  0.000585
4.222  1.009879  0.000644
4.418  1.001533  0.000712
4.614  0.994148  0.000736


3-4 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1946 x 0.1340=0.026072
#xi=1.017171#pm0.003697

Dphi  CF  CFerr
-1.473  0.976053  0.001648
-1.276  0.976429  0.001530
-1.080  0.984942  0.001297
-0.884  1.007396  0.001164
-0.687  1.037974  0.001044
-0.491  1.075265  0.000961
-0.295  1.112887  0.000893
-0.098  1.139201  0.000860
0.098  1.141426  0.000862
0.295  1.111780  0.000879
0.491  1.073211  0.000943
0.687  1.035850  0.000997
0.884  1.006402  0.001109
1.080  0.985852  0.001243
1.276  0.978875  0.001489
1.473  0.974860  0.001665
1.669  0.981640  0.001658
1.865  0.994214  0.001504
2.062  1.015263  0.001298
2.258  1.034148  0.001167
2.454  1.053474  0.001050
2.651  1.070161  0.000986
2.847  1.083249  0.000948
3.043  1.087663  0.000932
3.240  1.090015  0.000931
3.436  1.082459  0.000934
3.632  1.069586  0.000976
3.829  1.053270  0.001022
4.025  1.034986  0.001136
4.222  1.012727  0.001248
4.418  0.997312  0.001449
4.614  0.983774  0.001602


3-4 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1946 x 0.1888=0.036739
#xi=1.026154#pm0.006685

Dphi  CF  CFerr
-1.473  0.966465  0.005827
-1.276  0.963024  0.005067
-1.080  0.984812  0.004364
-0.884  1.010912  0.003864
-0.687  1.058777  0.003555
-0.491  1.122544  0.003293
-0.295  1.212773  0.003090
-0.098  1.299731  0.003009
0.098  1.298499  0.003010
0.295  1.215509  0.003075
0.491  1.124612  0.003218
0.687  1.059763  0.003385
0.884  1.008515  0.003640
1.080  0.982355  0.004144
1.276  0.963669  0.004983
1.473  0.970463  0.005910
1.669  0.973242  0.005720
1.865  0.992400  0.004951
2.062  1.026657  0.004406
2.258  1.040511  0.003879
2.454  1.067087  0.003518
2.651  1.097978  0.003278
2.847  1.110115  0.003165
3.043  1.121447  0.003146
3.240  1.122670  0.003147
3.436  1.115551  0.003155
3.632  1.092912  0.003235
3.829  1.071348  0.003469
4.025  1.043981  0.003815
4.222  1.024773  0.004274
4.418  0.989449  0.004818
4.614  0.979062  0.005594


3-4 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1946 x 0.1946=0.037851
#xi=1.018284#pm0.007530

Dphi  CF  CFerr
-1.473  0.963902  0.019413
-1.276  0.939659  0.016052
-1.080  0.970805  0.013838
-0.884  1.017968  0.012333
-0.687  1.073528  0.011689
-0.491  1.141541  0.010929
-0.295  1.325585  0.010742
-0.098  1.553329  0.010714
0.098  1.558205  0.010753
0.295  1.320932  0.010718
0.491  1.145196  0.010959
0.687  1.074826  0.011702
0.884  1.024381  0.012392
1.080  0.970225  0.013859
1.276  0.931511  0.015937
1.473  0.968107  0.019496
1.669  0.984514  0.018554
1.865  0.995364  0.015574
2.062  1.002714  0.013985
2.258  1.047506  0.012603
2.454  1.098309  0.011820
2.651  1.115736  0.010930
2.847  1.133752  0.010629
3.043  1.156332  0.010549
3.240  1.151331  0.010517
3.436  1.133397  0.010616
3.632  1.113391  0.010904
3.829  1.102700  0.011852
4.025  1.046717  0.012603
4.222  0.999823  0.013964
4.418  1.000354  0.015655
4.614  0.979542  0.018458


4-5 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1765 x 0.0707=0.012474
#xi=1.012500#pm0.001753

Dphi  CF  CFerr
-1.473  0.992536  0.001920
-1.276  0.993108  0.001876
-1.080  0.998956  0.001783
-0.884  1.007103  0.001592
-0.687  1.019861  0.001413
-0.491  1.037575  0.001313
-0.295  1.055830  0.001286
-0.098  1.063560  0.001280
0.098  1.062530  0.001270
0.295  1.052853  0.001274
0.491  1.037358  0.001315
0.687  1.021482  0.001440
0.884  1.006444  0.001617
1.080  1.000361  0.001792
1.276  0.992004  0.001889
1.473  0.995268  0.001973
1.669  0.995620  0.002055
1.865  1.001017  0.001986
2.062  1.014358  0.001787
2.258  1.022832  0.001618
2.454  1.032979  0.001525
2.651  1.041530  0.001450
2.847  1.049284  0.001384
3.043  1.053284  0.001338
3.240  1.051927  0.001334
3.436  1.052365  0.001376
3.632  1.047319  0.001431
3.829  1.035542  0.001490
4.025  1.024481  0.001574
4.222  1.013367  0.001747
4.418  1.004643  0.001924
4.614  0.998240  0.001959


4-5 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1765 x 0.1340=0.023655
#xi=1.017949#pm0.003203

Dphi  CF  CFerr
-1.473  0.978428  0.004372
-1.276  0.989078  0.004068
-1.080  0.992358  0.003389
-0.884  1.006191  0.003045
-0.687  1.030021  0.002710
-0.491  1.068784  0.002516
-0.295  1.114908  0.002358
-0.098  1.149604  0.002297
0.098  1.148861  0.002317
0.295  1.109341  0.002357
0.491  1.069718  0.002554
0.687  1.035827  0.002707
0.884  1.003311  0.003052
1.080  0.989094  0.003444
1.276  0.983023  0.004138
1.473  0.978425  0.004581
1.669  0.987633  0.004451
1.865  1.000737  0.004020
2.062  1.012810  0.003423
2.258  1.034412  0.003104
2.454  1.054418  0.002797
2.651  1.068517  0.002644
2.847  1.080397  0.002544
3.043  1.084606  0.002501
3.240  1.087839  0.002497
3.436  1.079102  0.002500
3.632  1.068213  0.002634
3.829  1.052061  0.002753
4.025  1.035632  0.003078
4.222  1.019208  0.003361
4.418  1.004693  0.003911
4.614  0.989286  0.004314


4-5 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1765 x 0.1888=0.033335
#xi=1.024066#pm0.004884

Dphi  CF  CFerr
-1.473  0.954424  0.015508
-1.276  0.982230  0.013395
-1.080  0.975013  0.011308
-0.884  0.997310  0.010000
-0.687  1.044556  0.009214
-0.491  1.122847  0.008623
-0.295  1.246205  0.008274
-0.098  1.386298  0.008266
0.098  1.375792  0.008298
0.295  1.238134  0.008358
0.491  1.131228  0.008733
0.687  1.064140  0.009216
0.884  1.017490  0.010055
1.080  0.977112  0.011483
1.276  0.986436  0.014035
1.473  0.995662  0.016377
1.669  0.992468  0.015539
1.865  1.006724  0.013217
2.062  1.032835  0.011690
2.258  1.025221  0.010171
2.454  1.071900  0.009396
2.651  1.077983  0.008714
2.847  1.133430  0.008626
3.043  1.120965  0.008447
3.240  1.121663  0.008422
3.436  1.110926  0.008446
3.632  1.109018  0.008800
3.829  1.079879  0.009457
4.025  1.038741  0.010287
4.222  1.024986  0.011463
4.418  0.986168  0.012873
4.614  0.978916  0.015135


4-5 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1765 x 0.1946=0.034344
#xi=1.029832#pm0.006939

Dphi  CF  CFerr
-1.473  0.943900  0.051590
-1.276  0.976925  0.042777
-1.080  0.953137  0.035993
-0.884  0.980853  0.031329
-0.687  1.095856  0.030904
-0.491  1.151056  0.028800
-0.295  1.379831  0.028957
-0.098  2.020120  0.032747
0.098  2.012079  0.032980
0.295  1.408447  0.029938
0.491  1.203622  0.030284
0.687  1.048683  0.031409
0.884  1.004092  0.033807
1.080  1.102031  0.041221
1.276  1.051860  0.047478
1.473  0.896946  0.050669
1.669  0.955080  0.049164
1.865  1.014499  0.041962
2.062  1.082006  0.038579
2.258  1.074934  0.033700
2.454  1.085122  0.031379
2.651  1.169618  0.030145
2.847  1.210980  0.029838
3.043  1.220603  0.029170
3.240  1.166581  0.028395
3.436  1.153839  0.028730
3.632  1.150692  0.029902
3.829  1.096261  0.031949
4.025  1.014624  0.033438
4.222  1.004431  0.037420
4.418  1.012396  0.042015
4.614  1.008525  0.051009


4-5 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1765 x 0.1765=0.031153
#xi=1.004148#pm0.007016

Dphi  CF  CFerr
-1.473  0.915787  0.129947
-1.276  0.917249  0.103721
-1.080  0.944607  0.089454
-0.884  1.045758  0.081467
-0.687  1.149351  0.079431
-0.491  1.070853  0.068923
-0.295  1.501250  0.076703
-0.098  3.256140  0.105285
0.098  3.329852  0.107377
0.295  1.468243  0.076528
0.491  1.071663  0.071630
0.687  1.115418  0.081040
0.884  1.074752  0.086118
1.080  0.887985  0.092099
1.276  0.991286  0.113651
1.473  0.938158  0.131546
1.669  1.054935  0.130515
1.865  1.148047  0.112035
2.062  0.852544  0.085936
2.258  0.911497  0.077372
2.454  1.122787  0.079142
2.651  1.298075  0.079469
2.847  1.352506  0.079380
3.043  1.461071  0.080736
3.240  1.426305  0.078746
3.436  1.330791  0.077034
3.632  1.283756  0.078963
3.829  1.185784  0.083512
4.025  0.882034  0.077901
4.222  0.933553  0.091124
4.418  1.059662  0.107372
4.614  1.109743  0.133978


5-10 #otimes 0.4-1 GeV/c
v_{2}^{t}v_{2}^{p}=0.1619 x 0.0707=0.011438
#xi=1.011148#pm0.001401

Dphi  CF  CFerr
-1.473  0.996600  0.004880
-1.276  0.998579  0.004770
-1.080  1.001237  0.004526
-0.884  1.003510  0.004030
-0.687  1.014340  0.003589
-0.491  1.041142  0.003361
-0.295  1.056661  0.003300
-0.098  1.060881  0.003290
0.098  1.061749  0.003277
0.295  1.052848  0.003296
0.491  1.036125  0.003411
0.687  1.017753  0.003740
0.884  1.009512  0.004215
1.080  0.996666  0.004656
1.276  0.988312  0.004900
1.473  1.001290  0.005105
1.669  0.992131  0.005239
1.865  1.006904  0.005058
2.062  1.013646  0.004565
2.258  1.022727  0.004152
2.454  1.036847  0.003927
2.651  1.045314  0.003730
2.847  1.053735  0.003572
3.043  1.058165  0.003471
3.240  1.051923  0.003460
3.436  1.052591  0.003570
3.632  1.045558  0.003698
3.829  1.039905  0.003868
4.025  1.029766  0.004089
4.222  1.012125  0.004536
4.418  1.005204  0.004960
4.614  1.000509  0.004990


5-10 #otimes 1-2 GeV/c
v_{2}^{t}v_{2}^{p}=0.1619 x 0.1340=0.021691
#xi=1.024264#pm0.003177

Dphi  CF  CFerr
-1.473  0.972670  0.010955
-1.276  0.987502  0.010257
-1.080  1.005142  0.008554
-0.884  1.016068  0.007755
-0.687  1.040528  0.006910
-0.491  1.063505  0.006416
-0.295  1.117551  0.006049
-0.098  1.173692  0.005984
0.098  1.176834  0.006068
0.295  1.111760  0.006099
0.491  1.061750  0.006633
0.687  1.026886  0.007028
0.884  1.012031  0.008055
1.080  1.001868  0.009051
1.276  0.970118  0.010680
1.473  1.019152  0.012018
1.669  0.995415  0.011310
1.865  1.027959  0.010332
2.062  1.009015  0.008647
2.258  1.038540  0.007944
2.454  1.062696  0.007182
2.651  1.072219  0.006838
2.847  1.092164  0.006603
3.043  1.079770  0.006457
3.240  1.072630  0.006416
3.436  1.086244  0.006500
3.632  1.058474  0.006825
3.829  1.055390  0.007155
4.025  1.022056  0.007959
4.222  1.019481  0.008669
4.418  1.018683  0.010163
4.614  0.975833  0.010951


5-10 #otimes 2-3 GeV/c
v_{2}^{t}v_{2}^{p}=0.1619 x 0.1888=0.030566
#xi=1.036651#pm0.006719

Dphi  CF  CFerr
-1.473  1.010288  0.040211
-1.276  0.985146  0.033301
-1.080  1.023977  0.029275
-0.884  1.007215  0.025405
-0.687  1.082693  0.023836
-0.491  1.093679  0.021671
-0.295  1.280630  0.021582
-0.098  1.612202  0.023005
0.098  1.571603  0.022938
0.295  1.297242  0.022213
0.491  1.089049  0.022201
0.687  1.033324  0.023751
0.884  1.025828  0.026505
1.080  1.016403  0.030806
1.276  0.975477  0.036362
1.473  0.881543  0.039143
1.669  0.998759  0.039489
1.865  1.022892  0.033802
2.062  1.105635  0.030579
2.258  1.039377  0.025944
2.454  1.095988  0.024359
2.651  1.075114  0.022442
2.847  1.123544  0.022286
3.043  1.170672  0.022362
3.240  1.195792  0.022525
3.436  1.136119  0.022201
3.632  1.115770  0.022992
3.829  1.097936  0.024871
4.025  1.075267  0.027160
4.222  0.968024  0.028786
4.418  0.981157  0.032988
4.614  0.947104  0.037990


5-10 #otimes 3-4 GeV/c
v_{2}^{t}v_{2}^{p}=0.1619 x 0.1945=0.031489
#xi=0.984892#pm0.007149

Dphi  CF  CFerr
-1.473  1.142438  0.144050
-1.276  0.895510  0.101328
-1.080  1.094614  0.095522
-0.884  0.956873  0.079583
-0.687  1.061745  0.076508
-0.491  1.231503  0.075833
-0.295  1.436843  0.076305
-0.098  3.082135  0.105444
0.098  2.934518  0.103646
0.295  1.396555  0.077062
0.491  1.322723  0.083114
0.687  1.061408  0.083226
0.884  0.905918  0.082905
1.080  1.127480  0.109475
1.276  1.023434  0.122963
1.473  0.958555  0.134503
1.669  0.852093  0.117362
1.865  1.034469  0.108015
2.062  0.967099  0.091419
2.258  0.970012  0.080934
2.454  1.152404  0.083093
2.651  1.280872  0.081411
2.847  1.426115  0.084608
3.043  1.368075  0.080112
3.240  1.378296  0.079928
3.436  1.356907  0.081352
3.632  1.173755  0.078718
3.829  1.224366  0.089600
4.025  1.094467  0.091006
4.222  0.921451  0.092699
4.418  0.886267  0.100490
4.614  1.122558  0.137004


5-10 #otimes 4-5 GeV/c
v_{2}^{t}v_{2}^{p}=0.1619 x 0.1765=0.028565
#xi=0.997484#pm0.006620

Dphi  CF  CFerr
-1.473  0.907058  0.323951
-1.276  1.239816  0.307970
-1.080  1.152790  0.261451
-0.884  1.343405  0.230768
-0.687  1.256126  0.213005
-0.491  1.560011  0.216287
-0.295  1.918486  0.221214
-0.098  5.909606  0.381927
0.098  6.985054  0.414740
0.295  1.935422  0.229161
0.491  1.116043  0.185866
0.687  0.924301  0.190799
0.884  0.856335  0.203964
1.080  1.101035  0.262890
1.276  1.310426  0.343494
1.473  1.160667  0.391966
1.669  0.507728  0.228664
1.865  1.134808  0.278800
2.062  1.254697  0.271398
2.258  1.358628  0.244831
2.454  1.311294  0.219198
2.651  1.434661  0.217863
2.847  1.583979  0.226075
3.043  1.889669  0.229236
3.240  2.549813  0.281512
3.436  1.883716  0.240785
3.632  1.272866  0.204391
3.829  1.023628  0.204008
4.025  1.230831  0.236147
4.222  1.556074  0.305671
4.418  0.663836  0.211547
4.614  0.808469  0.299562


5-10 #otimes 5-10 GeV/c
v_{2}^{t}v_{2}^{p}=0.1619 x 0.1606=0.025999
#xi=0.870959#pm0.005447

Dphi  CF  CFerr
-1.473  0.421663  0.300331
-1.276  0.840818  0.346619
-1.080  1.365904  0.400240
-0.884  0.704790  0.236860
-0.687  1.104589  0.271932
-0.491  1.031162  0.233436
-0.295  1.881043  0.298045
-0.098  12.101150  0.788292
0.098  10.983705  0.734014
0.295  2.144276  0.323969
0.491  1.042373  0.248881
0.687  1.005069  0.271795
0.884  1.171789  0.317570
1.080  1.077982  0.345843
1.276  0.736228  0.332865
1.473  1.466861  0.564018
1.669  0.539243  0.313804
1.865  1.017198  0.363808
2.062  1.095651  0.320521
2.258  1.251255  0.327985
2.454  1.009492  0.263880
2.651  1.515149  0.310016
2.847  1.650117  0.307411
3.043  4.804228  0.534547
3.240  4.105651  0.478761
3.436  1.974929  0.341830
3.632  1.384283  0.282019
3.829  0.721148  0.230102
4.025  1.020612  0.286539
4.222  0.688982  0.262439
4.418  2.203911  0.548177
4.614  0.885760  0.401136
