 3.50000     0.00467     0.03006
 4.50000    -0.06336     0.01282
 5.50000    -0.10809     0.00888
 6.50000    -0.14302     0.00710
 7.50000    -0.15314     0.00602
 8.50000    -0.17942     0.00523
 9.50000    -0.18100     0.00464
10.50000    -0.18326     0.00418
11.50000    -0.17612     0.00381
12.50000    -0.17056     0.00350
13.50000    -0.16181     0.00325
14.50000    -0.14743     0.00303
15.50000    -0.13375     0.00286
16.50000    -0.12801     0.00270
17.50000    -0.11370     0.00257
18.50000    -0.09804     0.00246
19.50000    -0.09238     0.00235
20.50000    -0.07983     0.00227
21.50000    -0.07028     0.00219
22.50000    -0.06574     0.00212
23.50000    -0.05226     0.00206
24.50000    -0.04822     0.00201
25.50000    -0.04185     0.00196
26.50000    -0.03482     0.00192
27.50000    -0.03087     0.00188
28.50000    -0.02765     0.00184
29.50000    -0.02534     0.00181
30.50000    -0.02026     0.00179
31.50000    -0.01964     0.00177
32.50000    -0.01648     0.00175
33.50000    -0.01249     0.00173
34.50000    -0.01358     0.00172
35.50000    -0.00969     0.00171
36.50000    -0.00750     0.00170
37.50000    -0.00725     0.00169
38.50000    -0.00666     0.00168
39.50000    -0.00879     0.00167
40.50000    -0.00770     0.00167
41.50000    -0.00368     0.00167
42.50000    -0.00384     0.00167
43.50000    -0.00505     0.00167
44.50000    -0.00481     0.00168
45.50000    -0.00457     0.00169
46.50000    -0.00364     0.00170
47.50000    -0.00403     0.00173
48.50000    -0.00169     0.00175
49.50000    -0.00555     0.00178
50.50000     0.00414     0.00182
51.50000     0.00032     0.00185
52.50000    -0.00295     0.00190
53.50000     0.00060     0.00196
54.50000    -0.00449     0.00202
55.50000     0.00250     0.00211
56.50000    -0.00028     0.00220
57.50000     0.00315     0.00232
58.50000     0.00238     0.00246
59.50000     0.00047     0.00264
60.50000     0.00011     0.00290
61.50000     0.00695     0.00330
62.50000    -0.00305     0.00378
63.50000    -0.00237     0.00460
64.50000     0.00185     0.00571
65.50000     0.00531     0.00723
66.50000     0.00670     0.00906
67.50000     0.02093     0.01107
68.50000    -0.01737     0.01285
69.50000    -0.00863     0.01538
70.50000    -0.03205     0.01746
71.50000     0.01213     0.02016
72.50000    -0.00542     0.02321
73.50000     0.01208     0.02598
74.50000     0.01924     0.02941
75.50000    -0.01692     0.03267
76.50000    -0.01490     0.03592
77.50000     0.04650     0.04105
78.50000     0.04307     0.04587
79.50000    -0.08003     0.05053
80.50000    -0.03326     0.05742
81.50000     0.04989     0.06588
82.50000     0.02342     0.07485
83.50000     0.09122     0.08708
84.50000    -0.10227     0.09978
85.50000     0.02542     0.11478
86.50000    -0.15933     0.12655
87.50000     0.09726     0.14586
88.50000     0.24165     0.16291
89.50000    -0.35072     0.17746
90.50000    -0.24660     0.19652
91.50000     0.05581     0.22611
92.50000    -0.08351     0.25216
93.50000    -0.32473     0.28603
94.50000    -0.20820     0.31319
95.50000     0.82350     0.36361
96.50000    -0.11154     0.40561
97.50000    -0.10401     0.44806
98.50000     0.68268     0.50829
99.50000    -0.58274     0.54415
