 3.50000     1.15401
 4.50000     1.21748
 5.50000     1.24993
 6.50000     1.26306
 7.50000     1.26354
 8.50000     1.25572
 9.50000     1.24265
10.50000     1.22655
11.50000     1.20907
12.50000     1.19135
13.50000     1.17412
14.50000     1.15773
15.50000     1.14232
16.50000     1.12785
17.50000     1.11422
18.50000     1.10136
19.50000     1.08928
20.50000     1.07806
21.50000     1.06782
22.50000     1.05874
23.50000     1.05092
24.50000     1.04440
25.50000     1.03911
26.50000     1.03491
27.50000     1.03156
28.50000     1.02881
29.50000     1.02641
30.50000     1.02422
31.50000     1.02212
32.50000     1.02012
33.50000     1.01828
34.50000     1.01663
35.50000     1.01528
36.50000     1.01424
37.50000     1.01349
38.50000     1.01294
39.50000     1.01250
40.50000     1.01204
41.50000     1.01146
42.50000     1.01072
43.50000     1.00981
44.50000     1.00878
45.50000     1.00770
46.50000     1.00664
47.50000     1.00568
48.50000     1.00486
49.50000     1.00419
50.50000     1.00365
51.50000     1.00319
52.50000     1.00277
53.50000     1.00237
54.50000     1.00195
55.50000     1.00151
56.50000     1.00108
57.50000     1.00067
58.50000     1.00031
59.50000     1.00001
60.50000     0.99979
61.50000     0.99964
62.50000     0.99954
63.50000     0.99949
64.50000     0.99945
65.50000     0.99943
66.50000     0.99942
67.50000     0.99940
68.50000     0.99940
69.50000     0.99939
70.50000     0.99940
71.50000     0.99941
72.50000     0.99942
73.50000     0.99943
74.50000     0.99944
75.50000     0.99945
76.50000     0.99946
77.50000     0.99946
78.50000     0.99947
79.50000     0.99948
80.50000     0.99949
81.50000     0.99950
82.50000     0.99952
83.50000     0.99954
84.50000     0.99956
85.50000     0.99958
86.50000     0.99960
87.50000     0.99963
88.50000     0.99965
89.50000     0.99967
90.50000     0.99969
91.50000     0.99971
92.50000     0.99972
93.50000     0.99972
94.50000     0.99973
95.50000     0.99972
96.50000     0.99972
97.50000     0.99972
98.50000     0.99971
99.50000     0.99971
