 0.49751   328.18741    58.42469     0.99301
 1.49254   322.12897    56.70219     0.82402
 2.48756   310.01202    53.27123     0.48599
 3.48259   291.83661    48.16742     0.02106
 4.47761   267.60269    41.47121     0.69713
 5.47264   237.25375    33.62661     1.53872
 6.46766   200.45450    26.50552     2.50559
 7.46269   163.07164    20.51550     2.73272
 8.45771   130.75117    15.57432     2.78791
 9.45274   103.50580    11.47656     2.75871
10.44776    81.52676     8.41215     2.62319
11.44279    64.89504     6.18349     2.35800
12.43781    53.63418     4.35003     1.95139
13.43284    46.86717     3.07619     1.63950
14.42786    40.94228     2.65552     1.69988
15.42289    35.33896     2.74867     1.73392
16.41791    30.05722     2.85438     1.74164
17.41294    25.09706     2.71310     1.72301
18.40796    20.45847     2.25513     1.67240
19.40298    16.08780     1.72861     1.54464
20.39801    12.27757     1.45817     1.34212
21.39303     9.08875     1.40173     1.13793
22.38806     6.52124     1.42867     0.93743
23.38309     4.57506     1.43634     0.74061
24.37811     3.25020     1.38198     0.54748
25.37313     2.54371     1.27770     0.35952
26.36816     2.29771     1.18086     0.22005
27.36318     2.09972     1.09006     0.19587
28.35821     1.87620     1.01799     0.17816
29.35323     1.68175     0.98213     0.14206
30.34826     1.51946     0.94976     0.08602
31.34328     1.38931     0.91770     0.01005
32.33831     1.27655     0.91575     0.07749
33.33333     1.14324     0.93157     0.14540
34.32836     0.96784     0.92536     0.18547
35.32338     0.74977     0.87588     0.20405
36.31841     0.48714     0.78430     0.20505
37.31343     0.17962     0.68070     0.19415
38.30846    -0.15106     0.63300     0.18473
39.30348    -0.39287     0.65485     0.20967
40.29851    -0.56744     0.69638     0.22595
41.29353    -0.68832     0.71838     0.23598
42.28856    -0.75550     0.70459     0.24299
43.28358    -0.76898     0.65525     0.24700
44.27861    -0.73033     0.58921     0.24721
45.27363    -0.70270     0.54106     0.21714
46.26866    -0.71979     0.51553     0.16890
47.26368    -0.77048     0.51422     0.11346
48.25871    -0.84800     0.51660     0.06666
49.25373    -0.95237     0.50910     0.02986
50.24876    -1.08359     0.49444     0.00305
51.24378    -1.20376     0.49111     0.00512
52.23881    -1.24710     0.49736     0.03942
53.23383    -1.22327     0.49716     0.07622
54.22886    -1.13686     0.47757     0.10957
55.22388    -0.98788     0.43111     0.14011
56.21891    -0.78952     0.36177     0.16781
57.21393    -0.56828     0.28023     0.17942
58.20895    -0.37910     0.20412     0.15521
59.20398    -0.22812     0.13643     0.12249
