0.55	1.21527	0.0139122	0.145832
0.65	1.15587	0.0126247	0.138704
0.75	1.05874	0.011399	0.127049
0.85	1.03097	0.0111325	0.123716
0.95	1.02967	0.011269	0.123561
1.05	0.960404	0.00968356	0.115248
1.15	0.916142	0.00926038	0.109937
1.25	0.884726	0.00901864	0.106167
1.35	0.874712	0.00891796	0.104965
1.45	0.850261	0.00865738	0.102031
1.55	0.817289	0.00840583	0.0980747
1.65	0.815904	0.00846184	0.0979085
1.75	0.785089	0.00825303	0.0942106
1.85	0.769205	0.00815077	0.0923046
1.95	0.742589	0.00802085	0.0891107
2.1	0.729241	0.00582164	0.087509
2.3	0.702323	0.0059624	0.0842788
2.5	0.675211	0.00643472	0.0810253
2.7	0.64598	0.00721541	0.0775176
2.9	0.640825	0.00864997	0.076899
3.25	0.649395	0.00803464	0.0844214
3.75	0.636471	0.0144294	0.0827412
4.25	0.713346	0.028992	0.092735
4.75	0.678954	0.0461298	0.088264
