 0.0000  0.0000380975  0.0000013272
 0.4975  0.0000380169  0.0000013233
 0.9950  0.0000377754  0.0000013116
 1.4925  0.0000373728  0.0000012920
 1.9900  0.0000368092  0.0000012648
 2.4876  0.0000360845  0.0000012300
 2.9851  0.0000351988  0.0000011876
 3.4826  0.0000341521  0.0000011380
 3.9801  0.0000329444  0.0000010815
 4.4776  0.0000315756  0.0000010184
 4.9751  0.0000300458  0.0000009494
 5.4726  0.0000283549  0.0000008754
 5.9701  0.0000265030  0.0000007979
 6.4677  0.0000244901  0.0000007192
 6.9652  0.0000224367  0.0000006474
 7.4627  0.0000204977  0.0000005896
 7.9602  0.0000186736  0.0000005445
 8.4577  0.0000169643  0.0000005103
 8.9552  0.0000153700  0.0000004846
 9.4527  0.0000138905  0.0000004645
 9.9502  0.0000125259  0.0000004476
10.4478  0.0000112763  0.0000004315
10.9453  0.0000101415  0.0000004147
11.4428  0.0000091216  0.0000003960
11.9403  0.0000082166  0.0000003753
12.4378  0.0000074265  0.0000003535
12.9353  0.0000067513  0.0000003329
13.4328  0.0000061599  0.0000003176
13.9303  0.0000056018  0.0000003090
14.4279  0.0000050763  0.0000003051
14.9254  0.0000045835  0.0000003041
15.4229  0.0000041233  0.0000003042
15.9204  0.0000036957  0.0000003040
16.4179  0.0000033007  0.0000003024
16.9154  0.0000029384  0.0000002987
17.4129  0.0000026087  0.0000002927
17.9104  0.0000023117  0.0000002842
18.4080  0.0000020472  0.0000002735
18.9055  0.0000018154  0.0000002614
19.4030  0.0000016163  0.0000002491
19.9005  0.0000014425  0.0000002391
20.3980  0.0000012793  0.0000002329
20.8955  0.0000011263  0.0000002294
21.3930  0.0000009836  0.0000002274
21.8905  0.0000008511  0.0000002261
22.3881  0.0000007288  0.0000002246
22.8856  0.0000006167  0.0000002223
23.3831  0.0000005148  0.0000002188
23.8806  0.0000004231  0.0000002141
24.3781  0.0000003416  0.0000002080
24.8756  0.0000002704  0.0000002011
25.3731  0.0000002094  0.0000001937
25.8706  0.0000001585  0.0000001870
26.3682  0.0000001163  0.0000001824
26.8657  0.0000000783  0.0000001802
