final data shown in submitted ppgyields for 10_20.
For points with no errors given, data value represents 
90\% confidence level upper limit. }
 
pt	 val	 tot_err	 stat_err	syst_err	 
1.25	 1.708E-01 	 1.675E-01 	 98.09 	 1.670E-01 	 97.80 	  1.293E-02 	 7.57
1.75	 1.147E-02 	 1.900E-02 	 165.69 	 1.898E-02 	 165.47 	  9.842E-04 	 8.58
2.25	 1.088E-03 	 3.404E-03 	 312.79 	 3.403E-03 	 312.65 	  1.028E-04 	 9.45
2.75	 2.753E-04 	 7.664E-04 	 278.43 	 7.659E-04 	 278.25 	  2.740E-05 	 9.95
3.25	 3.098E-04 	 2.148E-04 	 69.33 	 2.124E-04 	 68.55 	  3.212E-05 	 10.37
3.75	 7.737E-05 	 5.955E-05 	 76.96 	 5.907E-05 	 76.34 	  7.562E-06 	 9.77
4.25	 5.170E-05 	 2.386E-05 	 46.15 	 2.334E-05 	 45.14 	  4.957E-06 	 9.59
4.75	 3.280E-05 	 1.172E-05 	 35.73 	 1.128E-05 	 34.40 	  3.161E-06 	 9.64
5.25	 1.399E-05 	 5.361E-06 	 38.32 	 5.165E-06 	 36.92 	  1.438E-06 	 10.28
5.75	 8.175E-06 	 3.018E-06 	 36.91 	 2.895E-06 	 35.42 	  8.508E-07 	 10.41
6.25	 4.902E-06 	 1.678E-06 	 34.22 	 1.589E-06 	 32.41 	  5.388E-07 	 10.99
6.75	 3.111E-06 	 1.105E-06 	 35.50 	 1.045E-06 	 33.59 	  3.577E-07 	 11.50
7.25	 1.559E-06 	 6.170E-07 	 39.57 	 5.856E-07 	 37.56 	  1.945E-07 	 12.47
7.75	 1.051E-06 	 4.243E-07 	 40.38 	 3.962E-07 	 37.70 	  1.520E-07 	 14.47
8.50	 6.481E-07 	 2.270E-07 	 35.02 	 2.089E-07 	 32.24 	  8.867E-08 	 13.68
9.50	 4.033E-07 	 1.400E-07 	 34.71 	 1.260E-07 	 31.23 	  6.110E-08 	 15.15
11.00	 1.210E-07 	 4.860E-08 	 40.16 	 4.427E-08 	 36.58 	  2.006E-08 	 16.57
13.00	 4.161E-08 	 1.961E-08 	 47.13 	 1.604E-08 	 38.54 	  1.129E-08 	 27.13
