final data shown in submitted ppgyields for 30_40.
For points with no errors given, data value represents 
90\% confidence level upper limit. }
 
pt	 val	 tot_err	 stat_err	syst_err	 
1.25	 3.174E-03 	 6.258E-02 	 1971.70 	 6.258E-02 	 1971.67 	  3.144E-04 	 9.91
1.75	 5.787E-03 	 8.085E-03 	 139.70 	 8.064E-03 	 139.34 	  5.772E-04 	 9.97
2.25	 7.172E-04 	 1.533E-03 	 213.70 	 1.531E-03 	 213.45 	  7.474E-05 	 10.42
2.75	 4.106E-05 	 3.473E-04 	 845.68 	 3.472E-04 	 845.61 	  4.485E-06 	 10.92
3.25	 3.592E-05 	 1.031E-04 	 287.10 	 1.031E-04 	 286.88 	  3.988E-06 	 11.10
3.75	 2.673E-05 	 3.134E-05 	 117.26 	 3.121E-05 	 116.77 	  2.851E-06 	 10.67
4.25	 7.916E-06 	 1.187E-05 	 149.89 	 1.184E-05 	 149.52 	  8.392E-07 	 10.60
4.75	 5.488E-06 	 5.571E-06 	 101.51 	 5.541E-06 	 100.96 	  5.782E-07 	 10.53
5.25	 4.782E-06 	 2.938E-06 	 61.44 	 2.888E-06 	 60.38 	  5.414E-07 	 11.32
5.75	 2.043E-06 	 1.323E-06 	 64.75 	 1.301E-06 	 63.70 	  2.366E-07 	 11.58
6.25	 1.735E-06 	 8.575E-07 	 49.42 	 8.307E-07 	 47.87 	  2.128E-07 	 12.26
6.75	 7.236E-07 	 5.041E-07 	 69.66 	 4.945E-07 	 68.34 	  9.761E-08 	 13.49
7.25	 6.706E-07 	 3.715E-07 	 55.40 	 3.591E-07 	 53.55 	  9.517E-08 	 14.19
7.75	 4.034E-07 	 2.212E-07 	 54.84 	 2.131E-07 	 52.82 	  5.950E-08 	 14.75
8.50	 1.413E-07 	 1.016E-07 	 71.85 	 9.965E-08 	 70.51 	  1.958E-08 	 13.85
9.50	 6.994E-08 	 5.903E-08 	 84.40 	 5.793E-08 	 82.82 	  1.137E-08 	 16.26
11.00	 1.421E-08 	 1.743E-08 	 122.61 	 1.718E-08 	 120.90 	  2.896E-09 	 20.38
13.00	 1.432E-08 	 1.173E-08 	 81.92 	 1.096E-08 	 76.55 	  4.179E-09 	 29.18
