final data shown in submitted ppgyields for 40_50.
For points with no errors given, data value represents 
90\% confidence level upper limit. }
 
pt	 val	 tot_err	 stat_err	syst_err	 
1.25 	 5.427E-02 	{--} 	 {--} 	 {--} 	 {--}
1.75 	 7.638E-03 	{--} 	 {--} 	 {--} 	 {--}
2.25 	 1.466E-03 	{--} 	 {--} 	 {--} 	 {--}
2.75 	 3.462E-04 	{--} 	 {--} 	 {--} 	 {--}
3.25	 2.162E-05 	 6.549E-05 	 302.90 	 6.544E-05 	 302.69 	  2.433E-06 	 11.25
3.75	 6.052E-06 	 1.993E-05 	 329.34 	 1.992E-05 	 329.16 	  6.576E-07 	 10.87
4.25	 8.418E-06 	 7.808E-06 	 92.76 	 7.759E-06 	 92.18 	  8.705E-07 	 10.34
4.75	 1.667E-06 	 3.577E-06 	 214.60 	 3.572E-06 	 214.34 	  1.784E-07 	 10.70
5.25	 1.842E-06 	 1.822E-06 	 98.94 	 1.808E-06 	 98.15 	  2.295E-07 	 12.46
5.75	 2.441E-06 	 1.135E-06 	 46.50 	 1.098E-06 	 44.98 	  2.877E-07 	 11.79
6.25	 2.074E-07 	 5.161E-07 	 248.83 	 5.154E-07 	 248.48 	  2.719E-08 	 13.11
6.75	 5.840E-07 	 3.743E-07 	 64.10 	 3.652E-07 	 62.55 	  8.180E-08 	 14.01
7.25	 7.220E-07 	 3.029E-07 	 41.96 	 2.828E-07 	 39.17 	  1.085E-07 	 15.04
7.75	 3.355E-07 	 1.877E-07 	 55.94 	 1.781E-07 	 53.10 	  5.909E-08 	 17.61
8.50	 1.225E-07 	 8.264E-08 	 67.48 	 8.010E-08 	 65.41 	  2.035E-08 	 16.62
9.50	 2.329E-08 	 3.598E-08 	 154.46 	 3.552E-08 	 152.50 	  5.704E-09 	 24.49
11.00	 1.807E-08 	 1.615E-08 	 89.36 	 1.563E-08 	 86.46 	  4.078E-09 	 22.57
13.00	 1.507E-08 	 1.188E-08 	 78.85 	 1.113E-08 	 73.88 	  4.152E-09 	 27.55
