yields for 10_20.
For points with no errors given, data value represents 
90\% confidence level upper limit. }
 
pt	 val	 tot_err	 stat_err	syst_err	 
1.25	 1.137E+00 	 1.338E-01 	 11.77 	 7.960E-03 	 0.70 	  1.336E-01 	 11.75
1.75	 1.064E+00 	 1.059E-01 	 9.95 	 7.963E-03 	 0.75 	  1.056E-01 	 9.92
2.25	 1.033E+00 	 1.043E-01 	 10.10 	 1.006E-02 	 0.97 	  1.038E-01 	 10.05
2.75	 1.039E+00 	 1.082E-01 	 10.42 	 1.283E-02 	 1.23 	  1.075E-01 	 10.34
3.25	 1.184E+00 	 1.258E-01 	 10.63 	 2.003E-02 	 1.69 	  1.242E-01 	 10.49
3.75	 1.142E+00 	 1.080E-01 	 9.46 	 2.515E-02 	 2.20 	  1.050E-01 	 9.20
4.25	 1.270E+00 	 1.220E-01 	 9.60 	 4.138E-02 	 3.26 	  1.148E-01 	 9.03
4.75	 1.449E+00 	 1.540E-01 	 10.63 	 6.106E-02 	 4.21 	  1.414E-01 	 9.76
5.25	 1.432E+00 	 1.593E-01 	 11.13 	 7.370E-02 	 5.15 	  1.413E-01 	 9.86
5.75	 1.514E+00 	 1.819E-01 	 12.01 	 8.172E-02 	 5.40 	  1.625E-01 	 10.73
6.25	 1.653E+00 	 2.112E-01 	 12.77 	 1.008E-01 	 6.09 	  1.856E-01 	 11.23
6.75	 1.740E+00 	 2.473E-01 	 14.22 	 1.239E-01 	 7.12 	  2.141E-01 	 12.31
7.25	 1.695E+00 	 2.597E-01 	 15.32 	 1.590E-01 	 9.38 	  2.053E-01 	 12.11
7.75	 1.843E+00 	 3.152E-01 	 17.10 	 2.148E-01 	 11.65 	  2.307E-01 	 12.52
8.50	 2.083E+00 	 3.456E-01 	 16.60 	 2.197E-01 	 10.55 	  2.668E-01 	 12.81
9.50	 3.181E+00 	 6.657E-01 	 20.93 	 5.174E-01 	 16.26 	  4.190E-01 	 13.17
11.00	 3.084E+00 	 7.464E-01 	 24.21 	 6.094E-01 	 19.76 	  4.310E-01 	 13.98
13.00	 3.975E+00 	 1.122E+00 	 28.22 	 1.044E+00 	 26.27 	  4.095E-01 	 10.30
