final data shown in submitted ppgyields for 20_30.
For points with no errors given, data value represents 
90\% confidence level upper limit. }
 
pt	 val	 tot_err	 stat_err	syst_err	 
1.25	 3.119E-02 	 9.525E-02 	 305.40 	 9.520E-02 	 305.24 	  3.098E-03 	 9.93
1.75	 5.225E-03 	 1.225E-02 	 234.37 	 1.224E-02 	 234.15 	  5.260E-04 	 10.07
2.25	 1.787E-04 	 2.250E-03 	 1258.73 	 2.249E-03 	 1258.69 	  1.862E-05 	 10.42
2.75	 1.333E-04 	 5.297E-04 	 397.50 	 5.295E-04 	 397.35 	  1.448E-05 	 10.86
3.25	 3.149E-06 	 1.525E-04 	 4842.87 	 1.525E-04 	 4842.86 	  3.526E-07 	 11.19
3.75	 3.531E-05 	 4.238E-05 	 120.04 	 4.221E-05 	 119.54 	  3.869E-06 	 10.96
4.25	 1.974E-05 	 1.746E-05 	 88.47 	 1.734E-05 	 87.85 	  2.061E-06 	 10.44
4.75	 1.022E-05 	 7.341E-06 	 71.81 	 7.263E-06 	 71.05 	  1.063E-06 	 10.40
5.25	 4.826E-06 	 3.799E-06 	 78.71 	 3.759E-06 	 77.90 	  5.453E-07 	 11.30
5.75	 3.630E-06 	 1.925E-06 	 53.02 	 1.878E-06 	 51.73 	  4.217E-07 	 11.62
6.25	 2.416E-06 	 1.113E-06 	 46.07 	 1.074E-06 	 44.44 	  2.934E-07 	 12.15
6.75	 1.534E-06 	 7.099E-07 	 46.27 	 6.831E-07 	 44.52 	  1.934E-07 	 12.60
7.25	 9.556E-07 	 4.507E-07 	 47.16 	 4.321E-07 	 45.21 	  1.283E-07 	 13.42
7.75	 4.873E-07 	 3.001E-07 	 61.58 	 2.914E-07 	 59.80 	  7.163E-08 	 14.70
8.50	 2.700E-07 	 1.375E-07 	 50.93 	 1.320E-07 	 48.89 	  3.858E-08 	 14.29
9.50	 1.538E-07 	 7.664E-08 	 49.83 	 7.316E-08 	 47.57 	  2.285E-08 	 14.86
11.00	 9.280E-08 	 3.698E-08 	 39.85 	 3.369E-08 	 36.31 	  1.524E-08 	 16.43
13.00	 3.818E-08 	 2.166E-08 	 56.73 	 2.037E-08 	 53.34 	  7.383E-09 	 19.34
