yields for 70_80.
For points with no errors given, data value represents 
90\% confidence level upper limit. }
 
pt	 val	 tot_err	 stat_err	syst_err	 
1.25	 9.562E-01 	 1.085E-01 	 11.34 	 6.985E-03 	 0.73 	  1.082E-01 	 11.32
1.75	 9.714E-01 	 9.774E-02 	 10.06 	 1.011E-02 	 1.04 	  9.721E-02 	 10.01
2.25	 9.733E-01 	 9.648E-02 	 9.91 	 1.665E-02 	 1.71 	  9.503E-02 	 9.76
2.75	 9.186E-01 	 9.707E-02 	 10.57 	 2.459E-02 	 2.68 	  9.390E-02 	 10.22
3.25	 8.747E-01 	 9.607E-02 	 10.98 	 3.837E-02 	 4.39 	  8.808E-02 	 10.07
3.75	 1.129E+00 	 1.349E-01 	 11.95 	 7.859E-02 	 6.96 	  1.097E-01 	 9.71
4.25	 8.968E-01 	 1.481E-01 	 16.52 	 9.410E-02 	 10.49 	  1.144E-01 	 12.75
4.75	 8.081E-01 	 1.706E-01 	 21.12 	 1.324E-01 	 16.39 	  1.076E-01 	 13.32
5.25	 1.139E+00 	 2.455E-01 	 21.56 	 2.066E-01 	 18.15 	  1.325E-01 	 11.64
5.75	 1.047E+00 	 2.423E-01 	 23.14 	 1.986E-01 	 18.97 	  1.387E-01 	 13.25
6.25	 6.357E-01 	 1.527E-01 	 24.02 	 1.300E-01 	 20.45 	  8.013E-02 	 12.60
6.75	 5.823E-01 	 2.435E-01 	 41.82 	 2.363E-01 	 40.58 	  5.887E-02 	 10.11
7.25	 3.263E-01 	 9.556E-02 	 29.28 	 8.432E-02 	 25.84 	  4.496E-02 	 13.78
7.75	 1.100E+00 	 8.537E-01 	 77.61 	 8.401E-01 	 76.38 	  1.515E-01 	 13.77
8.50	 1.152E+00 	 5.493E-01 	 47.67 	 5.259E-01 	 45.64 	  1.586E-01 	 13.76
9.50	 3.983E-01 	 2.065E-01 	 51.86 	 1.991E-01 	 50.00 	  5.478E-02 	 13.75
11.00	 1.611E+00 	 1.626E+00 	 100.94 	 1.611E+00 	 100.00 	  2.213E-01 	 13.74
