yields for 30_40.
For points with no errors given, data value represents 
90\% confidence level upper limit. }
 
pt	 val	 tot_err	 stat_err	syst_err	 
1.25	 1.006E+00 	 1.103E-01 	 10.96 	 5.698E-03 	 0.57 	  1.101E-01 	 10.95
1.75	 1.077E+00 	 1.075E-01 	 9.98 	 6.418E-03 	 0.60 	  1.073E-01 	 9.96
2.25	 1.049E+00 	 1.055E-01 	 10.06 	 8.535E-03 	 0.81 	  1.052E-01 	 10.02
2.75	 1.012E+00 	 1.018E-01 	 10.06 	 1.146E-02 	 1.13 	  1.011E-01 	 9.99
3.25	 1.038E+00 	 1.089E-01 	 10.49 	 1.862E-02 	 1.79 	  1.073E-01 	 10.33
3.75	 1.090E+00 	 1.054E-01 	 9.67 	 2.538E-02 	 2.33 	  1.023E-01 	 9.38
4.25	 1.072E+00 	 1.071E-01 	 10.00 	 3.640E-02 	 3.40 	  1.007E-01 	 9.40
4.75	 1.122E+00 	 1.234E-01 	 10.99 	 5.702E-02 	 5.08 	  1.094E-01 	 9.75
5.25	 1.254E+00 	 1.533E-01 	 12.22 	 6.460E-02 	 5.15 	  1.390E-01 	 11.09
5.75	 1.225E+00 	 1.432E-01 	 11.69 	 7.065E-02 	 5.77 	  1.246E-01 	 10.17
6.25	 1.426E+00 	 2.035E-01 	 14.27 	 1.107E-01 	 7.76 	  1.708E-01 	 11.98
6.75	 1.294E+00 	 2.006E-01 	 15.50 	 1.262E-01 	 9.75 	  1.560E-01 	 12.05
7.25	 1.484E+00 	 2.575E-01 	 17.36 	 1.697E-01 	 11.44 	  1.937E-01 	 13.05
7.75	 1.622E+00 	 3.247E-01 	 20.02 	 2.573E-01 	 15.87 	  1.979E-01 	 12.21
8.50	 1.346E+00 	 2.430E-01 	 18.05 	 1.824E-01 	 13.55 	  1.606E-01 	 11.93
9.50	 1.392E+00 	 3.228E-01 	 23.20 	 2.587E-01 	 18.59 	  1.932E-01 	 13.88
11.00	 1.267E+00 	 3.216E-01 	 25.38 	 2.729E-01 	 21.54 	  1.701E-01 	 13.42
13.00	 2.945E+00 	 1.432E+00 	 48.63 	 1.373E+00 	 46.62 	  4.078E-01 	 13.85
