yields for 60-92%.
For points with no errors given, data value represents 
90\% confidence level upper limit. }
 
pt	 val	 tot_err	 stat_err	syst_err	 
1.25	 1.009E+00 	 1.067E-01 	 10.57 	 4.961E-03 	 0.49 	  1.066E-01 	 10.56
1.75	 9.643E-01 	 9.581E-02 	 9.94 	 6.185E-03 	 0.64 	  9.561E-02 	 9.91
2.25	 9.542E-01 	 9.375E-02 	 9.82 	 8.997E-03 	 0.94 	  9.331E-02 	 9.78
2.75	 9.701E-01 	 1.004E-01 	 10.35 	 1.454E-02 	 1.50 	  9.931E-02 	 10.24
3.25	 9.101E-01 	 9.733E-02 	 10.69 	 2.212E-02 	 2.43 	  9.479E-02 	 10.41
3.75	 1.080E+00 	 1.110E-01 	 10.28 	 4.073E-02 	 3.77 	  1.033E-01 	 9.57
4.25	 9.249E-01 	 1.204E-01 	 13.01 	 4.758E-02 	 5.14 	  1.106E-01 	 11.95
4.75	 1.131E+00 	 1.572E-01 	 13.90 	 9.126E-02 	 8.07 	  1.280E-01 	 11.32
5.25	 9.877E-01 	 1.533E-01 	 15.52 	 8.446E-02 	 8.55 	  1.279E-01 	 12.95
5.75	 1.233E+00 	 1.933E-01 	 15.67 	 1.142E-01 	 9.26 	  1.559E-01 	 12.65
6.25	 9.554E-01 	 1.656E-01 	 17.34 	 1.171E-01 	 12.25 	  1.172E-01 	 12.27
6.75	 1.081E+00 	 2.130E-01 	 19.70 	 1.556E-01 	 14.39 	  1.454E-01 	 13.45
7.25	 7.054E-01 	 1.708E-01 	 24.22 	 1.461E-01 	 20.71 	  8.859E-02 	 12.56
7.75	 1.685E+00 	 6.259E-01 	 37.15 	 5.905E-01 	 35.05 	  2.074E-01 	 12.31
8.50	 1.674E+00 	 4.354E-01 	 26.01 	 3.928E-01 	 23.47 	  1.878E-01 	 11.22
9.50	 1.459E+00 	 5.275E-01 	 36.14 	 4.876E-01 	 33.41 	  2.012E-01 	 13.79
11.00	 1.440E+00 	 6.408E-01 	 44.51 	 6.182E-01 	 42.94 	  1.688E-01 	 11.72
13.00	 2.765E+00 	 3.408E+00 	 123.24 	 3.387E+00 	 122.47 	  3.802E-01 	 13.75
