  1.250E+00  1.530E+06  2.718E+07  2.871E+07
  1.750E+00  6.073E+05  1.620E+06  2.227E+06
  2.250E+00  2.619E+05  3.501E+05  6.121E+05
  2.750E+00  1.206E+05  1.155E+05  2.362E+05
  3.250E+00  6.176E+04  4.795E+04  1.097E+05
  3.750E+00  3.376E+04  2.254E+04  5.630E+04
  4.250E+00  1.955E+04  1.185E+04  3.140E+04
  4.750E+00  1.189E+04  6.668E+03  1.855E+04
  5.250E+00  7.515E+03  3.891E+03  1.141E+04
  5.750E+00  4.920E+03  2.418E+03  7.338E+03
  6.250E+00  3.316E+03  1.560E+03  4.876E+03
  6.750E+00  2.292E+03  1.045E+03  3.338E+03
  7.500E+00  2.782E+03  1.218E+03  4.000E+03
  8.500E+00  1.483E+03  6.122E+02  2.095E+03
  9.500E+00  8.384E+02  3.317E+02  1.170E+03
  1.100E+01  8.010E+02  3.077E+02  1.109E+03
  1.350E+01  4.012E+02  1.462E+02  5.473E+02
