yields for 60_70.
For points with no errors given, data value represents 
90\% confidence level upper limit. }
 
pt	 val	 tot_err	 stat_err	syst_err	 
1.25	 9.949E-01 	 1.058E-01 	 10.63 	 6.278E-03 	 0.63 	  1.056E-01 	 10.61
1.75	 9.985E-01 	 9.918E-02 	 9.93 	 8.027E-03 	 0.80 	  9.885E-02 	 9.90
2.25	 9.928E-01 	 9.718E-02 	 9.79 	 1.188E-02 	 1.20 	  9.645E-02 	 9.71
2.75	 1.012E+00 	 1.046E-01 	 10.34 	 1.928E-02 	 1.91 	  1.028E-01 	 10.16
3.25	 9.444E-01 	 1.008E-01 	 10.67 	 2.947E-02 	 3.12 	  9.635E-02 	 10.20
3.75	 1.036E+00 	 1.066E-01 	 10.29 	 4.801E-02 	 4.63 	  9.521E-02 	 9.19
4.25	 9.648E-01 	 1.126E-01 	 11.67 	 6.471E-02 	 6.71 	  9.211E-02 	 9.55
4.75	 1.314E+00 	 1.800E-01 	 13.70 	 1.382E-01 	 10.52 	  1.153E-01 	 8.77
5.25	 8.726E-01 	 1.470E-01 	 16.85 	 9.454E-02 	 10.84 	  1.126E-01 	 12.91
5.75	 1.197E+00 	 2.023E-01 	 16.90 	 1.410E-01 	 11.78 	  1.451E-01 	 12.12
6.25	 7.882E-01 	 1.721E-01 	 21.84 	 1.432E-01 	 18.17 	  9.545E-02 	 12.11
6.75	 8.559E-01 	 1.943E-01 	 22.70 	 1.553E-01 	 18.14 	  1.168E-01 	 13.65
7.25	 1.210E+00 	 3.650E-01 	 30.17 	 3.359E-01 	 27.77 	  1.427E-01 	 11.79
7.75	 1.962E+00 	 9.653E-01 	 49.21 	 9.416E-01 	 48.00 	  2.128E-01 	 10.85
8.50	 2.311E+00 	 8.735E-01 	 37.79 	 8.133E-01 	 35.18 	  3.189E-01 	 13.79
9.50	 1.704E+00 	 7.469E-01 	 43.84 	 7.090E-01 	 41.61 	  2.349E-01 	 13.79
11.00	 8.999E-01 	 4.646E-01 	 51.63 	 4.547E-01 	 50.53 	  9.540E-02 	 10.60
13.00	 2.712E+00 	 3.342E+00 	 123.24 	 3.321E+00 	 122.47 	  3.729E-01 	 13.75
