yields for 20_30.
For points with no errors given, data value represents 
90\% confidence level upper limit. }
 
pt	 val	 tot_err	 stat_err	syst_err	 
1.25	 1.036E+00 	 1.088E-01 	 10.51 	 6.565E-03 	 0.63 	  1.086E-01 	 10.49
1.75	 1.043E+00 	 1.015E-01 	 9.73 	 6.883E-03 	 0.66 	  1.013E-01 	 9.71
2.25	 1.008E+00 	 1.005E-01 	 9.97 	 8.629E-03 	 0.86 	  1.002E-01 	 9.94
2.75	 1.026E+00 	 1.047E-01 	 10.20 	 1.205E-02 	 1.17 	  1.040E-01 	 10.14
3.25	 1.002E+00 	 1.078E-01 	 10.76 	 1.710E-02 	 1.71 	  1.065E-01 	 10.62
3.75	 1.086E+00 	 1.026E-01 	 9.45 	 2.433E-02 	 2.24 	  9.967E-02 	 9.18
4.25	 1.124E+00 	 1.092E-01 	 9.72 	 3.473E-02 	 3.09 	  1.036E-01 	 9.21
4.75	 1.174E+00 	 1.235E-01 	 10.52 	 5.355E-02 	 4.56 	  1.113E-01 	 9.48
5.25	 1.175E+00 	 1.361E-01 	 11.59 	 6.436E-02 	 5.48 	  1.199E-01 	 10.21
5.75	 1.300E+00 	 1.549E-01 	 11.92 	 6.272E-02 	 4.83 	  1.417E-01 	 10.90
6.25	 1.422E+00 	 1.872E-01 	 13.16 	 9.388E-02 	 6.60 	  1.619E-01 	 11.39
6.75	 1.493E+00 	 2.186E-01 	 14.64 	 1.262E-01 	 8.45 	  1.785E-01 	 11.95
7.25	 1.546E+00 	 2.452E-01 	 15.87 	 1.568E-01 	 10.15 	  1.885E-01 	 12.20
7.75	 1.478E+00 	 2.842E-01 	 19.23 	 1.987E-01 	 13.44 	  2.032E-01 	 13.75
8.50	 1.567E+00 	 2.748E-01 	 17.54 	 1.885E-01 	 12.03 	  2.000E-01 	 12.76
9.50	 1.773E+00 	 3.619E-01 	 20.41 	 2.746E-01 	 15.49 	  2.358E-01 	 13.30
11.00	 2.712E+00 	 6.034E-01 	 22.25 	 4.816E-01 	 17.76 	  3.635E-01 	 13.41
13.00	 4.631E+00 	 1.871E+00 	 40.40 	 1.757E+00 	 37.94 	  6.428E-01 	 13.88
