yields for 50_60.
For points with no errors given, data value represents 
90\% confidence level upper limit. }
 
pt	 val	 tot_err	 stat_err	syst_err	 
1.25	 9.627E-01 	 1.012E-01 	 10.52 	 5.101E-03 	 0.53 	  1.011E-01 	 10.50
1.75	 9.731E-01 	 9.508E-02 	 9.77 	 6.629E-03 	 0.68 	  9.485E-02 	 9.75
2.25	 9.791E-01 	 9.796E-02 	 10.01 	 9.337E-03 	 0.95 	  9.752E-02 	 9.96
2.75	 9.645E-01 	 9.598E-02 	 9.95 	 1.445E-02 	 1.50 	  9.488E-02 	 9.84
3.25	 9.405E-01 	 9.957E-02 	 10.59 	 2.287E-02 	 2.43 	  9.691E-02 	 10.30
3.75	 9.843E-01 	 9.857E-02 	 10.01 	 3.339E-02 	 3.39 	  9.274E-02 	 9.42
4.25	 9.105E-01 	 1.024E-01 	 11.25 	 4.405E-02 	 4.84 	  9.245E-02 	 10.15
4.75	 1.095E+00 	 1.379E-01 	 12.59 	 8.198E-02 	 7.48 	  1.109E-01 	 10.12
5.25	 1.094E+00 	 1.475E-01 	 13.48 	 8.439E-02 	 7.71 	  1.209E-01 	 11.05
5.75	 1.181E+00 	 1.761E-01 	 14.91 	 1.017E-01 	 8.61 	  1.437E-01 	 12.17
6.25	 1.065E+00 	 1.735E-01 	 16.30 	 1.078E-01 	 10.13 	  1.360E-01 	 12.77
6.75	 1.238E+00 	 2.244E-01 	 18.12 	 1.633E-01 	 13.19 	  1.539E-01 	 12.42
7.25	 1.553E+00 	 3.456E-01 	 22.26 	 2.732E-01 	 17.60 	  2.116E-01 	 13.63
7.75	 1.089E+00 	 2.614E-01 	 24.02 	 2.214E-01 	 20.34 	  1.390E-01 	 12.77
8.50	 1.233E+00 	 3.552E-01 	 28.80 	 3.197E-01 	 25.92 	  1.548E-01 	 12.55
9.50	 1.444E+00 	 4.306E-01 	 29.83 	 3.864E-01 	 26.76 	  1.900E-01 	 13.17
11.00	 5.945E-01 	 3.373E-01 	 56.74 	 3.187E-01 	 53.60 	  1.106E-01 	 18.61
