0.55	0.352096	0.00660201
0.65	0.471321	0.00808654
0.75	0.549503	0.00934249
0.85	0.658113	0.0110825
0.95	0.742409	0.0128225
1.05	0.827293	0.0145459
1.15	0.923648	0.0167968
1.25	0.964805	0.0180674
1.35	1.0305	0.0199933
1.45	1.08988	0.0218706
1.55	1.15062	0.0236594
1.65	1.21517	0.0256844
1.75	1.25783	0.0275855
1.85	1.36371	0.0306222
1.95	1.34701	0.0313577
2.1	1.45047	0.0257271
2.3	1.4345	0.0280412
2.5	1.60414	0.0347018
2.7	1.61996	0.040158
2.9	1.70778	0.049579
3.2	1.58054	0.0404771
3.6	1.55833	0.0567781
4	1.44888	0.0776199
4.4	1.27637	0.0988088
