0.275 0.01897 0.000105724 0.000988398
0.425 0.0289888 0.000118336 0.00139047
0.575 0.0375779 0.00013835 0.00174145
0.725 0.0457032 0.000164491 0.00232894
0.9 0.054121 0.000176605 0.00258286
1.1 0.0627317 0.000227271 0.00272681
1.3 0.0717396 0.000292754 0.00313404
1.525 0.0804462 0.000348023 0.00369964
1.775 0.0880678 0.000478128 0.00419768
2.05 0.0955248 0.000616957 0.00394613
2.4 0.100278 0.000815946 0.00415624
2.8 0.10003 0.00130585 0.00414304
3.25 0.100153 0.00190852 0.00440712
3.85 0.0850487 0.00275563 0.00447503
4.6 0.072269 0.00435392 0.00495323
