0.275 0.00336515 0.000168747 0.00119279
0.425 0.00339224 0.000168076 0.00206326
0.575 0.00315714 0.000192372 0.00235818
0.725 0.00171679 0.000232936 0.0023346
0.9 4.6631e-05 0.000260644 0.00227418
1.1 -0.00273141 0.000352321 0.00225968
1.3 -0.00633546 0.000474085 0.0023563
1.525 -0.00979305 0.00058489 0.00243912
1.775 -0.0143411 0.000826716 0.00243367
2.05 -0.0192874 0.00111459 0.00223505
2.4 -0.0246783 0.00164034 0.00276653
2.8 -0.0353895 0.00322455 0.00280046
3.25 -0.0494187 0.00598721 0.00288774
