0.275 0.00677062 0.000267018 0.000997357
0.425 0.013784 0.000298866 0.000740912
0.575 0.0192732 0.00034942 0.00102194
0.725 0.025647 0.000415458 0.00127262
0.9 0.0351361 0.000446053 0.00155429
1.1 0.0429624 0.000574005 0.00266478
1.3 0.0536209 0.000739477 0.00274635
1.525 0.06326 0.000879009 0.00369772
1.775 0.0752907 0.00120785 0.00373951
2.05 0.0829307 0.00155825 0.00581306
2.4 0.0942556 0.00206142 0.00478069
2.8 0.100488 0.00329859 0.0041629
3.25 0.0928209 0.00482335 0.00501782
3.85 0.0807131 0.00695986 0.00414027
4.6 0.0577641 0.0110061 0.0108559
