0.275 0.0332596 0.000274761 0.00220693
0.425 0.0557605 0.000294544 0.0039668
0.575 0.0744655 0.000342927 0.00523491
0.725 0.0924092 0.000411489 0.00600318
0.9 0.109579 0.000446154 0.00695878
1.1 0.128317 0.000580351 0.00773583
1.3 0.143042 0.000754236 0.00781978
1.525 0.156983 0.00090037 0.00840146
1.775 0.167345 0.00123363 0.00866563
2.05 0.178315 0.00157146 0.00922746
2.4 0.178983 0.0020284 0.00944445
2.8 0.179407 0.00312961 0.00883694
3.25 0.164398 0.00434769 0.00841766
3.85 0.165449 0.00604072 0.0081534
4.6 0.14724 0.00942578 0.0156919
