0.425 0.0043771 0.0094021 0.00137587
0.575 0.0134703 0.00645232 0.00321495
0.725 0.0241889 0.00612273 0.00482605
0.9 0.033211 0.00579726 0.00650686
1.1 0.0491718 0.00689267 0.00823802
1.3 0.0715844 0.00844873 0.00981774
1.525 0.074978 0.00957497 0.0114557
1.775 0.0942251 0.0123223 0.0131394
2.05 0.0786307 0.0152084 0.0148596
2.4 0.0941204 0.0202086 0.0168896
2.8 0.0447378 0.0350799 0.0190357
