0.425 0.00103856 8.49508e-05 0.00278971
0.575 0.00113342 9.89395e-05 0.00303343
0.725 0.000703265 0.000117538 0.00296928
0.9 -0.000494673 0.000126167 0.00284447
1.1 -0.00214195 0.00016241 0.00275412
1.3 -0.00463855 0.000209322 0.00284672
1.525 -0.00781188 0.00024879 0.00272689
1.775 -0.0127414 0.000341468 0.00335504
2.05 -0.0180289 0.000439752 0.00455979
2.4 -0.0244416 0.000579692 0.00561276
2.8 -0.0332548 0.000923342 0.006878
3.25 -0.0396698 0.00134407 0.00806954
3.85 -0.0401313 0.00193189 0.00829127
4.6 -0.0321859 0.00306472 0.00663013
