0.275 0.00846591 0.000148867 0.00156955
0.425 0.0147743 0.000165933 0.00233266
0.575 0.0213814 0.000193841 0.00311851
0.725 0.028103 0.000230439 0.0034669
0.9 0.0370712 0.000247406 0.00425249
1.1 0.0466378 0.000318429 0.00537166
1.3 0.0571011 0.000410299 0.00600272
1.525 0.0685669 0.000487758 0.00749132
1.775 0.0810499 0.000670071 0.00807051
2.05 0.0881691 0.000864152 0.00974191
2.4 0.0979135 0.00114234 0.00992456
2.8 0.104641 0.0018258 0.00664812
3.25 0.102914 0.00266408 0.00847164
3.85 0.0865261 0.00383743 0.00623115
4.6 0.0743514 0.00606969 0.00601538
