0.425 0.000720814 5.32406e-05 0.00205633
0.575 0.000831494 6.18228e-05 0.00235306
0.725 0.00039261 7.35114e-05 0.00233304
0.9 -0.000708456 7.89531e-05 0.00227446
1.1 -0.00248797 0.000101729 0.00225894
1.3 -0.00504036 0.000131229 0.00234815
1.525 -0.00824857 0.000155978 0.00242422
1.775 -0.0125625 0.000213715 0.00240796
2.05 -0.017645 0.000273956 0.00219947
2.4 -0.0235939 0.000358467 0.00274182
2.8 -0.0306589 0.00056428 0.0026514
3.25 -0.0339556 0.000807278 0.00223289
3.85 -0.0360288 0.00114801 0.00208614
4.6 -0.0297371 0.00181639 0.00178599
