0.425 -0.000736402 0.000133338 0.00219709
0.575 -0.000369324 0.000154586 0.00243711
0.725 -0.000673257 0.000184435 0.00236098
0.9 -0.00154647 0.000198592 0.00224021
1.1 -0.00293806 0.000256564 0.00188466
1.3 -0.00516655 0.000331663 0.00203213
1.525 -0.0072981 0.000394497 0.00227558
1.775 -0.0103106 0.000539674 0.00174922
2.05 -0.0137312 0.000687887 0.00196243
2.4 -0.0167593 0.000892025 0.00224096
2.8 -0.0197007 0.00138349 0.00261829
3.25 -0.0192402 0.00193147 0.00246628
3.85 -0.0234309 0.0027116 0.00303796
4.6 -0.0213737 0.00425473 0.00398845
