0.275 0.0338371 0.000108971 0.00204018
0.425 0.0533367 0.000116821 0.00342528
0.575 0.0702035 0.000135406 0.00441927
0.725 0.0859615 0.000161005 0.00577154
0.9 0.102472 0.000172906 0.00623133
1.1 0.119125 0.000222816 0.00664747
1.3 0.134412 0.000287443 0.00742815
1.525 0.14869 0.000341563 0.00778735
1.775 0.161127 0.000467376 0.00847946
2.05 0.170128 0.00059746 0.00861083
2.4 0.174894 0.000778617 0.00924759
2.8 0.174503 0.00121853 0.0090399
3.25 0.167846 0.0017284 0.0090167
3.85 0.153522 0.00244574 0.00792681
4.6 0.129132 0.00387409 0.0073824
