0.275 0.00354327 0.000184525 0.00125113
0.425 0.0037025 0.00018371 0.00211032
0.575 0.0032007 0.000209852 0.00241895
0.725 0.00189259 0.000253717 0.00239088
0.9 1.4922e-05 0.000283448 0.0023105
1.1 -0.00286772 0.000382714 0.00235331
1.3 -0.00622572 0.000514681 0.00244112
1.525 -0.0102889 0.000634929 0.00244491
1.775 -0.0146031 0.000897371 0.00257911
2.05 -0.020385 0.00120631 0.00239822
2.4 -0.0263138 0.00175732 0.00293606
2.8 -0.0353826 0.00339576 0.00286736
3.25 -0.0508368 0.00626489 0.00307275
