0.425 0.000356219 0.000105545 0.00191918
0.575 0.00027529 0.000122372 0.00209542
0.725 -6.27599e-05 0.000145555 0.00207086
0.9 -0.000795956 0.000156376 0.00177315
1.1 -0.00277137 0.000201574 0.00188256
1.3 -0.00513194 0.000260153 0.00179489
1.525 -0.00767048 0.00030921 0.00215347
1.775 -0.0112914 0.000423264 0.00234018
2.05 -0.0151992 0.000541175 0.00237716
2.4 -0.0203749 0.000705399 0.00316394
2.8 -0.0259838 0.00110396 0.00384999
3.25 -0.0268181 0.00156489 0.00477539
3.85 -0.0296846 0.00221397 0.00437593
4.6 -0.0221048 0.00350266 0.00340784
